id,baseMean,log2FoldChange,lfcSE,stat,pvalue,padj,gene_name,mRNA_ID,b.,signChange,pick_data,growthPhase,test_for,vs
YP_003043257.1,136.086667631272,-2.97661228453129,0.392341357874551,-7.58679202380456,3.27922793893246e-14,9.5126629945315e-13,rpsT,ECB_00027,b0023,-1,protein_wo_NA,Exp,Na_mM_Levels,baseNahighNa
YP_003043259.1,21.7829682063045,-1.53358761912968,0.289712462992187,-5.29348169316086,1.20009260771304e-07,6.40643992071283e-07,ribF,ECB_00029,b0025,-1,protein_wo_NA,Exp,Na_mM_Levels,baseNahighNa
YP_003043260.1,254.061359304904,-1.78172474822775,0.264652392233376,-6.7323205854742,1.66978224553668e-11,2.00496197834038e-10,ileS,ECB_00030,b0026,-1,protein_wo_NA,Exp,Na_mM_Levels,baseNahighNa
YP_003043262.1,7.39923193900565,-0.71276404464046,0.315587068730307,-2.25853374635439,0.0239124031156983,0.0362724930186298,fkpB,ECB_00032,b0028,-1,protein_wo_NA,Exp,Na_mM_Levels,baseNahighNa
YP_003043263.1,19.590056721485,-1.19346418142927,0.285896771636651,-4.17445840537876,2.98695784049252e-05,0.000114168179736901,ispH,ECB_00033,b0029,-1,protein_wo_NA,Exp,Na_mM_Levels,baseNahighNa
YP_003043264.1,2.02595665251252,1.30248541818959,0.608583005175616,2.14019354321886,0.0323391287670363,0.0467757240289496,rihC,ECB_00034,b0030,1,protein_wo_NA,Exp,Na_mM_Levels,baseNahighNa
YP_003043265.1,60.4436426225138,-1.69016541664967,0.223431865409033,-7.56456745126983,3.89157364881454e-14,1.06304820173451e-12,dapB,ECB_00035,b0031,-1,protein_wo_NA,Exp,Na_mM_Levels,baseNahighNa
YP_003043266.1,180.971688543646,-1.42631938738028,0.351912299036996,-4.05305353431348,5.05534282829653e-05,0.000185362570370873,carA,ECB_00036,b0032,-1,protein_wo_NA,Exp,Na_mM_Levels,baseNahighNa
YP_003043267.1,309.597159597596,-1.11583535803135,0.241913617709615,-4.61253636151547,3.97784929691307e-06,1.68467570998463e-05,carB,ECB_00037,b0033,-1,protein_wo_NA,Exp,Na_mM_Levels,baseNahighNa
YP_003043268.1,1.33958981928431,1.84166706181172,0.641088303482634,2.87271979820422,0.0040695488140554,0.00921762549511954,caiF,ECB_00038,b0034,1,protein_wo_NA,Exp,Na_mM_Levels,baseNahighNa
YP_003043270.1,2.02092733480356,2.29900412123977,0.798068284532534,2.88071104415131,0.00396779216554839,0.00906370921161507,caiD,ECB_00040,b0036,1,protein_wo_NA,Exp,Na_mM_Levels,baseNahighNa
YP_003043271.1,2.95109647077686,2.26808297894379,0.679850317821683,3.3361505017913,0.000849471631582016,0.00250466890473114,caiC,ECB_00041,b0037,1,protein_wo_NA,Exp,Na_mM_Levels,baseNahighNa
YP_003043272.1,3.11910572322008,2.49375837076425,0.791889660361585,3.14912354029925,0.00163760950251215,0.00444010252211316,caiA,ECB_00043,b0039,1,protein_wo_NA,Exp,Na_mM_Levels,baseNahighNa
YP_003043273.1,0.309475140037915,1.59479045363788,0.861988965947319,1.85012861723261,0.0642950142271248,0.0840347115775579,caiT,ECB_00044,b0040,1,protein_wo_NA,Exp,Na_mM_Levels,baseNahighNa
YP_003043274.1,1.84539322238928,1.86680759555566,0.699547255003142,2.66859398304303,0.00761694651066565,0.0148268115569846,fixA,ECB_00045,b0041,1,protein_wo_NA,Exp,Na_mM_Levels,baseNahighNa
YP_003043275.1,1.58812526299469,2.53611310568487,0.785395480984638,3.22909052456653,0.00124184578726733,0.0034912268359025,fixB,ECB_00046,b0042,1,protein_wo_NA,Exp,Na_mM_Levels,baseNahighNa
YP_003043276.1,2.48275511469583,2.29251402218372,0.742745868254624,3.08653890942657,0.00202501442125456,0.00533172471716664,fixC,ECB_00047,b0043,1,protein_wo_NA,Exp,Na_mM_Levels,baseNahighNa
YP_003043278.1,0.558903364796688,2.5705900033843,0.887953696252102,2.89495951673416,0.00379207434400175,0.00872310154360544,yaaU,ECB_00049,b0045,1,protein_wo_NA,Exp,Na_mM_Levels,baseNahighNa
YP_003043279.1,0.245017334954739,1.18132452026755,0.93180130283471,1.26778586451183,0.204874431487448,0.238317383398104,yabF,ECB_00050,b0046,1,protein_wo_NA,Exp,Na_mM_Levels,baseNahighNa
YP_003043280.1,2.73839474775336,2.09470300848066,0.811376866441583,2.58166469259507,0.0098325064504064,0.0180464480092005,kefC,ECB_00051,b0047,1,protein_wo_NA,Exp,Na_mM_Levels,baseNahighNa
YP_003043281.1,7.79992862437884,-1.52601186027353,0.395718756391845,-3.85630409381571,0.000115114272378723,0.000401003809625351,folA,ECB_00052,b0048,-1,protein_wo_NA,Exp,Na_mM_Levels,baseNahighNa
YP_003043282.1,7.49815044388916,-0.621941396065607,0.340990512136607,-1.82392581004262,0.068163289088945,0.0886663736641118,apaH,ECB_00053,b0049,-1,protein_wo_NA,Exp,Na_mM_Levels,baseNahighNa
YP_003043283.1,3.31985221653103,-0.784521985498756,0.440963904727573,-1.77910703594534,0.0752222154062568,0.0966216387545884,apaG,ECB_00054,b0050,-1,protein_wo_NA,Exp,Na_mM_Levels,baseNahighNa
YP_003043284.1,18.3330777340987,-1.39978548378828,0.330403558387791,-4.23659324560109,2.2693670178816e-05,8.81266377899001e-05,ksgA,ECB_00055,b0051,-1,protein_wo_NA,Exp,Na_mM_Levels,baseNahighNa
YP_003043285.1,19.017057713098,-1.41464870983569,0.296048118072447,-4.77844182576263,1.76658858088357e-06,7.85736413587022e-06,pdxA,ECB_00056,b0052,-1,protein_wo_NA,Exp,Na_mM_Levels,baseNahighNa
YP_003043286.1,78.6569001882936,-1.48877902273294,0.243521351170933,-6.11354616576488,9.74411647418293e-10,7.82872887313031e-09,surA,ECB_00057,b0053,-1,protein_wo_NA,Exp,Na_mM_Levels,baseNahighNa
YP_003043287.1,115.993234303406,-1.90053170308853,0.30901895268524,-6.15021080931685,7.73800276291343e-10,6.42156279919752e-09,imp,ECB_00058,b0054,-1,protein_wo_NA,Exp,Na_mM_Levels,baseNahighNa
YP_003043288.1,19.2285961230659,-0.454582787668261,0.312643570102424,-1.45399691898137,0.145947160396236,0.174731479831578,djlA,ECB_00059,b0055,-1,protein_wo_NA,Exp,Na_mM_Levels,baseNahighNa
YP_003043289.1,1.80580882505748,0.300661527314779,0.557754293777425,0.53905730654,0.589847313184907,0.62654552580043,rluA,ECB_00060,b0058,1,protein_wo_NA,Exp,Na_mM_Levels,baseNahighNa
YP_003043290.1,43.7597485306598,-0.728912524679901,0.184643774146594,-3.94766911610675,7.89157702985588e-05,0.000279963089868697,hepA,ECB_00061,b0059,-1,protein_wo_NA,Exp,Na_mM_Levels,baseNahighNa
YP_003043291.1,4.93454648155643,2.01608010007012,0.904869823058387,2.22803330235495,0.0258782943342481,0.0387878595462576,polB,ECB_00062,b0060,1,protein_wo_NA,Exp,Na_mM_Levels,baseNahighNa
YP_003043292.1,0.675237470578594,1.22435914176449,0.748854916911837,1.63497509879959,0.102054267805773,0.126765399722366,araD,ECB_00063,b0061,1,protein_wo_NA,Exp,Na_mM_Levels,baseNahighNa
YP_003043293.1,1.74734774193954,2.27446495071517,0.791574235076058,2.87334383805029,0.00406151815118899,0.00920723132752248,araA,ECB_00064,b0062,1,protein_wo_NA,Exp,Na_mM_Levels,baseNahighNa
YP_003043294.1,2.10564224622407,1.66971392654259,0.726761941054207,2.2974702336787,0.0215919592273926,0.0335277982627472,araB,ECB_00065,b0063,1,protein_wo_NA,Exp,Na_mM_Levels,baseNahighNa
YP_003043296.1,0.214235094525056,2.20727161929436,0.949950161598645,2.32356570746806,0.0201487821677204,0.0315715621155772,yabI,ECB_00067,b0065,1,protein_wo_NA,Exp,Na_mM_Levels,baseNahighNa
YP_003043297.1,2.19360584677945,2.20531436110882,0.764701221205132,2.88389020437728,0.00392795677840327,0.00899150999972479,thiQ,ECB_00068,b0066,1,protein_wo_NA,Exp,Na_mM_Levels,baseNahighNa
YP_003043298.1,0.690471831926609,1.60776650546356,0.899632286440342,1.78713740013174,0.0739152839868291,0.0952040475083795,thiP,ECB_00069,b0067,1,protein_wo_NA,Exp,Na_mM_Levels,baseNahighNa
YP_003043299.1,1.46354350112616,1.46690385523203,0.570698010943471,2.57036791280727,0.010159055971136,0.0185110536261166,tbpA,ECB_00070,b0068,1,protein_wo_NA,Exp,Na_mM_Levels,baseNahighNa
YP_003043300.1,1.70038299887751,2.32446322352616,0.769008900237622,3.02267401951773,0.00250551979541098,0.00629838488447638,yabN,ECB_00071,b0069,1,protein_wo_NA,Exp,Na_mM_Levels,baseNahighNa
YP_003043301.1,0.649196983900333,1.18849948669977,0.743185792837021,1.59919564953309,0.109777136701098,0.135281749663985,setA,ECB_00072,b0070,1,protein_wo_NA,Exp,Na_mM_Levels,baseNahighNa
YP_003043302.1,155.40663413726,-2.53170098926262,0.324317340649818,-7.80624614209643,5.89164637366854e-15,2.75897383041221e-13,leuD,ECB_00073,b0071,-1,protein_wo_NA,Exp,Na_mM_Levels,baseNahighNa
YP_003043303.1,243.69335150621,-2.35481992471488,0.305792604567005,-7.70070920468874,1.35313106910625e-14,4.98377937587673e-13,leuC,ECB_00074,b0072,-1,protein_wo_NA,Exp,Na_mM_Levels,baseNahighNa
YP_003043304.1,191.066881242333,-2.48376603424441,0.344294023285568,-7.21408408586954,5.42981974534689e-13,1.0722258509185e-11,leuB,ECB_00075,b0073,-1,protein_wo_NA,Exp,Na_mM_Levels,baseNahighNa
YP_003043305.1,267.912695958123,-2.24464383880991,0.307696692118096,-7.29498852704079,2.98684529475679e-13,6.35841145937988e-12,leuA,ECB_00076,b0074,-1,protein_wo_NA,Exp,Na_mM_Levels,baseNahighNa
YP_003043307.1,1.1898605420879,1.57088173892086,0.64903271388848,2.42034292772302,0.0155058765275447,0.0255290121834714,leuO,ECB_00078,b0076,1,protein_wo_NA,Exp,Na_mM_Levels,baseNahighNa
YP_003043308.1,90.1396227224063,-2.10743865959999,0.309500162812429,-6.80916817765032,9.81646709003293e-12,1.23288808893211e-10,ilvI,ECB_00079,b0077,-1,protein_wo_NA,Exp,Na_mM_Levels,baseNahighNa
YP_003043309.1,22.8946997832002,-1.48604508588118,0.271660621981963,-5.47022632518248,4.49461246647436e-08,2.57575868271031e-07,ilvH,ECB_00080,b0078,-1,protein_wo_NA,Exp,Na_mM_Levels,baseNahighNa
YP_003043310.1,16.833757762423,-0.722600857310591,0.323988352143079,-2.23032974034658,0.025725560174202,0.0386118984665907,fruR,ECB_00081,b0080,-1,protein_wo_NA,Exp,Na_mM_Levels,baseNahighNa
YP_003043311.1,5.93272011548471,-0.265699965441729,0.290768471503548,-0.913785336036639,0.36082965317348,0.401493415852908,yabB,ECB_00082,b0081,-1,protein_wo_NA,Exp,Na_mM_Levels,baseNahighNa
YP_003043312.1,34.6508859793959,-1.28018730907699,0.254735964217681,-5.02554601196017,5.02002184167903e-07,2.42350980810366e-06,mraW,ECB_00083,b0082,-1,protein_wo_NA,Exp,Na_mM_Levels,baseNahighNa
YP_003043313.1,4.52391577208404,-0.538288798279309,0.493463337184097,-1.09083848326201,0.275343959677858,0.312851819696367,ftsL,ECB_00084,b0083,-1,protein_wo_NA,Exp,Na_mM_Levels,baseNahighNa
YP_003043314.1,11.9677158163876,0.117202992875511,0.348497626369929,0.336309300285162,0.736637637363661,0.762456007350199,ftsI,ECB_00085,b0084,1,protein_wo_NA,Exp,Na_mM_Levels,baseNahighNa
YP_003043315.1,27.6447327731127,0.0230455765290872,0.895114275088424,0.0257459602315141,0.979459965028955,0.980956237508376,murE,ECB_00086,b0085,1,protein_wo_NA,Exp,Na_mM_Levels,baseNahighNa
YP_003043316.1,18.8983458776075,-1.87942949500436,0.322635775831363,-5.82523587212693,5.70319920138974e-09,3.87061842280653e-08,murF,ECB_00087,b0086,-1,protein_wo_NA,Exp,Na_mM_Levels,baseNahighNa
YP_003043318.1,29.7626894946131,-1.11795589634957,0.220267211529217,-5.07545307623453,3.86573750378615e-07,1.89415359303602e-06,murD,ECB_00089,b0088,-1,protein_wo_NA,Exp,Na_mM_Levels,baseNahighNa
YP_003043319.1,1.37665593464052,2.0514497111421,0.702072961942959,2.92198934063035,0.00347803443520782,0.00813195212454438,ftsW,ECB_00090,b0089,1,protein_wo_NA,Exp,Na_mM_Levels,baseNahighNa
YP_003043320.1,25.04893401494,-0.938838600360961,0.247613245653115,-3.79155241830719,0.000149708541212057,0.000512259496965682,murG,ECB_00091,b0090,-1,protein_wo_NA,Exp,Na_mM_Levels,baseNahighNa
YP_003043321.1,46.6909575496706,-1.9923431506354,0.32347801894221,-6.15912993763986,7.3145693234759e-10,6.11662200060051e-09,murC,ECB_00092,b0091,-1,protein_wo_NA,Exp,Na_mM_Levels,baseNahighNa
YP_003043322.1,31.2746240727768,-1.58125904728123,0.259990532612007,-6.08198703004696,1.18702172783016e-09,9.35032125283532e-09,ddl,ECB_00093,b0092,-1,protein_wo_NA,Exp,Na_mM_Levels,baseNahighNa
YP_003043323.1,4.82591393456136,0.622540387022683,0.363424330829501,1.71298488904626,0.0867153196094002,0.109792513588109,ftsQ,ECB_00094,b0093,1,protein_wo_NA,Exp,Na_mM_Levels,baseNahighNa
YP_003043324.1,39.0590158298481,-1.51218142089148,0.278004596917911,-5.43941156965111,5.3456834479623e-08,3.03168691045336e-07,ftsA,ECB_00095,b0094,-1,protein_wo_NA,Exp,Na_mM_Levels,baseNahighNa
YP_003043325.1,192.055938018088,-2.18775219445586,0.326083344915177,-6.70918103782622,1.95719727964529e-11,2.29953142748289e-10,ftsZ,ECB_00096,b0095,-1,protein_wo_NA,Exp,Na_mM_Levels,baseNahighNa
YP_003043326.1,10.8336985459021,-0.608882521014066,0.333974814362752,-1.82313903572597,0.0682823356757031,0.0887859961701526,lpxC,ECB_00097,b0096,-1,protein_wo_NA,Exp,Na_mM_Levels,baseNahighNa
YP_003043327.1,0.517195151689235,1.61851490122395,0.816674072811005,1.98183700830981,0.0474974859462658,0.0644173599221594,yacA,ECB_00098,b0097,1,protein_wo_NA,Exp,Na_mM_Levels,baseNahighNa
YP_003043328.1,239.725453848392,-1.82150369061768,0.261750409886258,-6.95893347945167,3.42858344138323e-12,4.95105573605914e-11,secA,ECB_00099,b0098,-1,protein_wo_NA,Exp,Na_mM_Levels,baseNahighNa
YP_003043329.1,2.08926809950965,1.01123772855143,0.527255054070069,1.91792894301407,0.0551200217060284,0.0735202733062831,mutT,ECB_00100,b0099,1,protein_wo_NA,Exp,Na_mM_Levels,baseNahighNa
YP_003043330.1,14.8541456816035,-1.93562055233577,0.363554607303759,-5.32415354791121,1.01424207564298e-07,5.49534797348376e-07,yacG,ECB_00101,b0101,-1,protein_wo_NA,Exp,Na_mM_Levels,baseNahighNa
YP_003043331.1,26.2937686648455,-1.27856366767272,0.312190491648791,-4.09545998957291,4.21330990523044e-05,0.000155882955635952,yacF,ECB_00102,b0102,-1,protein_wo_NA,Exp,Na_mM_Levels,baseNahighNa
YP_003043332.1,3.42930900174276,-1.09443944679962,0.519907405739173,-2.10506608430324,0.0352855560032768,0.0501369972166195,coaE,ECB_00103,b0103,-1,protein_wo_NA,Exp,Na_mM_Levels,baseNahighNa
YP_003043333.1,23.5996337287612,-1.17747350453058,0.26841891633233,-4.38670090997887,1.15082864030012e-05,4.62873163546479e-05,guaC,ECB_00104,b0104,-1,protein_wo_NA,Exp,Na_mM_Levels,baseNahighNa
YP_003043334.1,0.397711630489278,1.77790161251286,0.854327567271968,2.08105377916113,0.0374289838444503,0.0527708425987562,hofC,ECB_00105,b0106,1,protein_wo_NA,Exp,Na_mM_Levels,baseNahighNa
YP_003043335.1,1.57774733897924,1.92643970921969,0.655978819609121,2.93674071728048,0.00331681291264547,0.00783887002714624,hofB,ECB_00106,b0107,1,protein_wo_NA,Exp,Na_mM_Levels,baseNahighNa
YP_003043336.1,0.122379673219939,1.03142466563227,0.965672189348199,1.06808985182483,0.285479983086867,0.323359842625691,ppdD,ECB_00107,b0108,1,protein_wo_NA,Exp,Na_mM_Levels,baseNahighNa
YP_003043337.1,21.3481511125894,-1.82470368075574,0.33931308145894,-5.3776402398342,7.54684248565539e-08,4.21440369130807e-07,nadC,ECB_00108,b0109,-1,protein_wo_NA,Exp,Na_mM_Levels,baseNahighNa
YP_003043338.1,2.25065847038168,-0.110253674729444,0.581893727532984,-0.189473901354599,0.84972140829783,0.867992139732093,ampD,ECB_00109,b0110,-1,protein_wo_NA,Exp,Na_mM_Levels,baseNahighNa
YP_003043339.1,2.07402137826059,1.36873576771337,0.638848361737508,2.14250493495945,0.0321528719848905,0.0466358913125978,ampE,ECB_00110,b0111,1,protein_wo_NA,Exp,Na_mM_Levels,baseNahighNa
YP_003043340.1,6.31076217631267,-0.507666645871765,0.456575534717851,-1.11190067638093,0.266180857869472,0.303492470294306,aroP,ECB_00111,b0112,-1,protein_wo_NA,Exp,Na_mM_Levels,baseNahighNa
YP_003043341.1,9.26474443753516,-0.202089303794363,0.288941873421566,-0.699411620064892,0.484294828003071,0.52272586308662,pdhR,ECB_00112,b0113,-1,protein_wo_NA,Exp,Na_mM_Levels,baseNahighNa
YP_003043342.1,417.762853541048,-1.97147582375865,0.269464653599903,-7.31626874775891,2.54960803577188e-13,5.57174342750682e-12,aceE,ECB_00113,b0114,-1,protein_wo_NA,Exp,Na_mM_Levels,baseNahighNa
YP_003043343.1,224.06220270818,-1.72227410523558,0.271136150833162,-6.35206371390638,2.12445289765806e-10,1.95068812283561e-09,aceF,ECB_00114,b0115,-1,protein_wo_NA,Exp,Na_mM_Levels,baseNahighNa
YP_003043344.1,297.36020552716,-1.80864185197016,0.287235765234082,-6.2967153498319,3.04018816446157e-10,2.73094330578102e-09,lpdA,ECB_00115,b0116,-1,protein_wo_NA,Exp,Na_mM_Levels,baseNahighNa
YP_003043345.1,2.72234240099354,2.26039450012546,0.758816828045445,2.97884076444083,0.00289341100357971,0.00705699499236183,yacH,ECB_00116,b0117,1,protein_wo_NA,Exp,Na_mM_Levels,baseNahighNa
YP_003043346.1,308.63858974956,-1.54199647359293,0.231274215062195,-6.66739469066302,2.60384167544963e-11,2.93312474643433e-10,acnB,ECB_00117,b0118,-1,protein_wo_NA,Exp,Na_mM_Levels,baseNahighNa
YP_003043347.1,1.67046233719399,1.16421188313467,0.568738248025007,2.04700824531759,0.0406572749782356,0.0566884506076803,yacL,ECB_00118,b0119,1,protein_wo_NA,Exp,Na_mM_Levels,baseNahighNa
YP_003043348.1,81.8855853015569,-1.742377320762,0.292944488833325,-5.94780713472768,2.71758525139048e-09,1.97960987867955e-08,speD,ECB_00119,b0120,-1,protein_wo_NA,Exp,Na_mM_Levels,baseNahighNa
YP_003043349.1,28.5259601501316,-1.20038130781457,0.317870230580203,-3.77632502931632,0.000159159272983265,0.000540646732475795,speE,ECB_00120,b0121,-1,protein_wo_NA,Exp,Na_mM_Levels,baseNahighNa
YP_003043350.1,1.86310304101691,-0.57808278974111,0.559597320037246,-1.03303352078711,0.301588211967948,0.339843987222734,yacC,ECB_00121,b0122,-1,protein_wo_NA,Exp,Na_mM_Levels,baseNahighNa
YP_003043351.1,33.5505418597392,-1.56696902165603,0.414982799491149,-3.77598547115072,0.000159376281155451,0.000540823446819428,cueO,ECB_00122,b0123,-1,protein_wo_NA,Exp,Na_mM_Levels,baseNahighNa
YP_003043352.1,54.9986413650862,-1.6067579188251,0.267876741108951,-5.99812403336502,1.99610036164684e-09,1.51113556246613e-08,gcd,ECB_00123,b0124,-1,protein_wo_NA,Exp,Na_mM_Levels,baseNahighNa
YP_003043353.1,50.3704141133547,-1.56362807019992,0.254385197725219,-6.14669439960464,7.91143454325604e-10,6.5160006112546e-09,hpt,ECB_00124,b0125,-1,protein_wo_NA,Exp,Na_mM_Levels,baseNahighNa
YP_003043354.1,80.1731595512125,-1.90968518379534,0.275083980025944,-6.94218974007585,3.86068187491019e-12,5.47849142249161e-11,yadF,ECB_00125,b0126,-1,protein_wo_NA,Exp,Na_mM_Levels,baseNahighNa
YP_003043355.1,15.2035078323791,-0.856911761675294,0.252001730386602,-3.40042014934059,0.0006728238384514,0.00203837018710138,yadG,ECB_00126,b0127,-1,protein_wo_NA,Exp,Na_mM_Levels,baseNahighNa
YP_003043358.1,2.14437298567025,2.50885704252728,0.820982571524577,3.05591997874972,0.00224371128904823,0.0058003829696373,yadE,ECB_00129,b0130,1,protein_wo_NA,Exp,Na_mM_Levels,baseNahighNa
YP_003043359.1,49.1289920082104,-2.34602256655942,0.327253579736442,-7.16882170837924,7.5645994617337e-13,1.3852936891376e-11,panD,ECB_00130,b0131,-1,protein_wo_NA,Exp,Na_mM_Levels,baseNahighNa
YP_003043361.1,63.1202653384486,-1.62901194563736,0.278287722656722,-5.85369677859199,4.80764809985199e-09,3.3388708625667e-08,panC,ECB_00132,b0133,-1,protein_wo_NA,Exp,Na_mM_Levels,baseNahighNa
YP_003043362.1,33.2658269061733,-1.87049818360687,0.308020421952543,-6.07264340380346,1.25821650754385e-09,9.82008026602080e-09,panB,ECB_00133,b0134,-1,protein_wo_NA,Exp,Na_mM_Levels,baseNahighNa
YP_003043363.1,1.15272085092957,1.88449050057159,0.776717212538236,2.42622471879213,0.015256819966186,0.025194889596553,yadC,ECB_00134,b0135,1,protein_wo_NA,Exp,Na_mM_Levels,baseNahighNa
YP_003043366.1,0.991173223486177,1.5865411496429,0.853123558493829,1.85968507591551,0.0629300947200579,0.0824150421463643,yadM,ECB_00137,b0138,1,protein_wo_NA,Exp,Na_mM_Levels,baseNahighNa
YP_003043367.1,2.6041736856658,1.86655318187093,0.675162107401156,2.76460002925177,0.00569926301284315,0.0118820603242363,htrE,ECB_00138,b0139,1,protein_wo_NA,Exp,Na_mM_Levels,baseNahighNa
YP_003043370.1,5.15107795140605,-1.38394163666549,0.474615018574428,-2.9159246599957,0.00354636125394272,0.00824466112796046,folK,ECB_00141,b0142,-1,protein_wo_NA,Exp,Na_mM_Levels,baseNahighNa
YP_003043371.1,54.6930230845889,-1.29341887756028,0.211094307166823,-6.12720871026672,8.94341255066366e-10,7.25656097551373e-09,pcnB,ECB_00142,b0143,-1,protein_wo_NA,Exp,Na_mM_Levels,baseNahighNa
YP_003043372.1,2.58122902405441,1.83650005135917,0.611167900042317,3.00490266460658,0.00265665851504044,0.00659906384977713,yadB,ECB_00143,b0144,1,protein_wo_NA,Exp,Na_mM_Levels,baseNahighNa
YP_003043373.1,96.1862701897926,-2.0464914752473,0.352950199830623,-5.79824427420467,6.70127926921406e-09,4.49218679846292e-08,dksA,ECB_00144,b0145,-1,protein_wo_NA,Exp,Na_mM_Levels,baseNahighNa
YP_003043374.1,8.31152298474011,-0.824519245397764,0.407485437295722,-2.02343242219817,0.0430285842837042,0.0593135825407832,sfsA,ECB_00145,b0146,-1,protein_wo_NA,Exp,Na_mM_Levels,baseNahighNa
YP_003043375.1,1.47061803410561,0.957554877858645,0.642821058841309,1.48961342303354,0.136325910543991,0.16483819061719,ligT,ECB_00146,b0147,1,protein_wo_NA,Exp,Na_mM_Levels,baseNahighNa
YP_003043376.1,6.82157738525054,1.46709577375645,0.48207548300514,3.04329057476838,0.00234006256710017,0.0059601593589389,hrpB,ECB_00147,b0148,1,protein_wo_NA,Exp,Na_mM_Levels,baseNahighNa
YP_003043377.1,45.1840574510734,-0.772211503651582,0.171863579925133,-4.49316547454657,7.01722154523681e-06,2.90068754417229e-05,mrcB,ECB_00148,b0149,-1,protein_wo_NA,Exp,Na_mM_Levels,baseNahighNa
YP_003043378.1,112.228957808057,-2.08482035782709,0.398241669230381,-5.23506332688916,1.6492830660358e-07,8.58150776264339e-07,fhuA,ECB_00149,b0150,-1,protein_wo_NA,Exp,Na_mM_Levels,baseNahighNa
YP_003043379.1,12.5889529816688,-0.679683253447866,0.513422387749966,-1.32382862466618,0.18555996718432,0.218172730426902,fhuC,ECB_00150,b0151,-1,protein_wo_NA,Exp,Na_mM_Levels,baseNahighNa
YP_003043380.1,1.94047128096831,1.35144549054902,0.638701202207797,2.11592758222073,0.0343509671546696,0.0490856453064546,fhuD,ECB_00151,b0152,1,protein_wo_NA,Exp,Na_mM_Levels,baseNahighNa
