"","ID","KEGG_Path","padj_gene","signChange","score_gene","FDR_KEGG_Path","numGenesInCat","abs_score","rank","numSigP","numSigN","KEGG_Path_long","KEGG_Path_short","pick_data","growthPhase","test_for","vs","df_category"
"12","uxuB","eco00040:Pentose and glucuronate interconversions",0.0078118543278541,1,2.10724586384796,0.00237084258517883,24,2.10724586384796,3,6,3,"Pentose and glucuronate interconversions
 padj:0.00237 N( -3/ +6/ 24)","Pentose and glucuronate interconversions","mrna","Exp","carbonSource","glucoseglycerol","kegg"
"13","rhaB","eco00040:Pentose and glucuronate interconversions",0.00893740342600204,1,2.04878863797755,0.00237084258517883,24,2.04878863797755,2,6,3,"Pentose and glucuronate interconversions
 padj:0.00237 N( -3/ +6/ 24)","Pentose and glucuronate interconversions","mrna","Exp","carbonSource","glucoseglycerol","kegg"
"14","uxuA","eco00040:Pentose and glucuronate interconversions",0.00910384895305443,1,2.04077495650691,0.00237084258517883,24,2.04077495650691,1,6,3,"Pentose and glucuronate interconversions
 padj:0.00237 N( -3/ +6/ 24)","Pentose and glucuronate interconversions","mrna","Exp","carbonSource","glucoseglycerol","kegg"
"15","eda","eco00040:Pentose and glucuronate interconversions",0.0156112186108684,-1,-1.80656319461092,0.00237084258517883,24,1.80656319461092,-1,6,3,"Pentose and glucuronate interconversions
 padj:0.00237 N( -3/ +6/ 24)","Pentose and glucuronate interconversions","mrna","Exp","carbonSource","glucoseglycerol","kegg"
"16","galF","eco00040:Pentose and glucuronate interconversions",0.0139904891370584,-1,-1.8541671013901,0.00237084258517883,24,1.8541671013901,-2,6,3,"Pentose and glucuronate interconversions
 padj:0.00237 N( -3/ +6/ 24)","Pentose and glucuronate interconversions","mrna","Exp","carbonSource","glucoseglycerol","kegg"
"17","ybhC","eco00040:Pentose and glucuronate interconversions",0.00893740342600204,-1,-2.04878863797755,0.00237084258517883,24,2.04878863797755,-3,6,3,"Pentose and glucuronate interconversions
 padj:0.00237 N( -3/ +6/ 24)","Pentose and glucuronate interconversions","mrna","Exp","carbonSource","glucoseglycerol","kegg"
"18","yiaK","eco00053:Ascorbate and aldarate metabolism",2.90896700770238e-05,1,4.53626120431295,0.0245782192531073,9,4.53626120431295,5,5,1,"Ascorbate and aldarate metabolism
 padj:0.02458 N( -1/ +5/ 9)","Ascorbate and aldarate metabolism","mrna","Exp","carbonSource","glucoseglycerol","kegg"
"19","lyxK","eco00053:Ascorbate and aldarate metabolism",0.00079978508691187,1,3.09702669814231,0.0245782192531073,9,3.09702669814231,4,5,1,"Ascorbate and aldarate metabolism
 padj:0.02458 N( -1/ +5/ 9)","Ascorbate and aldarate metabolism","mrna","Exp","carbonSource","glucoseglycerol","kegg"
"20","gudX","eco00053:Ascorbate and aldarate metabolism",0.0217769349759695,1,1.66200324564059,0.0245782192531073,9,1.66200324564059,3,5,1,"Ascorbate and aldarate metabolism
 padj:0.02458 N( -1/ +5/ 9)","Ascorbate and aldarate metabolism","mrna","Exp","carbonSource","glucoseglycerol","kegg"
"21","ulaA","eco00053:Ascorbate and aldarate metabolism",0.0227416288045481,1,1.643178433426,0.0245782192531073,9,1.643178433426,2,5,1,"Ascorbate and aldarate metabolism
 padj:0.02458 N( -1/ +5/ 9)","Ascorbate and aldarate metabolism","mrna","Exp","carbonSource","glucoseglycerol","kegg"
"22","garL","eco00053:Ascorbate and aldarate metabolism",0.0455073016829156,1,1.34191891485533,0.0245782192531073,9,1.34191891485533,1,5,1,"Ascorbate and aldarate metabolism
 padj:0.02458 N( -1/ +5/ 9)","Ascorbate and aldarate metabolism","mrna","Exp","carbonSource","glucoseglycerol","kegg"
"23","yadI","eco00053:Ascorbate and aldarate metabolism",0.0278028673423894,-1,-1.55591041247178,0.0245782192531073,9,1.55591041247178,-1,5,1,"Ascorbate and aldarate metabolism
 padj:0.02458 N( -1/ +5/ 9)","Ascorbate and aldarate metabolism","mrna","Exp","carbonSource","glucoseglycerol","kegg"
"24","fabG","eco00061:Fatty acid biosynthesis",0.026057176631095,-1,-1.58407264311166,0.00761314028263682,12,1.58407264311166,-1,0,6,"Fatty acid biosynthesis
 padj:0.00761 N( -6/ +0/ 12)","Fatty acid biosynthesis","mrna","Exp","carbonSource","glucoseglycerol","kegg"
"25","accA","eco00061:Fatty acid biosynthesis",0.0198675331493884,-1,-1.70185605368117,0.00761314028263682,12,1.70185605368117,-2,0,6,"Fatty acid biosynthesis
 padj:0.00761 N( -6/ +0/ 12)","Fatty acid biosynthesis","mrna","Exp","carbonSource","glucoseglycerol","kegg"
"26","fabF","eco00061:Fatty acid biosynthesis",0.0101503897752786,-1,-1.99351728050914,0.00761314028263682,12,1.99351728050914,-3,0,6,"Fatty acid biosynthesis
 padj:0.00761 N( -6/ +0/ 12)","Fatty acid biosynthesis","mrna","Exp","carbonSource","glucoseglycerol","kegg"
"27","fabD","eco00061:Fatty acid biosynthesis",0.00401729569995598,-1,-2.39606620009986,0.00761314028263682,12,2.39606620009986,-4,0,6,"Fatty acid biosynthesis
 padj:0.00761 N( -6/ +0/ 12)","Fatty acid biosynthesis","mrna","Exp","carbonSource","glucoseglycerol","kegg"
"28","fabI","eco00061:Fatty acid biosynthesis",0.00194728106128053,-1,-2.71057135995723,0.00761314028263682,12,2.71057135995723,-5,0,6,"Fatty acid biosynthesis
 padj:0.00761 N( -6/ +0/ 12)","Fatty acid biosynthesis","mrna","Exp","carbonSource","glucoseglycerol","kegg"
"29","fabH","eco00061:Fatty acid biosynthesis",9.25278884368507e-05,-1,-4.0337273486797,0.00761314028263682,12,4.0337273486797,-6,0,6,"Fatty acid biosynthesis
 padj:0.00761 N( -6/ +0/ 12)","Fatty acid biosynthesis","mrna","Exp","carbonSource","glucoseglycerol","kegg"
"30","menB","eco00130:Ubiquinone and other terpenoid-quinone biosynthesis",0.0186090937370976,-1,-1.73027477649639,0.00575939050912955,17,1.73027477649639,-1,0,7,"Ubiquinone and other terpenoid-quinone biosynthesis
 padj:0.00576 N( -7/ +0/ 17)","Ubiquinone and other terpenoid-quinone biosynthesis","mrna","Exp","carbonSource","glucoseglycerol","kegg"
"31","menC","eco00130:Ubiquinone and other terpenoid-quinone biosynthesis",0.0180469891631277,-1,-1.7435952424513,0.00575939050912955,17,1.7435952424513,-2,0,7,"Ubiquinone and other terpenoid-quinone biosynthesis
 padj:0.00576 N( -7/ +0/ 17)","Ubiquinone and other terpenoid-quinone biosynthesis","mrna","Exp","carbonSource","glucoseglycerol","kegg"
"32","yfbB","eco00130:Ubiquinone and other terpenoid-quinone biosynthesis",0.0174606920164877,-1,-1.75793854797373,0.00575939050912955,17,1.75793854797373,-3,0,7,"Ubiquinone and other terpenoid-quinone biosynthesis
 padj:0.00576 N( -7/ +0/ 17)","Ubiquinone and other terpenoid-quinone biosynthesis","mrna","Exp","carbonSource","glucoseglycerol","kegg"
"33","entC","eco00130:Ubiquinone and other terpenoid-quinone biosynthesis",0.0136033221852695,-1,-1.86635501585508,0.00575939050912955,17,1.86635501585508,-4,0,7,"Ubiquinone and other terpenoid-quinone biosynthesis
 padj:0.00576 N( -7/ +0/ 17)","Ubiquinone and other terpenoid-quinone biosynthesis","mrna","Exp","carbonSource","glucoseglycerol","kegg"
"34","ubiH","eco00130:Ubiquinone and other terpenoid-quinone biosynthesis",0.0104435885364316,-1,-1.98115024713992,0.00575939050912955,17,1.98115024713992,-5,0,7,"Ubiquinone and other terpenoid-quinone biosynthesis
 padj:0.00576 N( -7/ +0/ 17)","Ubiquinone and other terpenoid-quinone biosynthesis","mrna","Exp","carbonSource","glucoseglycerol","kegg"
"35","menD","eco00130:Ubiquinone and other terpenoid-quinone biosynthesis",0.00887722266926062,-1,-2.0517228864824,0.00575939050912955,17,2.0517228864824,-6,0,7,"Ubiquinone and other terpenoid-quinone biosynthesis
 padj:0.00576 N( -7/ +0/ 17)","Ubiquinone and other terpenoid-quinone biosynthesis","mrna","Exp","carbonSource","glucoseglycerol","kegg"
"36","menE","eco00130:Ubiquinone and other terpenoid-quinone biosynthesis",0.00444288795193185,-1,-2.35233463937478,0.00575939050912955,17,2.35233463937478,-7,0,7,"Ubiquinone and other terpenoid-quinone biosynthesis
 padj:0.00576 N( -7/ +0/ 17)","Ubiquinone and other terpenoid-quinone biosynthesis","mrna","Exp","carbonSource","glucoseglycerol","kegg"
"37","allB","eco00230:Purine metabolism",0.00428677297994656,1,2.36786951536203,3.5527136788005e-14,76,2.36786951536203,1,1,29,"Purine metabolism
 padj:0.00000 N( -29/ +1/ 76)","Purine metabolism","mrna","Exp","carbonSource","glucoseglycerol","kegg"
"38","cysC","eco00230:Purine metabolism",0.0331541736868901,-1,-1.47946179169092,3.5527136788005e-14,76,1.47946179169092,-1,1,29,"Purine metabolism
 padj:0.00000 N( -29/ +1/ 76)","Purine metabolism","mrna","Exp","carbonSource","glucoseglycerol","kegg"
"39","rpoB","eco00230:Purine metabolism",0.0306858076542402,-1,-1.51306244154532,3.5527136788005e-14,76,1.51306244154532,-2,1,29,"Purine metabolism
 padj:0.00000 N( -29/ +1/ 76)","Purine metabolism","mrna","Exp","carbonSource","glucoseglycerol","kegg"
"40","purE","eco00230:Purine metabolism",0.0282468114134364,-1,-1.54903056956865,3.5527136788005e-14,76,1.54903056956865,-3,1,29,"Purine metabolism
 padj:0.00000 N( -29/ +1/ 76)","Purine metabolism","mrna","Exp","carbonSource","glucoseglycerol","kegg"
"41","pykF","eco00230:Purine metabolism",0.0263634059142503,-1,-1.57899848352367,3.5527136788005e-14,76,1.57899848352367,-4,1,29,"Purine metabolism
 padj:0.00000 N( -29/ +1/ 76)","Purine metabolism","mrna","Exp","carbonSource","glucoseglycerol","kegg"
"42","mazG","eco00230:Purine metabolism",0.0227416288045481,-1,-1.643178433426,3.5527136788005e-14,76,1.643178433426,-5,1,29,"Purine metabolism
 padj:0.00000 N( -29/ +1/ 76)","Purine metabolism","mrna","Exp","carbonSource","glucoseglycerol","kegg"
"43","cysN","eco00230:Purine metabolism",0.0222419725079196,-1,-1.65282670039401,3.5527136788005e-14,76,1.65282670039401,-6,1,29,"Purine metabolism
 padj:0.00000 N( -29/ +1/ 76)","Purine metabolism","mrna","Exp","carbonSource","glucoseglycerol","kegg"
"44","spoT","eco00230:Purine metabolism",0.016836362514998,-1,-1.77375173173797,3.5527136788005e-14,76,1.77375173173797,-7,1,29,"Purine metabolism
 padj:0.00000 N( -29/ +1/ 76)","Purine metabolism","mrna","Exp","carbonSource","glucoseglycerol","kegg"
"45","purH","eco00230:Purine metabolism",0.0166245077971639,-1,-1.77925120401825,3.5527136788005e-14,76,1.77925120401825,-8,1,29,"Purine metabolism
 padj:0.00000 N( -29/ +1/ 76)","Purine metabolism","mrna","Exp","carbonSource","glucoseglycerol","kegg"
"46","adk","eco00230:Purine metabolism",0.0160283670069285,-1,-1.79511072193817,3.5527136788005e-14,76,1.79511072193817,-9,1,29,"Purine metabolism
 padj:0.00000 N( -29/ +1/ 76)","Purine metabolism","mrna","Exp","carbonSource","glucoseglycerol","kegg"
"47","holC","eco00230:Purine metabolism",0.0160283670069285,-1,-1.79511072193817,3.5527136788005e-14,76,1.79511072193817,-10,1,29,"Purine metabolism
 padj:0.00000 N( -29/ +1/ 76)","Purine metabolism","mrna","Exp","carbonSource","glucoseglycerol","kegg"
"48","yjjG","eco00230:Purine metabolism",0.014551603761656,-1,-1.8370891395678,3.5527136788005e-14,76,1.8370891395678,-11,1,29,"Purine metabolism
 padj:0.00000 N( -29/ +1/ 76)","Purine metabolism","mrna","Exp","carbonSource","glucoseglycerol","kegg"
"49","cysD","eco00230:Purine metabolism",0.0141185630090997,-1,-1.85020950363668,3.5527136788005e-14,76,1.85020950363668,-12,1,29,"Purine metabolism
 padj:0.00000 N( -29/ +1/ 76)","Purine metabolism","mrna","Exp","carbonSource","glucoseglycerol","kegg"
"50","dnaN","eco00230:Purine metabolism",0.0123515932709743,-1,-1.90827701777581,3.5527136788005e-14,76,1.90827701777581,-13,1,29,"Purine metabolism
 padj:0.00000 N( -29/ +1/ 76)","Purine metabolism","mrna","Exp","carbonSource","glucoseglycerol","kegg"
"51","guaC","eco00230:Purine metabolism",0.0118733934674985,-1,-1.92542514005257,3.5527136788005e-14,76,1.92542514005257,-14,1,29,"Purine metabolism
 padj:0.00000 N( -29/ +1/ 76)","Purine metabolism","mrna","Exp","carbonSource","glucoseglycerol","kegg"
"52","purB","eco00230:Purine metabolism",0.0102891751887672,-1,-1.98761943819425,3.5527136788005e-14,76,1.98761943819425,-15,1,29,"Purine metabolism
 padj:0.00000 N( -29/ +1/ 76)","Purine metabolism","mrna","Exp","carbonSource","glucoseglycerol","kegg"
"53","nrdB","eco00230:Purine metabolism",0.00944132550910403,-1,-2.02496702891402,3.5527136788005e-14,76,2.02496702891402,-16,1,29,"Purine metabolism
 padj:0.00000 N( -29/ +1/ 76)","Purine metabolism","mrna","Exp","carbonSource","glucoseglycerol","kegg"
"54","apt","eco00230:Purine metabolism",0.00846345689684298,-1,-2.07245221325216,3.5527136788005e-14,76,2.07245221325216,-17,1,29,"Purine metabolism
 padj:0.00000 N( -29/ +1/ 76)","Purine metabolism","mrna","Exp","carbonSource","glucoseglycerol","kegg"
"55","guaA","eco00230:Purine metabolism",0.00814173961295737,-1,-2.08928279123003,3.5527136788005e-14,76,2.08928279123003,-18,1,29,"Purine metabolism
 padj:0.00000 N( -29/ +1/ 76)","Purine metabolism","mrna","Exp","carbonSource","glucoseglycerol","kegg"
"56","purK","eco00230:Purine metabolism",0.00433236183122817,-1,-2.3632752790219,3.5527136788005e-14,76,2.3632752790219,-19,1,29,"Purine metabolism
 padj:0.00000 N( -29/ +1/ 76)","Purine metabolism","mrna","Exp","carbonSource","glucoseglycerol","kegg"
"57","purT","eco00230:Purine metabolism",0.00381482356311387,-1,-2.41852554351198,3.5527136788005e-14,76,2.41852554351198,-20,1,29,"Purine metabolism
 padj:0.00000 N( -29/ +1/ 76)","Purine metabolism","mrna","Exp","carbonSource","glucoseglycerol","kegg"
"58","purC","eco00230:Purine metabolism",0.00349882884315284,-1,-2.45607730195617,3.5527136788005e-14,76,2.45607730195617,-21,1,29,"Purine metabolism
 padj:0.00000 N( -29/ +1/ 76)","Purine metabolism","mrna","Exp","carbonSource","glucoseglycerol","kegg"
"59","purF","eco00230:Purine metabolism",0.0026102421450924,-1,-2.58331920247034,3.5527136788005e-14,76,2.58331920247034,-22,1,29,"Purine metabolism
 padj:0.00000 N( -29/ +1/ 76)","Purine metabolism","mrna","Exp","carbonSource","glucoseglycerol","kegg"
"60","nrdA","eco00230:Purine metabolism",0.00249562149267881,-1,-2.60282128281423,3.5527136788005e-14,76,2.60282128281423,-23,1,29,"Purine metabolism
 padj:0.00000 N( -29/ +1/ 76)","Purine metabolism","mrna","Exp","carbonSource","glucoseglycerol","kegg"
"61","purD","eco00230:Purine metabolism",0.00209936285601875,-1,-2.67791249102828,3.5527136788005e-14,76,2.67791249102828,-24,1,29,"Purine metabolism
 padj:0.00000 N( -29/ +1/ 76)","Purine metabolism","mrna","Exp","carbonSource","glucoseglycerol","kegg"
"62","gsk","eco00230:Purine metabolism",0.00194034253241055,-1,-2.71212159645917,3.5527136788005e-14,76,2.71212159645917,-25,1,29,"Purine metabolism
 padj:0.00000 N( -29/ +1/ 76)","Purine metabolism","mrna","Exp","carbonSource","glucoseglycerol","kegg"
"63","purL","eco00230:Purine metabolism",0.0016207642000331,-1,-2.79028016471565,3.5527136788005e-14,76,2.79028016471565,-26,1,29,"Purine metabolism
 padj:0.00000 N( -29/ +1/ 76)","Purine metabolism","mrna","Exp","carbonSource","glucoseglycerol","kegg"
"64","rpoA","eco00230:Purine metabolism",0.000801599975734569,-1,-3.09604230462346,3.5527136788005e-14,76,3.09604230462346,-27,1,29,"Purine metabolism
 padj:0.00000 N( -29/ +1/ 76)","Purine metabolism","mrna","Exp","carbonSource","glucoseglycerol","kegg"
"65","purM","eco00230:Purine metabolism",0.000758457411253618,-1,-3.12006880060807,3.5527136788005e-14,76,3.12006880060807,-28,1,29,"Purine metabolism
 padj:0.00000 N( -29/ +1/ 76)","Purine metabolism","mrna","Exp","carbonSource","glucoseglycerol","kegg"
"66","guaB","eco00230:Purine metabolism",0.000208823198383977,-1,-3.68022125676885,3.5527136788005e-14,76,3.68022125676885,-29,1,29,"Purine metabolism
 padj:0.00000 N( -29/ +1/ 76)","Purine metabolism","mrna","Exp","carbonSource","glucoseglycerol","kegg"
"67","rpoB","eco00240:Pyrimidine metabolism",0.0306858076542402,-1,-1.51306244154532,1.68976277414856e-10,52,1.51306244154532,-1,0,21,"Pyrimidine metabolism
 padj:0.00000 N( -21/ +0/ 52)","Pyrimidine metabolism","mrna","Exp","carbonSource","glucoseglycerol","kegg"
"68","pyrD","eco00240:Pyrimidine metabolism",0.0302748843853949,-1,-1.51891750667809,1.68976277414856e-10,52,1.51891750667809,-2,0,21,"Pyrimidine metabolism
 padj:0.00000 N( -21/ +0/ 52)","Pyrimidine metabolism","mrna","Exp","carbonSource","glucoseglycerol","kegg"
"69","pyrI","eco00240:Pyrimidine metabolism",0.0278028673423894,-1,-1.55591041247178,1.68976277414856e-10,52,1.55591041247178,-3,0,21,"Pyrimidine metabolism
 padj:0.00000 N( -21/ +0/ 52)","Pyrimidine metabolism","mrna","Exp","carbonSource","glucoseglycerol","kegg"
"70","codA","eco00240:Pyrimidine metabolism",0.0232813697411584,-1,-1.6329914718947,1.68976277414856e-10,52,1.6329914718947,-4,0,21,"Pyrimidine metabolism
 padj:0.00000 N( -21/ +0/ 52)","Pyrimidine metabolism","mrna","Exp","carbonSource","glucoseglycerol","kegg"
"71","mazG","eco00240:Pyrimidine metabolism",0.0227416288045481,-1,-1.643178433426,1.68976277414856e-10,52,1.643178433426,-5,0,21,"Pyrimidine metabolism
 padj:0.00000 N( -21/ +0/ 52)","Pyrimidine metabolism","mrna","Exp","carbonSource","glucoseglycerol","kegg"
"72","holC","eco00240:Pyrimidine metabolism",0.0160283670069285,-1,-1.79511072193817,1.68976277414856e-10,52,1.79511072193817,-6,0,21,"Pyrimidine metabolism
 padj:0.00000 N( -21/ +0/ 52)","Pyrimidine metabolism","mrna","Exp","carbonSource","glucoseglycerol","kegg"
"73","yjjG","eco00240:Pyrimidine metabolism",0.014551603761656,-1,-1.8370891395678,1.68976277414856e-10,52,1.8370891395678,-7,0,21,"Pyrimidine metabolism
 padj:0.00000 N( -21/ +0/ 52)","Pyrimidine metabolism","mrna","Exp","carbonSource","glucoseglycerol","kegg"
"74","dnaN","eco00240:Pyrimidine metabolism",0.0123515932709743,-1,-1.90827701777581,1.68976277414856e-10,52,1.90827701777581,-8,0,21,"Pyrimidine metabolism
 padj:0.00000 N( -21/ +0/ 52)","Pyrimidine metabolism","mrna","Exp","carbonSource","glucoseglycerol","kegg"
"75","deoA","eco00240:Pyrimidine metabolism",0.010735647524536,-1,-1.96917175580604,1.68976277414856e-10,52,1.96917175580604,-9,0,21,"Pyrimidine metabolism
 padj:0.00000 N( -21/ +0/ 52)","Pyrimidine metabolism","mrna","Exp","carbonSource","glucoseglycerol","kegg"
"76","nrdB","eco00240:Pyrimidine metabolism",0.00944132550910403,-1,-2.02496702891402,1.68976277414856e-10,52,2.02496702891402,-10,0,21,"Pyrimidine metabolism
 padj:0.00000 N( -21/ +0/ 52)","Pyrimidine metabolism","mrna","Exp","carbonSource","glucoseglycerol","kegg"
"77","pyrG","eco00240:Pyrimidine metabolism",0.00533107151486301,-1,-2.27318549149453,1.68976277414856e-10,52,2.27318549149453,-11,0,21,"Pyrimidine metabolism
 padj:0.00000 N( -21/ +0/ 52)","Pyrimidine metabolism","mrna","Exp","carbonSource","glucoseglycerol","kegg"
"78","cmk","eco00240:Pyrimidine metabolism",0.00288978046482346,-1,-2.53913514912485,1.68976277414856e-10,52,2.53913514912485,-12,0,21,"Pyrimidine metabolism
 padj:0.00000 N( -21/ +0/ 52)","Pyrimidine metabolism","mrna","Exp","carbonSource","glucoseglycerol","kegg"
"79","dut","eco00240:Pyrimidine metabolism",0.00261372960429457,-1,-2.58273934308939,1.68976277414856e-10,52,2.58273934308939,-13,0,21,"Pyrimidine metabolism
 padj:0.00000 N( -21/ +0/ 52)","Pyrimidine metabolism","mrna","Exp","carbonSource","glucoseglycerol","kegg"
"80","nrdA","eco00240:Pyrimidine metabolism",0.00249562149267881,-1,-2.60282128281423,1.68976277414856e-10,52,2.60282128281423,-14,0,21,"Pyrimidine metabolism
 padj:0.00000 N( -21/ +0/ 52)","Pyrimidine metabolism","mrna","Exp","carbonSource","glucoseglycerol","kegg"
"81","udp","eco00240:Pyrimidine metabolism",0.00125180385575594,-1,-2.90246371508425,1.68976277414856e-10,52,2.90246371508425,-15,0,21,"Pyrimidine metabolism
 padj:0.00000 N( -21/ +0/ 52)","Pyrimidine metabolism","mrna","Exp","carbonSource","glucoseglycerol","kegg"
"82","pyrF","eco00240:Pyrimidine metabolism",0.000945931721332176,-1,-3.02414021044688,1.68976277414856e-10,52,3.02414021044688,-16,0,21,"Pyrimidine metabolism
 padj:0.00000 N( -21/ +0/ 52)","Pyrimidine metabolism","mrna","Exp","carbonSource","glucoseglycerol","kegg"
"83","rpoA","eco00240:Pyrimidine metabolism",0.000801599975734569,-1,-3.09604230462346,1.68976277414856e-10,52,3.09604230462346,-17,0,21,"Pyrimidine metabolism
 padj:0.00000 N( -21/ +0/ 52)","Pyrimidine metabolism","mrna","Exp","carbonSource","glucoseglycerol","kegg"
"84","upp","eco00240:Pyrimidine metabolism",0.000145501150162514,-1,-3.83713357363849,1.68976277414856e-10,52,3.83713357363849,-18,0,21,"Pyrimidine metabolism
 padj:0.00000 N( -21/ +0/ 52)","Pyrimidine metabolism","mrna","Exp","carbonSource","glucoseglycerol","kegg"
"85","pyrE","eco00240:Pyrimidine metabolism",9.25278884368507e-05,-1,-4.0337273486797,1.68976277414856e-10,52,4.0337273486797,-19,0,21,"Pyrimidine metabolism
 padj:0.00000 N( -21/ +0/ 52)","Pyrimidine metabolism","mrna","Exp","carbonSource","glucoseglycerol","kegg"
"86","pyrH","eco00240:Pyrimidine metabolism",5.48724653943379e-06,-1,-5.26064552671657,1.68976277414856e-10,52,5.26064552671657,-20,0,21,"Pyrimidine metabolism
 padj:0.00000 N( -21/ +0/ 52)","Pyrimidine metabolism","mrna","Exp","carbonSource","glucoseglycerol","kegg"
"87","cdd","eco00240:Pyrimidine metabolism",3.51875520846017e-06,-1,-5.45361094496157,1.68976277414856e-10,52,5.45361094496157,-21,0,21,"Pyrimidine metabolism
 padj:0.00000 N( -21/ +0/ 52)","Pyrimidine metabolism","mrna","Exp","carbonSource","glucoseglycerol","kegg"
"88","thrB","eco00260:Glycine, serine and threonine metabolism",0.0268938528790375,-1,-1.5703469752315,0.00020446215923231,30,1.5703469752315,-1,0,11,"Glycine, serine and threonine metabolism
 padj:0.00020 N( -11/ +0/ 30)","Glycine, serine and threonine metabolism","mrna","Exp","carbonSource","glucoseglycerol","kegg"
"89","usg","eco00260:Glycine, serine and threonine metabolism",0.0204319282669195,-1,-1.68969064481322,0.00020446215923231,30,1.68969064481322,-2,0,11,"Glycine, serine and threonine metabolism
 padj:0.00020 N( -11/ +0/ 30)","Glycine, serine and threonine metabolism","mrna","Exp","carbonSource","glucoseglycerol","kegg"
"90","thrA","eco00260:Glycine, serine and threonine metabolism",0.0125917295924416,-1,-1.89991461136457,0.00020446215923231,30,1.89991461136457,-3,0,11,"Glycine, serine and threonine metabolism
 padj:0.00020 N( -11/ +0/ 30)","Glycine, serine and threonine metabolism","mrna","Exp","carbonSource","glucoseglycerol","kegg"
"91","glyA","eco00260:Glycine, serine and threonine metabolism",0.00704811372111208,-1,-2.15192709721051,0.00020446215923231,30,2.15192709721051,-4,0,11,"Glycine, serine and threonine metabolism
 padj:0.00020 N( -11/ +0/ 30)","Glycine, serine and threonine metabolism","mrna","Exp","carbonSource","glucoseglycerol","kegg"
"92","sdaB","eco00260:Glycine, serine and threonine metabolism",0.00576975011802721,-1,-2.23884299528653,0.00020446215923231,30,2.23884299528653,-5,0,11,"Glycine, serine and threonine metabolism
 padj:0.00020 N( -11/ +0/ 30)","Glycine, serine and threonine metabolism","mrna","Exp","carbonSource","glucoseglycerol","kegg"
