"","X","Category","MF","Count","X.","PValue","List.Total","Pop.Hits","Pop.Total","Fold.Enrichment","Bonferroni","Benjamini","FDR_MF","MF_Short","gene_number","gene_name_ez","gene_name","padj_gene","log2","signChange","score_gene","abs_score","rank","numSigP","numSigN","MF_long","MF_short","pick_data","growthPhase","test_for","base","contrast","df_category"
"24",51,"GOTERM_MF_ALL","GO:0051539~4 iron, 4 sulfur cluster binding",50,3.08832612723904,0.00130876667292631,1391,496,21998,1.5942058393822,0.772929379192594,0.0310501568573466,0.0207992020161141,"4 iron, 4 sulfur cluster binding","gene_128","945999","narZ",0.000193309302556869,2.86196705644846,1,3.71374724606506,3.71374724606506,31,31,17,"4 iron, 4 sulfur cluster binding
 padj:0.02080 N( -17/ +31/ 496)","4 iron, 4 sulfur cluster binding","protein","Exp","Na_mM_Levels","baseNa","highNa","kegg"
"25",47,"GOTERM_MF_ALL","GO:0051540~metal cluster binding",72,4.44718962322421,0.00090702923235741,1391,771,21998,1.47684251455298,0.642000261181884,0.0230755688446205,0.0144582553195949,"metal cluster binding","gene_200","945999","narZ",0.000193309302556869,2.86196705644846,1,3.71374724606506,3.71374724606506,41,41,26,"metal cluster binding
 padj:0.01446 N( -26/ +41/ 771)","metal cluster binding","protein","Exp","Na_mM_Levels","baseNa","highNa","kegg"
"26",48,"GOTERM_MF_ALL","GO:0051536~iron-sulfur cluster binding",72,4.44718962322421,0.00090702923235741,1391,771,21998,1.47684251455298,0.642000261181884,0.0230755688446205,0.0144582553195949,"iron-sulfur cluster binding","gene_200","945999","narZ",0.000193309302556869,2.86196705644846,1,3.71374724606506,3.71374724606506,41,41,26,"iron-sulfur cluster binding
 padj:0.01446 N( -26/ +41/ 771)","iron-sulfur cluster binding","protein","Exp","Na_mM_Levels","baseNa","highNa","kegg"
"27",24,"GOTERM_MF_ALL","GO:0005506~iron ion binding",107,6.60901791229154,2.58943613344718e-10,1391,896,21998,1.88856456043956,2.93124162387137e-07,1.33238273747338e-08,4.15586542956703e-09,"iron ion binding","gene_303","945999","narZ",0.000193309302556869,2.86196705644846,1,3.71374724606506,3.71374724606506,54,54,46,"iron ion binding
 padj:0.00000 N( -46/ +54/ 896)","iron ion binding","protein","Exp","Na_mM_Levels","baseNa","highNa","kegg"
"28",33,"GOTERM_MF_ALL","GO:0016491~oxidoreductase activity",216,13.3415688696726,1.53853328161041e-06,1391,2513,21998,1.3593063016956,0.00174010527281288,5.80523487176965e-05,2.46921035478298e-05,"oxidoreductase activity","gene_636","945999","narZ",0.000193309302556869,2.86196705644846,1,3.71374724606506,3.71374724606506,88,88,103,"oxidoreductase activity
 padj:0.00002 N( -103/ +88/ 2513)","oxidoreductase activity","protein","Exp","Na_mM_Levels","baseNa","highNa","kegg"
"29",18,"GOTERM_MF_ALL","GO:0046914~transition metal ion binding",229,14.1445336627548,8.68852552081985e-18,1391,2075,21998,1.74531350419651,9.83541088956807e-15,6.14713180598004e-16,1.39444793360339e-16,"transition metal ion binding","gene_704","945999","narZ",0.000193309302556869,2.86196705644846,1,3.71374724606506,3.71374724606506,92,93,114,"transition metal ion binding
 padj:0.00000 N( -114/ +93/ 2075)","transition metal ion binding","protein","Exp","Na_mM_Levels","baseNa","highNa","kegg"
"30",6,"GOTERM_MF_ALL","GO:0046872~metal ion binding",315,19.4564546016059,1.73343351341425e-26,1391,2793,21998,1.78359269849678,1.96224673718493e-23,3.27041122864155e-24,2.78204026106294e-25,"metal ion binding","gene_992","945999","narZ",0.000193309302556869,2.86196705644846,1,3.71374724606506,3.71374724606506,117,118,172,"metal ion binding
 padj:0.00000 N( -172/ +118/ 2793)","metal ion binding","protein","Exp","Na_mM_Levels","baseNa","highNa","kegg"
"31",7,"GOTERM_MF_ALL","GO:0043169~cation binding",321,19.8270537368746,2.96612935720581e-26,1391,2876,21998,1.76511180057773,3.35765843235697e-23,4.79665490336711e-24,4.76043137934606e-25,"cation binding","gene_1008","945999","narZ",0.000193309302556869,2.86196705644846,1,3.71374724606506,3.71374724606506,122,123,173,"cation binding
 padj:0.00000 N( -173/ +123/ 2876)","cation binding","protein","Exp","Na_mM_Levels","baseNa","highNa","kegg"
"32",8,"GOTERM_MF_ALL","GO:0043167~ion binding",321,19.8270537368746,7.29607507555287e-26,1391,2891,21998,1.75595348960966,8.25915698552585e-23,1.03239462319073e-23,1.17096931903353e-24,"ion binding","gene_1008","945999","narZ",0.000193309302556869,2.86196705644846,1,3.71374724606506,3.71374724606506,122,123,173,"ion binding
 padj:0.00000 N( -173/ +123/ 2891)","ion binding","protein","Exp","Na_mM_Levels","baseNa","highNa","kegg"
"33",1,"GOTERM_MF_ALL","GO:0005515~protein binding",447,27.609635577517,1.58236167229639e-209,1391,1395,21998,5.06744896144957,1.79123341303952e-206,1.79123341303952e-206,2.53958046029737e-208,"protein binding","gene_1414","945999","narZ",0.000193309302556869,2.86196705644846,1,3.71374724606506,3.71374724606506,126,128,294,"protein binding
 padj:0.00000 N( -294/ +128/ 1395)","protein binding","protein","Exp","Na_mM_Levels","baseNa","highNa","kegg"
"34",21,"GOTERM_MF_ALL","GO:0003824~catalytic activity",1005,62.0753551575046,1.20421946283555e-14,1391,13817,21998,1.15029272174168,1.35731426098573e-11,7.14428516346288e-13,1.9240165016754e-13,"catalytic activity","gene_2383","945999","narZ",0.000193309302556869,2.86196705644846,1,3.71374724606506,3.71374724606506,366,369,541,"catalytic activity
 padj:0.00000 N( -541/ +369/ 13817)","catalytic activity","protein","Exp","Na_mM_Levels","baseNa","highNa","kegg"
"35",5,"GOTERM_MF_ALL","GO:0005488~binding",1052,64.9783817171093,2.44995082892486e-31,1391,13515,21998,1.23099349366322,2.77334433834294e-28,5.54668867668587e-29,3.93200073204344e-30,"binding","gene_2555","945999","narZ",0.000193309302556869,2.86196705644846,1,3.71374724606506,3.71374724606506,367,370,588,"binding
 padj:0.00000 N( -588/ +370/ 13515)","binding","protein","Exp","Na_mM_Levels","baseNa","highNa","kegg"
"36",60,"GOTERM_MF_ALL","GO:0045181~glutamate synthase activity, NADH or NADPH as acceptor",4,0.247066090179123,0.00228561858268881,1391,5,21998,12.6516175413372,0.925001079762155,0.046004217503544,0.03605840684567,"glutamate synthase activity, NADH or NADPH as acceptor","gene_06","949018","ygfT",0.000219394146505218,2.29919023547539,1,3.65877496370021,3.65877496370021,1,1,2,"glutamate synthase activity, NADH or NADPH as acceptor
 padj:0.03606 N( -2/ +1/ 5)","glutamate synthase activity, NADH or NADPH as acceptor","protein","Exp","Na_mM_Levels","baseNa","highNa","kegg"
"37",61,"GOTERM_MF_ALL","GO:0004355~glutamate synthase (NADPH) activity",4,0.247066090179123,0.00228561858268881,1391,5,21998,12.6516175413372,0.925001079762155,0.046004217503544,0.03605840684567,"glutamate synthase (NADPH) activity","gene_06","949018","ygfT",0.000219394146505218,2.29919023547539,1,3.65877496370021,3.65877496370021,1,1,2,"glutamate synthase (NADPH) activity
 padj:0.03606 N( -2/ +1/ 5)","glutamate synthase (NADPH) activity","protein","Exp","Na_mM_Levels","baseNa","highNa","kegg"
"38",62,"GOTERM_MF_ALL","GO:0015930~glutamate synthase activity",4,0.247066090179123,0.00228561858268881,1391,5,21998,12.6516175413372,0.925001079762155,0.046004217503544,0.03605840684567,"glutamate synthase activity","gene_06","949018","ygfT",0.000219394146505218,2.29919023547539,1,3.65877496370021,3.65877496370021,1,1,2,"glutamate synthase activity
 padj:0.03606 N( -2/ +1/ 5)","glutamate synthase activity","protein","Exp","Na_mM_Levels","baseNa","highNa","kegg"
"39",51,"GOTERM_MF_ALL","GO:0051539~4 iron, 4 sulfur cluster binding",50,3.08832612723904,0.00130876667292631,1391,496,21998,1.5942058393822,0.772929379192594,0.0310501568573466,0.0207992020161141,"4 iron, 4 sulfur cluster binding","gene_28","949018","ygfT",0.000219394146505218,2.29919023547539,1,3.65877496370021,3.65877496370021,30,31,17,"4 iron, 4 sulfur cluster binding
 padj:0.02080 N( -17/ +31/ 496)","4 iron, 4 sulfur cluster binding","protein","Exp","Na_mM_Levels","baseNa","highNa","kegg"
"40",38,"GOTERM_MF_ALL","GO:0048037~cofactor binding",131,8.09141445336628,1.99426017821205e-05,1391,1440,21998,1.43868220305136,0.0223223361346214,0.000644799179683408,0.000320016867425332,"cofactor binding","gene_118","949018","ygfT",0.000219394146505218,2.29919023547539,1,3.65877496370021,3.65877496370021,42,42,76,"cofactor binding
 padj:0.00032 N( -76/ +42/ 1440)","cofactor binding","protein","Exp","Na_mM_Levels","baseNa","highNa","kegg"
"41",47,"GOTERM_MF_ALL","GO:0051540~metal cluster binding",72,4.44718962322421,0.00090702923235741,1391,771,21998,1.47684251455298,0.642000261181884,0.0230755688446205,0.0144582553195949,"metal cluster binding","gene_124","949018","ygfT",0.000219394146505218,2.29919023547539,1,3.65877496370021,3.65877496370021,40,41,26,"metal cluster binding
 padj:0.01446 N( -26/ +41/ 771)","metal cluster binding","protein","Exp","Na_mM_Levels","baseNa","highNa","kegg"
"42",48,"GOTERM_MF_ALL","GO:0051536~iron-sulfur cluster binding",72,4.44718962322421,0.00090702923235741,1391,771,21998,1.47684251455298,0.642000261181884,0.0230755688446205,0.0144582553195949,"iron-sulfur cluster binding","gene_124","949018","ygfT",0.000219394146505218,2.29919023547539,1,3.65877496370021,3.65877496370021,40,41,26,"iron-sulfur cluster binding
 padj:0.01446 N( -26/ +41/ 771)","iron-sulfur cluster binding","protein","Exp","Na_mM_Levels","baseNa","highNa","kegg"
"43",50,"GOTERM_MF_ALL","GO:0050662~coenzyme binding",83,5.1266213712168,0.00104130692339458,1391,921,21998,1.42519578709417,0.692528718270959,0.0253126794392604,0.0165819401047762,"coenzyme binding","gene_164","949018","ygfT",0.000219394146505218,2.29919023547539,1,3.65877496370021,3.65877496370021,26,26,48,"coenzyme binding
 padj:0.01658 N( -48/ +26/ 921)","coenzyme binding","protein","Exp","Na_mM_Levels","baseNa","highNa","kegg"
"44",33,"GOTERM_MF_ALL","GO:0016491~oxidoreductase activity",216,13.3415688696726,1.53853328161041e-06,1391,2513,21998,1.3593063016956,0.00174010527281288,5.80523487176965e-05,2.46921035478298e-05,"oxidoreductase activity","gene_185","949018","ygfT",0.000219394146505218,2.29919023547539,1,3.65877496370021,3.65877496370021,87,88,103,"oxidoreductase activity
 padj:0.00002 N( -103/ +88/ 2513)","oxidoreductase activity","protein","Exp","Na_mM_Levels","baseNa","highNa","kegg"
"45",24,"GOTERM_MF_ALL","GO:0005506~iron ion binding",107,6.60901791229154,2.58943613344718e-10,1391,896,21998,1.88856456043956,2.93124162387137e-07,1.33238273747338e-08,4.15586542956703e-09,"iron ion binding","gene_188","949018","ygfT",0.000219394146505218,2.29919023547539,1,3.65877496370021,3.65877496370021,53,54,46,"iron ion binding
 padj:0.00000 N( -46/ +54/ 896)","iron ion binding","protein","Exp","Na_mM_Levels","baseNa","highNa","kegg"
"46",18,"GOTERM_MF_ALL","GO:0046914~transition metal ion binding",229,14.1445336627548,8.68852552081985e-18,1391,2075,21998,1.74531350419651,9.83541088956807e-15,6.14713180598004e-16,1.39444793360339e-16,"transition metal ion binding","gene_205","949018","ygfT",0.000219394146505218,2.29919023547539,1,3.65877496370021,3.65877496370021,91,93,114,"transition metal ion binding
 padj:0.00000 N( -114/ +93/ 2075)","transition metal ion binding","protein","Exp","Na_mM_Levels","baseNa","highNa","kegg"
"47",21,"GOTERM_MF_ALL","GO:0003824~catalytic activity",1005,62.0753551575046,1.20421946283555e-14,1391,13817,21998,1.15029272174168,1.35731426098573e-11,7.14428516346288e-13,1.9240165016754e-13,"catalytic activity","gene_492","949018","ygfT",0.000219394146505218,2.29919023547539,1,3.65877496370021,3.65877496370021,365,369,541,"catalytic activity
 padj:0.00000 N( -541/ +369/ 13817)","catalytic activity","protein","Exp","Na_mM_Levels","baseNa","highNa","kegg"
"48",5,"GOTERM_MF_ALL","GO:0005488~binding",1052,64.9783817171093,2.44995082892486e-31,1391,13515,21998,1.23099349366322,2.77334433834294e-28,5.54668867668587e-29,3.93200073204344e-30,"binding","gene_528","949018","ygfT",0.000219394146505218,2.29919023547539,1,3.65877496370021,3.65877496370021,366,370,588,"binding
 padj:0.00000 N( -588/ +370/ 13515)","binding","protein","Exp","Na_mM_Levels","baseNa","highNa","kegg"
"49",11,"GOTERM_MF_ALL","GO:0030554~adenyl nucleotide binding",276,17.0475602223595,4.90712361880909e-21,1391,2523,21998,1.73000715487964,5.55486393649189e-18,5.04987630590172e-19,7.87559220927402e-20,"adenyl nucleotide binding","gene_546","949018","ygfT",0.000219394146505218,2.29919023547539,1,3.65877496370021,3.65877496370021,103,104,149,"adenyl nucleotide binding
 padj:0.00000 N( -149/ +104/ 2523)","adenyl nucleotide binding","protein","Exp","Na_mM_Levels","baseNa","highNa","kegg"
"50",12,"GOTERM_MF_ALL","GO:0001883~purine nucleoside binding",276,17.0475602223595,4.90712361880909e-21,1391,2523,21998,1.73000715487964,5.55486393649189e-18,5.04987630590172e-19,7.87559220927402e-20,"purine nucleoside binding","gene_546","949018","ygfT",0.000219394146505218,2.29919023547539,1,3.65877496370021,3.65877496370021,103,104,149,"purine nucleoside binding
 padj:0.00000 N( -149/ +104/ 2523)","purine nucleoside binding","protein","Exp","Na_mM_Levels","baseNa","highNa","kegg"
"51",15,"GOTERM_MF_ALL","GO:0001882~nucleoside binding",277,17.1093267449043,2.53423016208019e-20,1391,2565,21998,1.70784505796803,2.86874854347477e-17,2.20672964882675e-18,4.0672632017022e-19,"nucleoside binding","gene_548","949018","ygfT",0.000219394146505218,2.29919023547539,1,3.65877496370021,3.65877496370021,103,104,150,"nucleoside binding
 padj:0.00000 N( -150/ +104/ 2565)","nucleoside binding","protein","Exp","Na_mM_Levels","baseNa","highNa","kegg"
"52",10,"GOTERM_MF_ALL","GO:0017076~purine nucleotide binding",291,17.9740580605312,7.67075874733542e-22,1391,2677,21998,1.71909819972409,8.68329890198369e-19,8.68329890198369e-20,1.2311034431286e-20,"purine nucleotide binding","gene_576","949018","ygfT",0.000219394146505218,2.29919023547539,1,3.65877496370021,3.65877496370021,106,107,159,"purine nucleotide binding
 padj:0.00000 N( -159/ +107/ 2677)","purine nucleotide binding","protein","Exp","Na_mM_Levels","baseNa","highNa","kegg"
"53",6,"GOTERM_MF_ALL","GO:0046872~metal ion binding",315,19.4564546016059,1.73343351341425e-26,1391,2793,21998,1.78359269849678,1.96224673718493e-23,3.27041122864155e-24,2.78204026106294e-25,"metal ion binding","gene_604","949018","ygfT",0.000219394146505218,2.29919023547539,1,3.65877496370021,3.65877496370021,116,118,172,"metal ion binding
 padj:0.00000 N( -172/ +118/ 2793)","metal ion binding","protein","Exp","Na_mM_Levels","baseNa","highNa","kegg"
"54",7,"GOTERM_MF_ALL","GO:0043169~cation binding",321,19.8270537368746,2.96612935720581e-26,1391,2876,21998,1.76511180057773,3.35765843235697e-23,4.79665490336711e-24,4.76043137934606e-25,"cation binding","gene_614","949018","ygfT",0.000219394146505218,2.29919023547539,1,3.65877496370021,3.65877496370021,121,123,173,"cation binding
 padj:0.00000 N( -173/ +123/ 2876)","cation binding","protein","Exp","Na_mM_Levels","baseNa","highNa","kegg"
"55",8,"GOTERM_MF_ALL","GO:0043167~ion binding",321,19.8270537368746,7.29607507555287e-26,1391,2891,21998,1.75595348960966,8.25915698552585e-23,1.03239462319073e-23,1.17096931903353e-24,"ion binding","gene_614","949018","ygfT",0.000219394146505218,2.29919023547539,1,3.65877496370021,3.65877496370021,121,123,173,"ion binding
 padj:0.00000 N( -173/ +123/ 2891)","ion binding","protein","Exp","Na_mM_Levels","baseNa","highNa","kegg"
"56",9,"GOTERM_MF_ALL","GO:0000166~nucleotide binding",340,21.0006176652254,9.74364704390328e-25,1391,3175,21998,1.69352360789553,1.10298084536985e-21,1.22553427263317e-22,1.56378760165622e-23,"nucleotide binding","gene_682","949018","ygfT",0.000219394146505218,2.29919023547539,1,3.65877496370021,3.65877496370021,113,114,198,"nucleotide binding
 padj:0.00000 N( -198/ +114/ 3175)","nucleotide binding","protein","Exp","Na_mM_Levels","baseNa","highNa","kegg"
"57",55,"GOTERM_MF_ALL","GO:0016757~transferase activity, transferring glycosyl groups",31,1.9147621988882,0.00215931790785323,1391,272,21998,1.8023903666427,0.913446342458939,0.0468473507596024,0.0340981177941863,"transferase activity, transferring glycosyl groups","gene_08","947152","pbpC",0.000226952172948333,2.63782271195561,1,3.64406565475875,3.64406565475875,12,12,17,"transferase activity, transferring glycosyl groups
 padj:0.03410 N( -17/ +12/ 272)","transferase activity, transferring glycosyl groups","protein","Exp","Na_mM_Levels","baseNa","highNa","kegg"
