"","X","Category","MF","Count","X.","PValue","List.Total","Pop.Hits","Pop.Total","Fold.Enrichment","Bonferroni","Benjamini","FDR_MF","MF_Short","gene_number","gene_name_ez","gene_name","padj_gene","log2","signChange","score_gene","abs_score","rank","numSigP","numSigN","MF_long","MF_short","pick_data","growthPhase","test_for","base","contrast","df_category"
"11",6,"GOTERM_MF_ALL","GO:0046872~metal ion binding",105,22.7765726681128,8.01246012582965e-14,393,2793,21998,2.10430656794658,4.5289327843534e-11,7.54818429982151e-12,1.17417187084357e-12,"metal ion binding","gene_259","948423","glpK",6.97248696648571e-17,3.41471152589504,1,16.1566122888781,16.1566122888781,16,16,78,"metal ion binding
 padj:0.00000 N( -78/ +16/ 2793)","metal ion binding","mrna","Exp","carbonSource","glucose","glycerol","kegg"
"12",8,"GOTERM_MF_ALL","GO:0043169~cation binding",106,22.9934924078091,2.07816621667854e-13,393,2876,21998,2.06303991619687,1.17426068868554e-10,1.46782586085692e-11,3.04434255582464e-12,"cation binding","gene_262","948423","glpK",6.97248696648571e-17,3.41471152589504,1,16.1566122888781,16.1566122888781,17,17,78,"cation binding
 padj:0.00000 N( -78/ +17/ 2876)","cation binding","mrna","Exp","carbonSource","glucose","glycerol","kegg"
"13",9,"GOTERM_MF_ALL","GO:0043167~ion binding",106,22.9934924078091,2.88238427183534e-13,393,2891,21998,2.05233580040892,1.6284085191387e-10,1.80934156546186e-11,4.22162305113716e-12,"ion binding","gene_262","948423","glpK",6.97248696648571e-17,3.41471152589504,1,16.1566122888781,16.1566122888781,17,17,78,"ion binding
 padj:0.00000 N( -78/ +17/ 2891)","ion binding","mrna","Exp","carbonSource","glucose","glycerol","kegg"
"14",12,"GOTERM_MF_ALL","GO:0005488~binding",298,64.6420824295011,9.22279494657478e-10,393,13515,21998,1.23421511674428,5.21087767824113e-07,4.34239910696022e-08,1.35092972364248e-08,"binding","gene_900","948423","glpK",6.97248696648571e-17,3.41471152589504,1,16.1566122888781,16.1566122888781,30,30,244,"binding
 padj:0.00000 N( -244/ +30/ 13515)","binding","mrna","Exp","carbonSource","glucose","glycerol","kegg"
"15",12,"GOTERM_MF_ALL","GO:0005488~binding",298,64.6420824295011,9.22279494657478e-10,393,13515,21998,1.23421511674428,5.21087767824113e-07,4.34239910696022e-08,1.35092972364248e-08,"binding","gene_378","945499","pspC",1.8738241265445e-15,2.7211484038129,1,14.7272711735633,14.7272711735633,29,30,244,"binding
 padj:0.00000 N( -244/ +30/ 13515)","binding","mrna","Exp","carbonSource","glucose","glycerol","kegg"
"16",4,"GOTERM_MF_ALL","GO:0005515~protein binding",102,22.1258134490239,3.63463055423799e-35,393,1395,21998,4.09276313989439,2.05356626314447e-32,5.13391565786116e-33,5.32390734984189e-34,"protein binding","gene_311","945887","pspA",1.03255533141421e-13,2.89387764579137,1,12.9860866665636,12.9860866665636,9,9,91,"protein binding
 padj:0.00000 N( -91/ +9/ 1395)","protein binding","mrna","Exp","carbonSource","glucose","glycerol","kegg"
"17",12,"GOTERM_MF_ALL","GO:0005488~binding",298,64.6420824295011,9.22279494657478e-10,393,13515,21998,1.23421511674428,5.21087767824113e-07,4.34239910696022e-08,1.35092972364248e-08,"binding","gene_411","945887","pspA",1.03255533141421e-13,2.89387764579137,1,12.9860866665636,12.9860866665636,28,30,244,"binding
 padj:0.00000 N( -244/ +30/ 13515)","binding","mrna","Exp","carbonSource","glucose","glycerol","kegg"
"18",12,"GOTERM_MF_ALL","GO:0005488~binding",298,64.6420824295011,9.22279494657478e-10,393,13515,21998,1.23421511674428,5.21087767824113e-07,4.34239910696022e-08,1.35092972364248e-08,"binding","gene_360","945893","pspB",1.17105513247029e-13,2.73697400987013,1,12.9314226581608,12.9314226581608,27,30,244,"binding
 padj:0.00000 N( -244/ +30/ 13515)","binding","mrna","Exp","carbonSource","glucose","glycerol","kegg"
"19",6,"GOTERM_MF_ALL","GO:0046872~metal ion binding",105,22.7765726681128,8.01246012582965e-14,393,2793,21998,2.10430656794658,4.5289327843534e-11,7.54818429982151e-12,1.17417187084357e-12,"metal ion binding","gene_270","946725","glpQ",6.6839516637157e-12,2.73399025020071,1,11.1749666994515,11.1749666994515,15,16,78,"metal ion binding
 padj:0.00000 N( -78/ +16/ 2793)","metal ion binding","mrna","Exp","carbonSource","glucose","glycerol","kegg"
"20",8,"GOTERM_MF_ALL","GO:0043169~cation binding",106,22.9934924078091,2.07816621667854e-13,393,2876,21998,2.06303991619687,1.17426068868554e-10,1.46782586085692e-11,3.04434255582464e-12,"cation binding","gene_273","946725","glpQ",6.6839516637157e-12,2.73399025020071,1,11.1749666994515,11.1749666994515,16,17,78,"cation binding
 padj:0.00000 N( -78/ +17/ 2876)","cation binding","mrna","Exp","carbonSource","glucose","glycerol","kegg"
"21",9,"GOTERM_MF_ALL","GO:0043167~ion binding",106,22.9934924078091,2.88238427183534e-13,393,2891,21998,2.05233580040892,1.6284085191387e-10,1.80934156546186e-11,4.22162305113716e-12,"ion binding","gene_273","946725","glpQ",6.6839516637157e-12,2.73399025020071,1,11.1749666994515,11.1749666994515,16,17,78,"ion binding
 padj:0.00000 N( -78/ +17/ 2891)","ion binding","mrna","Exp","carbonSource","glucose","glycerol","kegg"
"22",4,"GOTERM_MF_ALL","GO:0005515~protein binding",102,22.1258134490239,3.63463055423799e-35,393,1395,21998,4.09276313989439,2.05356626314447e-32,5.13391565786116e-33,5.32390734984189e-34,"protein binding","gene_284","946725","glpQ",6.6839516637157e-12,2.73399025020071,1,11.1749666994515,11.1749666994515,8,9,91,"protein binding
 padj:0.00000 N( -91/ +9/ 1395)","protein binding","mrna","Exp","carbonSource","glucose","glycerol","kegg"
"23",12,"GOTERM_MF_ALL","GO:0005488~binding",298,64.6420824295011,9.22279494657478e-10,393,13515,21998,1.23421511674428,5.21087767824113e-07,4.34239910696022e-08,1.35092972364248e-08,"binding","gene_651","946725","glpQ",6.6839516637157e-12,2.73399025020071,1,11.1749666994515,11.1749666994515,26,30,244,"binding
 padj:0.00000 N( -244/ +30/ 13515)","binding","mrna","Exp","carbonSource","glucose","glycerol","kegg"
"24",7,"GOTERM_MF_ALL","GO:0046914~transition metal ion binding",86,18.6550976138829,1.86962978131824e-13,393,2075,21998,2.31990925534198,1.05633279900985e-10,1.50904844176125e-11,2.73858713484287e-12,"transition metal ion binding","gene_210","948424","glpX",7.15523055438937e-10,1.82557657923861,1,9.14537636792993,9.14537636792993,10,11,65,"transition metal ion binding
 padj:0.00000 N( -65/ +11/ 2075)","transition metal ion binding","mrna","Exp","carbonSource","glucose","glycerol","kegg"
"25",6,"GOTERM_MF_ALL","GO:0046872~metal ion binding",105,22.7765726681128,8.01246012582965e-14,393,2793,21998,2.10430656794658,4.5289327843534e-11,7.54818429982151e-12,1.17417187084357e-12,"metal ion binding","gene_261","948424","glpX",7.15523055438937e-10,1.82557657923861,1,9.14537636792993,9.14537636792993,14,16,78,"metal ion binding
 padj:0.00000 N( -78/ +16/ 2793)","metal ion binding","mrna","Exp","carbonSource","glucose","glycerol","kegg"
"26",8,"GOTERM_MF_ALL","GO:0043169~cation binding",106,22.9934924078091,2.07816621667854e-13,393,2876,21998,2.06303991619687,1.17426068868554e-10,1.46782586085692e-11,3.04434255582464e-12,"cation binding","gene_264","948424","glpX",7.15523055438937e-10,1.82557657923861,1,9.14537636792993,9.14537636792993,15,17,78,"cation binding
 padj:0.00000 N( -78/ +17/ 2876)","cation binding","mrna","Exp","carbonSource","glucose","glycerol","kegg"
"27",9,"GOTERM_MF_ALL","GO:0043167~ion binding",106,22.9934924078091,2.88238427183534e-13,393,2891,21998,2.05233580040892,1.6284085191387e-10,1.80934156546186e-11,4.22162305113716e-12,"ion binding","gene_264","948424","glpX",7.15523055438937e-10,1.82557657923861,1,9.14537636792993,9.14537636792993,15,17,78,"ion binding
 padj:0.00000 N( -78/ +17/ 2891)","ion binding","mrna","Exp","carbonSource","glucose","glycerol","kegg"
"28",12,"GOTERM_MF_ALL","GO:0005488~binding",298,64.6420824295011,9.22279494657478e-10,393,13515,21998,1.23421511674428,5.21087767824113e-07,4.34239910696022e-08,1.35092972364248e-08,"binding","gene_902","948424","glpX",7.15523055438937e-10,1.82557657923861,1,9.14537636792993,9.14537636792993,25,30,244,"binding
 padj:0.00000 N( -244/ +30/ 13515)","binding","mrna","Exp","carbonSource","glucose","glycerol","kegg"
"29",30,"GOTERM_MF_ALL","GO:0004368~glycerol-3-phosphate dehydrogenase activity",4,0.867678958785249,0.000294224950263496,393,8,21998,27.9872773536896,0.15317528792067,0.00613891484147466,0.00430108440425914,"glycerol-3-phosphate dehydrogenase activity","gene_13","946735","glpC",8.82228920583639e-08,3.13643540016331,1,7.05441870959998,7.05441870959998,4,4,1,"glycerol-3-phosphate dehydrogenase activity
 padj:0.00430 N( -1/ +4/ 8)","glycerol-3-phosphate dehydrogenase activity","mrna","Exp","carbonSource","glucose","glycerol","kegg"
"30",29,"GOTERM_MF_ALL","GO:0016614~oxidoreductase activity, acting on CH-OH group of donors",19,4.12147505422994,0.000280302168398496,393,395,21998,2.69244693529165,0.146485651157359,0.0060735167577336,0.00409794538954622,"oxidoreductase activity, acting on CH-OH group of donors","gene_17","946735","glpC",8.82228920583639e-08,3.13643540016331,1,7.05441870959998,7.05441870959998,8,8,9,"oxidoreductase activity, acting on CH-OH group of donors
 padj:0.00410 N( -9/ +8/ 395)","oxidoreductase activity, acting on CH-OH group of donors","mrna","Exp","carbonSource","glucose","glycerol","kegg"
"31",10,"GOTERM_MF_ALL","GO:0005506~iron ion binding",49,10.6290672451193,1.08070394339279e-11,393,896,21998,3.0611084605598,6.10596739836211e-09,6.1059668432506e-10,1.58298263386314e-10,"iron ion binding","gene_90","946735","glpC",8.82228920583639e-08,3.13643540016331,1,7.05441870959998,7.05441870959998,6,6,38,"iron ion binding
 padj:0.00000 N( -38/ +6/ 896)","iron ion binding","mrna","Exp","carbonSource","glucose","glycerol","kegg"
"32",7,"GOTERM_MF_ALL","GO:0046914~transition metal ion binding",86,18.6550976138829,1.86962978131824e-13,393,2075,21998,2.31990925534198,1.05633279900985e-10,1.50904844176125e-11,2.73858713484287e-12,"transition metal ion binding","gene_232","946735","glpC",8.82228920583639e-08,3.13643540016331,1,7.05441870959998,7.05441870959998,9,11,65,"transition metal ion binding
 padj:0.00000 N( -65/ +11/ 2075)","transition metal ion binding","mrna","Exp","carbonSource","glucose","glycerol","kegg"
"33",6,"GOTERM_MF_ALL","GO:0046872~metal ion binding",105,22.7765726681128,8.01246012582965e-14,393,2793,21998,2.10430656794658,4.5289327843534e-11,7.54818429982151e-12,1.17417187084357e-12,"metal ion binding","gene_289","946735","glpC",8.82228920583639e-08,3.13643540016331,1,7.05441870959998,7.05441870959998,13,16,78,"metal ion binding
 padj:0.00000 N( -78/ +16/ 2793)","metal ion binding","mrna","Exp","carbonSource","glucose","glycerol","kegg"
"34",8,"GOTERM_MF_ALL","GO:0043169~cation binding",106,22.9934924078091,2.07816621667854e-13,393,2876,21998,2.06303991619687,1.17426068868554e-10,1.46782586085692e-11,3.04434255582464e-12,"cation binding","gene_292","946735","glpC",8.82228920583639e-08,3.13643540016331,1,7.05441870959998,7.05441870959998,14,17,78,"cation binding
 padj:0.00000 N( -78/ +17/ 2876)","cation binding","mrna","Exp","carbonSource","glucose","glycerol","kegg"
"35",9,"GOTERM_MF_ALL","GO:0043167~ion binding",106,22.9934924078091,2.88238427183534e-13,393,2891,21998,2.05233580040892,1.6284085191387e-10,1.80934156546186e-11,4.22162305113716e-12,"ion binding","gene_292","946735","glpC",8.82228920583639e-08,3.13643540016331,1,7.05441870959998,7.05441870959998,14,17,78,"ion binding
 padj:0.00000 N( -78/ +17/ 2891)","ion binding","mrna","Exp","carbonSource","glucose","glycerol","kegg"
"36",12,"GOTERM_MF_ALL","GO:0005488~binding",298,64.6420824295011,9.22279494657478e-10,393,13515,21998,1.23421511674428,5.21087767824113e-07,4.34239910696022e-08,1.35092972364248e-08,"binding","gene_669","946735","glpC",8.82228920583639e-08,3.13643540016331,1,7.05441870959998,7.05441870959998,24,30,244,"binding
 padj:0.00000 N( -244/ +30/ 13515)","binding","mrna","Exp","carbonSource","glucose","glycerol","kegg"
"37",30,"GOTERM_MF_ALL","GO:0004368~glycerol-3-phosphate dehydrogenase activity",4,0.867678958785249,0.000294224950263496,393,8,21998,27.9872773536896,0.15317528792067,0.00613891484147466,0.00430108440425914,"glycerol-3-phosphate dehydrogenase activity","gene_15","946733","glpB",3.52426291052834e-07,2.60802410284304,1,6.45293170061963,6.45293170061963,3,4,1,"glycerol-3-phosphate dehydrogenase activity
 padj:0.00430 N( -1/ +4/ 8)","glycerol-3-phosphate dehydrogenase activity","mrna","Exp","carbonSource","glucose","glycerol","kegg"
"38",29,"GOTERM_MF_ALL","GO:0016614~oxidoreductase activity, acting on CH-OH group of donors",19,4.12147505422994,0.000280302168398496,393,395,21998,2.69244693529165,0.146485651157359,0.0060735167577336,0.00409794538954622,"oxidoreductase activity, acting on CH-OH group of donors","gene_20","946733","glpB",3.52426291052834e-07,2.60802410284304,1,6.45293170061963,6.45293170061963,7,8,9,"oxidoreductase activity, acting on CH-OH group of donors
 padj:0.00410 N( -9/ +8/ 395)","oxidoreductase activity, acting on CH-OH group of donors","mrna","Exp","carbonSource","glucose","glycerol","kegg"
"39",6,"GOTERM_MF_ALL","GO:0046872~metal ion binding",105,22.7765726681128,8.01246012582965e-14,393,2793,21998,2.10430656794658,4.5289327843534e-11,7.54818429982151e-12,1.17417187084357e-12,"metal ion binding","gene_252","948422","glpF",1.92120969387159e-06,2.26178647494593,1,5.71642523070249,5.71642523070249,12,16,78,"metal ion binding
 padj:0.00000 N( -78/ +16/ 2793)","metal ion binding","mrna","Exp","carbonSource","glucose","glycerol","kegg"
"40",8,"GOTERM_MF_ALL","GO:0043169~cation binding",106,22.9934924078091,2.07816621667854e-13,393,2876,21998,2.06303991619687,1.17426068868554e-10,1.46782586085692e-11,3.04434255582464e-12,"cation binding","gene_255","948422","glpF",1.92120969387159e-06,2.26178647494593,1,5.71642523070249,5.71642523070249,13,17,78,"cation binding
 padj:0.00000 N( -78/ +17/ 2876)","cation binding","mrna","Exp","carbonSource","glucose","glycerol","kegg"
"41",9,"GOTERM_MF_ALL","GO:0043167~ion binding",106,22.9934924078091,2.88238427183534e-13,393,2891,21998,2.05233580040892,1.6284085191387e-10,1.80934156546186e-11,4.22162305113716e-12,"ion binding","gene_255","948422","glpF",1.92120969387159e-06,2.26178647494593,1,5.71642523070249,5.71642523070249,13,17,78,"ion binding
 padj:0.00000 N( -78/ +17/ 2891)","ion binding","mrna","Exp","carbonSource","glucose","glycerol","kegg"
"42",12,"GOTERM_MF_ALL","GO:0005488~binding",298,64.6420824295011,9.22279494657478e-10,393,13515,21998,1.23421511674428,5.21087767824113e-07,4.34239910696022e-08,1.35092972364248e-08,"binding","gene_889","948422","glpF",1.92120969387159e-06,2.26178647494593,1,5.71642523070249,5.71642523070249,23,30,244,"binding
 padj:0.00000 N( -244/ +30/ 13515)","binding","mrna","Exp","carbonSource","glucose","glycerol","kegg"
"43",12,"GOTERM_MF_ALL","GO:0005488~binding",298,64.6420824295011,9.22279494657478e-10,393,13515,21998,1.23421511674428,5.21087767824113e-07,4.34239910696022e-08,1.35092972364248e-08,"binding","gene_541","948774","argI",3.64626161958124e-06,1.69443745789804,1,5.43815217389709,5.43815217389709,22,30,244,"binding
 padj:0.00000 N( -244/ +30/ 13515)","binding","mrna","Exp","carbonSource","glucose","glycerol","kegg"
"44",16,"GOTERM_MF_ALL","GO:0005524~ATP binding",72,15.6182212581345,8.5142933496221e-07,393,2225,21998,1.81131143322755,0.000480942089284397,3.20700043481281e-05,1.24714313877172e-05,"ATP binding","gene_51","948101","lyxK",1.73501686581552e-05,1.68637205617995,1,4.76069629914688,4.76069629914688,4,5,62,"ATP binding
 padj:0.00001 N( -62/ +5/ 2225)","ATP binding","mrna","Exp","carbonSource","glucose","glycerol","kegg"
"45",17,"GOTERM_MF_ALL","GO:0032559~adenyl ribonucleotide binding",72,15.6182212581345,9.6582205232457e-07,393,2231,21998,1.80644013398982,0.000545540861530358,3.41050261034592e-05,1.41470038227398e-05,"adenyl ribonucleotide binding","gene_51","948101","lyxK",1.73501686581552e-05,1.68637205617995,1,4.76069629914688,4.76069629914688,4,5,62,"adenyl ribonucleotide binding
 padj:0.00001 N( -62/ +5/ 2231)","adenyl ribonucleotide binding","mrna","Exp","carbonSource","glucose","glycerol","kegg"
"46",13,"GOTERM_MF_ALL","GO:0032555~purine ribonucleotide binding",79,17.1366594360087,7.74417972279697e-08,393,2385,21998,1.85408378276015,4.3753659891288e-05,3.36573411363617e-06,1.13434564874559e-06,"purine ribonucleotide binding","gene_53","948101","lyxK",1.73501686581552e-05,1.68637205617995,1,4.76069629914688,4.76069629914688,4,5,67,"purine ribonucleotide binding
 padj:0.00000 N( -67/ +5/ 2385)","purine ribonucleotide binding","mrna","Exp","carbonSource","glucose","glycerol","kegg"
"47",14,"GOTERM_MF_ALL","GO:0032553~ribonucleotide binding",79,17.1366594360087,7.74417972279697e-08,393,2385,21998,1.85408378276015,4.3753659891288e-05,3.36573411363617e-06,1.13434564874559e-06,"ribonucleotide binding","gene_53","948101","lyxK",1.73501686581552e-05,1.68637205617995,1,4.76069629914688,4.76069629914688,4,5,67,"ribonucleotide binding
 padj:0.00000 N( -67/ +5/ 2385)","ribonucleotide binding","mrna","Exp","carbonSource","glucose","glycerol","kegg"
"48",19,"GOTERM_MF_ALL","GO:0001882~nucleoside binding",78,16.9197396963124,2.80080510626078e-06,393,2565,21998,1.7021502016279,0.00158120567608611,8.79104190486535e-05,4.10246424875638e-05,"nucleoside binding","gene_54","948101","lyxK",1.73501686581552e-05,1.68637205617995,1,4.76069629914688,4.76069629914688,5,6,66,"nucleoside binding
 padj:0.00004 N( -66/ +6/ 2565)","nucleoside binding","mrna","Exp","carbonSource","glucose","glycerol","kegg"
"49",20,"GOTERM_MF_ALL","GO:0030554~adenyl nucleotide binding",77,16.7028199566161,2.85704044549494e-06,393,2523,21998,1.7082999256711,0.00161292798889945,8.49558730264821e-05,4.18483305411055e-05,"adenyl nucleotide binding","gene_54","948101","lyxK",1.73501686581552e-05,1.68637205617995,1,4.76069629914688,4.76069629914688,5,6,65,"adenyl nucleotide binding
 padj:0.00004 N( -65/ +6/ 2523)","adenyl nucleotide binding","mrna","Exp","carbonSource","glucose","glycerol","kegg"
"50",21,"GOTERM_MF_ALL","GO:0001883~purine nucleoside binding",77,16.7028199566161,2.85704044549494e-06,393,2523,21998,1.7082999256711,0.00161292798889945,8.49558730264821e-05,4.18483305411055e-05,"purine nucleoside binding","gene_54","948101","lyxK",1.73501686581552e-05,1.68637205617995,1,4.76069629914688,4.76069629914688,5,6,65,"purine nucleoside binding
 padj:0.00004 N( -65/ +6/ 2523)","purine nucleoside binding","mrna","Exp","carbonSource","glucose","glycerol","kegg"
"51",15,"GOTERM_MF_ALL","GO:0017076~purine nucleotide binding",84,18.2212581344902,2.68146647237207e-07,393,2677,21998,1.75639245252889,0.000151491400010584,1.08215754457408e-05,3.92773150525993e-06,"purine nucleotide binding","gene_56","948101","lyxK",1.73501686581552e-05,1.68637205617995,1,4.76069629914688,4.76069629914688,5,6,70,"purine nucleotide binding
 padj:0.00000 N( -70/ +6/ 2677)","purine nucleotide binding","mrna","Exp","carbonSource","glucose","glycerol","kegg"
"52",18,"GOTERM_MF_ALL","GO:0000166~nucleotide binding",93,20.1735357917571,1.04206030230677e-06,393,3175,21998,1.63956963394843,0.000588591089810575,3.4632598956863e-05,1.52637055393923e-05,"nucleotide binding","gene_59","948101","lyxK",1.73501686581552e-05,1.68637205617995,1,4.76069629914688,4.76069629914688,6,7,77,"nucleotide binding
 padj:0.00002 N( -77/ +7/ 3175)","nucleotide binding","mrna","Exp","carbonSource","glucose","glycerol","kegg"
"53",8,"GOTERM_MF_ALL","GO:0043169~cation binding",106,22.9934924078091,2.07816621667854e-13,393,2876,21998,2.06303991619687,1.17426068868554e-10,1.46782586085692e-11,3.04434255582464e-12,"cation binding","gene_88","948762","treC",1.73501686581552e-05,2.10273867046138,1,4.76069629914688,4.76069629914688,12,17,78,"cation binding
 padj:0.00000 N( -78/ +17/ 2876)","cation binding","mrna","Exp","carbonSource","glucose","glycerol","kegg"
"54",9,"GOTERM_MF_ALL","GO:0043167~ion binding",106,22.9934924078091,2.88238427183534e-13,393,2891,21998,2.05233580040892,1.6284085191387e-10,1.80934156546186e-11,4.22162305113716e-12,"ion binding","gene_88","948762","treC",1.73501686581552e-05,2.10273867046138,1,4.76069629914688,4.76069629914688,12,17,78,"ion binding
 padj:0.00000 N( -78/ +17/ 2891)","ion binding","mrna","Exp","carbonSource","glucose","glycerol","kegg"
"55",12,"GOTERM_MF_ALL","GO:0005488~binding",298,64.6420824295011,9.22279494657478e-10,393,13515,21998,1.23421511674428,5.21087767824113e-07,4.34239910696022e-08,1.35092972364248e-08,"binding","gene_485","948101","lyxK",1.73501686581552e-05,1.68637205617995,1,4.76069629914688,4.76069629914688,20,30,244,"binding
 padj:0.00000 N( -244/ +30/ 13515)","binding","mrna","Exp","carbonSource","glucose","glycerol","kegg"
"56",12,"GOTERM_MF_ALL","GO:0005488~binding",298,64.6420824295011,9.22279494657478e-10,393,13515,21998,1.23421511674428,5.21087767824113e-07,4.34239910696022e-08,1.35092972364248e-08,"binding","gene_532","948762","treC",1.73501686581552e-05,2.10273867046138,1,4.76069629914688,4.76069629914688,21,30,244,"binding
 padj:0.00000 N( -244/ +30/ 13515)","binding","mrna","Exp","carbonSource","glucose","glycerol","kegg"
"57",30,"GOTERM_MF_ALL","GO:0004368~glycerol-3-phosphate dehydrogenase activity",4,0.867678958785249,0.000294224950263496,393,8,21998,27.9872773536896,0.15317528792067,0.00613891484147466,0.00430108440425914,"glycerol-3-phosphate dehydrogenase activity","gene_12","947934","glpD",3.22064427566169e-05,1.79415990120329,1,4.49205724092034,4.49205724092034,2,4,1,"glycerol-3-phosphate dehydrogenase activity
 padj:0.00430 N( -1/ +4/ 8)","glycerol-3-phosphate dehydrogenase activity","mrna","Exp","carbonSource","glucose","glycerol","kegg"
