"","ID","KEGG_Path","padj_gene","log2","signChange","score_gene","FDR_KEGG_Path","numGenesInCat","abs_score","rank","numSigP","numSigN","KEGG_Path_long","KEGG_Path_short","pick_data","growthPhase","test_for","vs","df_category"
"11","ppa","eco00190:Oxidative phosphorylation",0.00387460786482862,-1.06780205823209,-1,-2.41177224432119,1.66507587828768e-07,41,2.41177224432119,-5,0,13,"Oxidative phosphorylation
 padj:0.00000 N( -13/ +0/ 41)","Oxidative phosphorylation","mrna","Exp","Mg_mM_Levels","baseMghighMg","kegg"
"12","nuoK","eco00190:Oxidative phosphorylation",0.00334520377712051,-1.32356091065842,-1,-2.47557742151846,1.66507587828768e-07,41,2.47557742151846,-6,0,13,"Oxidative phosphorylation
 padj:0.00000 N( -13/ +0/ 41)","Oxidative phosphorylation","mrna","Exp","Mg_mM_Levels","baseMghighMg","kegg"
"13","cyoA","eco00190:Oxidative phosphorylation",0.000998446363229565,-1.59952794189139,-1,-3.00067526056704,1.66507587828768e-07,41,3.00067526056704,-7,0,13,"Oxidative phosphorylation
 padj:0.00000 N( -13/ +0/ 41)","Oxidative phosphorylation","mrna","Exp","Mg_mM_Levels","baseMghighMg","kegg"
"14","nuoI","eco00190:Oxidative phosphorylation",0.000569118852691324,-1.30519118643735,-1,-3.24479702766843,1.66507587828768e-07,41,3.24479702766843,-8,0,13,"Oxidative phosphorylation
 padj:0.00000 N( -13/ +0/ 41)","Oxidative phosphorylation","mrna","Exp","Mg_mM_Levels","baseMghighMg","kegg"
"15","nuoN","eco00190:Oxidative phosphorylation",0.000271207923543346,-1.41025665855853,-1,-3.56669762637989,1.66507587828768e-07,41,3.56669762637989,-9,0,13,"Oxidative phosphorylation
 padj:0.00000 N( -13/ +0/ 41)","Oxidative phosphorylation","mrna","Exp","Mg_mM_Levels","baseMghighMg","kegg"
"16","atpD","eco00190:Oxidative phosphorylation",0.000211753750919991,-1.81415111019526,-1,-3.67416888801295,1.66507587828768e-07,41,3.67416888801295,-10,0,13,"Oxidative phosphorylation
 padj:0.00000 N( -13/ +0/ 41)","Oxidative phosphorylation","mrna","Exp","Mg_mM_Levels","baseMghighMg","kegg"
"17","nuoL","eco00190:Oxidative phosphorylation",0.000188327059044331,-1.41609678483339,-1,-3.72508727557889,1.66507587828768e-07,41,3.72508727557889,-11,0,13,"Oxidative phosphorylation
 padj:0.00000 N( -13/ +0/ 41)","Oxidative phosphorylation","mrna","Exp","Mg_mM_Levels","baseMghighMg","kegg"
"18","nuoM","eco00190:Oxidative phosphorylation",4.95558847339903e-05,-1.71997806126712,-1,-4.30490476588609,1.66507587828768e-07,41,4.30490476588609,-12,0,13,"Oxidative phosphorylation
 padj:0.00000 N( -13/ +0/ 41)","Oxidative phosphorylation","mrna","Exp","Mg_mM_Levels","baseMghighMg","kegg"
"19","nuoJ","eco00190:Oxidative phosphorylation",2.62291770467568e-05,-2.00541722736945,-1,-4.58121533539742,1.66507587828768e-07,41,4.58121533539742,-13,0,13,"Oxidative phosphorylation
 padj:0.00000 N( -13/ +0/ 41)","Oxidative phosphorylation","mrna","Exp","Mg_mM_Levels","baseMghighMg","kegg"
"20","nrdE","eco00230:Purine metabolism",0.0225797924448888,1.49155728841866,1,1.64628005445949,2.84423116791999e-06,76,1.64628005445949,1,1,15,"Purine metabolism
 padj:0.00000 N( -15/ +1/ 76)","Purine metabolism","mrna","Exp","Mg_mM_Levels","baseMghighMg","kegg"
"21","holB","eco00230:Purine metabolism",0.0430471818956913,-1.04311649073276,-1,-1.36605527457527,2.84423116791999e-06,76,1.36605527457527,-1,1,15,"Purine metabolism
 padj:0.00000 N( -15/ +1/ 76)","Purine metabolism","mrna","Exp","Mg_mM_Levels","baseMghighMg","kegg"
"22","purC","eco00230:Purine metabolism",0.0283775302999956,-1.22161533736753,-1,-1.54702540393689,2.84423116791999e-06,76,1.54702540393689,-2,1,15,"Purine metabolism
 padj:0.00000 N( -15/ +1/ 76)","Purine metabolism","mrna","Exp","Mg_mM_Levels","baseMghighMg","kegg"
"23","dnaE","eco00230:Purine metabolism",0.0191164516461123,-1.04724783784145,-1,-1.71859271736984,2.84423116791999e-06,76,1.71859271736984,-3,1,15,"Purine metabolism
 padj:0.00000 N( -15/ +1/ 76)","Purine metabolism","mrna","Exp","Mg_mM_Levels","baseMghighMg","kegg"
"24","guaA","eco00230:Purine metabolism",0.00721875781438171,-1.24271428878357,-1,-2.14153752829914,2.84423116791999e-06,76,2.14153752829914,-4,1,15,"Purine metabolism
 padj:0.00000 N( -15/ +1/ 76)","Purine metabolism","mrna","Exp","Mg_mM_Levels","baseMghighMg","kegg"
"25","purL","eco00230:Purine metabolism",0.00711494149253847,-1.65575256769012,-1,-2.14782866684775,2.84423116791999e-06,76,2.14782866684775,-5,1,15,"Purine metabolism
 padj:0.00000 N( -15/ +1/ 76)","Purine metabolism","mrna","Exp","Mg_mM_Levels","baseMghighMg","kegg"
"26","add","eco00230:Purine metabolism",0.00637898200226435,-1.03888396283317,-1,-2.19524862317142,2.84423116791999e-06,76,2.19524862317142,-6,1,15,"Purine metabolism
 padj:0.00000 N( -15/ +1/ 76)","Purine metabolism","mrna","Exp","Mg_mM_Levels","baseMghighMg","kegg"
"27","pykF","eco00230:Purine metabolism",0.00275168688643373,-1.25007391726067,-1,-2.56040098585459,2.84423116791999e-06,76,2.56040098585459,-7,1,15,"Purine metabolism
 padj:0.00000 N( -15/ +1/ 76)","Purine metabolism","mrna","Exp","Mg_mM_Levels","baseMghighMg","kegg"
"28","rpoA","eco00230:Purine metabolism",0.00264139111443625,-1.81117527010035,-1,-2.57816728744691,2.84423116791999e-06,76,2.57816728744691,-8,1,15,"Purine metabolism
 padj:0.00000 N( -15/ +1/ 76)","Purine metabolism","mrna","Exp","Mg_mM_Levels","baseMghighMg","kegg"
"29","rpoB","eco00230:Purine metabolism",0.00202469403718415,-1.38416269484883,-1,-2.69364059615403,2.84423116791999e-06,76,2.69364059615403,-9,1,15,"Purine metabolism
 padj:0.00000 N( -15/ +1/ 76)","Purine metabolism","mrna","Exp","Mg_mM_Levels","baseMghighMg","kegg"
"30","rpoC","eco00230:Purine metabolism",0.000998220281728399,-1.40459964339433,-1,-3.00077361043339,2.84423116791999e-06,76,3.00077361043339,-10,1,15,"Purine metabolism
 padj:0.00000 N( -15/ +1/ 76)","Purine metabolism","mrna","Exp","Mg_mM_Levels","baseMghighMg","kegg"
"31","pnp","eco00230:Purine metabolism",0.000466226779288133,-1.34653700650422,-1,-3.33140278494875,2.84423116791999e-06,76,3.33140278494875,-11,1,15,"Purine metabolism
 padj:0.00000 N( -15/ +1/ 76)","Purine metabolism","mrna","Exp","Mg_mM_Levels","baseMghighMg","kegg"
"32","purD","eco00230:Purine metabolism",0.000292294539215935,-2.13500727963634,-1,-3.53417929826056,2.84423116791999e-06,76,3.53417929826056,-12,1,15,"Purine metabolism
 padj:0.00000 N( -15/ +1/ 76)","Purine metabolism","mrna","Exp","Mg_mM_Levels","baseMghighMg","kegg"
"33","cysC","eco00230:Purine metabolism",0.000189615331583556,-1.77338646845875,-1,-3.72212655015754,2.84423116791999e-06,76,3.72212655015754,-13,1,15,"Purine metabolism
 padj:0.00000 N( -15/ +1/ 76)","Purine metabolism","mrna","Exp","Mg_mM_Levels","baseMghighMg","kegg"
"34","cysN","eco00230:Purine metabolism",0.000134674920466044,-2.03925799928856,-1,-3.87071327225996,2.84423116791999e-06,76,3.87071327225996,-14,1,15,"Purine metabolism
 padj:0.00000 N( -15/ +1/ 76)","Purine metabolism","mrna","Exp","Mg_mM_Levels","baseMghighMg","kegg"
"35","cysD","eco00230:Purine metabolism",7.04881456170359e-05,-2.32455864448105,-1,-4.15188391458295,2.84423116791999e-06,76,4.15188391458295,-15,1,15,"Purine metabolism
 padj:0.00000 N( -15/ +1/ 76)","Purine metabolism","mrna","Exp","Mg_mM_Levels","baseMghighMg","kegg"
"36","nrdE","eco00240:Pyrimidine metabolism",0.0225797924448888,1.49155728841866,1,1.64628005445949,0.00839893153015425,52,1.64628005445949,2,2,7,"Pyrimidine metabolism
 padj:0.00840 N( -7/ +2/ 52)","Pyrimidine metabolism","mrna","Exp","Mg_mM_Levels","baseMghighMg","kegg"
"37","pyrI","eco00240:Pyrimidine metabolism",0.0449446468178461,1.09528984482683,1,1.34732202797785,0.00839893153015425,52,1.34732202797785,1,2,7,"Pyrimidine metabolism
 padj:0.00840 N( -7/ +2/ 52)","Pyrimidine metabolism","mrna","Exp","Mg_mM_Levels","baseMghighMg","kegg"
"38","holB","eco00240:Pyrimidine metabolism",0.0430471818956913,-1.04311649073276,-1,-1.36605527457527,0.00839893153015425,52,1.36605527457527,-1,2,7,"Pyrimidine metabolism
 padj:0.00840 N( -7/ +2/ 52)","Pyrimidine metabolism","mrna","Exp","Mg_mM_Levels","baseMghighMg","kegg"
"39","dnaE","eco00240:Pyrimidine metabolism",0.0191164516461123,-1.04724783784145,-1,-1.71859271736984,0.00839893153015425,52,1.71859271736984,-2,2,7,"Pyrimidine metabolism
 padj:0.00840 N( -7/ +2/ 52)","Pyrimidine metabolism","mrna","Exp","Mg_mM_Levels","baseMghighMg","kegg"
"40","rpoA","eco00240:Pyrimidine metabolism",0.00264139111443625,-1.81117527010035,-1,-2.57816728744691,0.00839893153015425,52,2.57816728744691,-3,2,7,"Pyrimidine metabolism
 padj:0.00840 N( -7/ +2/ 52)","Pyrimidine metabolism","mrna","Exp","Mg_mM_Levels","baseMghighMg","kegg"
"41","rpoB","eco00240:Pyrimidine metabolism",0.00202469403718415,-1.38416269484883,-1,-2.69364059615403,0.00839893153015425,52,2.69364059615403,-4,2,7,"Pyrimidine metabolism
 padj:0.00840 N( -7/ +2/ 52)","Pyrimidine metabolism","mrna","Exp","Mg_mM_Levels","baseMghighMg","kegg"
"42","rpoC","eco00240:Pyrimidine metabolism",0.000998220281728399,-1.40459964339433,-1,-3.00077361043339,0.00839893153015425,52,3.00077361043339,-5,2,7,"Pyrimidine metabolism
 padj:0.00840 N( -7/ +2/ 52)","Pyrimidine metabolism","mrna","Exp","Mg_mM_Levels","baseMghighMg","kegg"
"43","pnp","eco00240:Pyrimidine metabolism",0.000466226779288133,-1.34653700650422,-1,-3.33140278494875,0.00839893153015425,52,3.33140278494875,-6,2,7,"Pyrimidine metabolism
 padj:0.00840 N( -7/ +2/ 52)","Pyrimidine metabolism","mrna","Exp","Mg_mM_Levels","baseMghighMg","kegg"
"44","pyrH","eco00240:Pyrimidine metabolism",0.00039741707053207,-1.19548212742507,-1,-3.40075348227236,0.00839893153015425,52,3.40075348227236,-7,2,7,"Pyrimidine metabolism
 padj:0.00840 N( -7/ +2/ 52)","Pyrimidine metabolism","mrna","Exp","Mg_mM_Levels","baseMghighMg","kegg"
"45","putA","eco00250:Alanine, aspartate and glutamate metabolism",0.00350195617535046,1.45182631525642,1,2.4556892931248,0.000878448475892135,28,2.4556892931248,2,2,6,"Alanine, aspartate and glutamate metabolism
 padj:0.00088 N( -6/ +2/ 28)","Alanine, aspartate and glutamate metabolism","mrna","Exp","Mg_mM_Levels","baseMghighMg","kegg"
"46","pyrI","eco00250:Alanine, aspartate and glutamate metabolism",0.0449446468178461,1.09528984482683,1,1.34732202797785,0.000878448475892135,28,1.34732202797785,1,2,6,"Alanine, aspartate and glutamate metabolism
 padj:0.00088 N( -6/ +2/ 28)","Alanine, aspartate and glutamate metabolism","mrna","Exp","Mg_mM_Levels","baseMghighMg","kegg"
"47","glnA","eco00250:Alanine, aspartate and glutamate metabolism",0.0313729020149636,-1.2057201811793,-1,-1.50344530690657,0.000878448475892135,28,1.50344530690657,-1,2,6,"Alanine, aspartate and glutamate metabolism
 padj:0.00088 N( -6/ +2/ 28)","Alanine, aspartate and glutamate metabolism","mrna","Exp","Mg_mM_Levels","baseMghighMg","kegg"
"48","gltD","eco00250:Alanine, aspartate and glutamate metabolism",0.0126521001731437,-1.26608911728624,-1,-1.89783737821132,0.000878448475892135,28,1.89783737821132,-2,2,6,"Alanine, aspartate and glutamate metabolism
 padj:0.00088 N( -6/ +2/ 28)","Alanine, aspartate and glutamate metabolism","mrna","Exp","Mg_mM_Levels","baseMghighMg","kegg"
"49","aspC","eco00250:Alanine, aspartate and glutamate metabolism",0.00532441911020111,-1.36745687760254,-1,-2.2737277664799,0.000878448475892135,28,2.2737277664799,-3,2,6,"Alanine, aspartate and glutamate metabolism
 padj:0.00088 N( -6/ +2/ 28)","Alanine, aspartate and glutamate metabolism","mrna","Exp","Mg_mM_Levels","baseMghighMg","kegg"
"50","gdhA","eco00250:Alanine, aspartate and glutamate metabolism",0.00412800594022869,-1.42107482959473,-1,-2.38425968642768,0.000878448475892135,28,2.38425968642768,-4,2,6,"Alanine, aspartate and glutamate metabolism
 padj:0.00088 N( -6/ +2/ 28)","Alanine, aspartate and glutamate metabolism","mrna","Exp","Mg_mM_Levels","baseMghighMg","kegg"
"51","glmS","eco00250:Alanine, aspartate and glutamate metabolism",0.00411385622643188,-1.1044579719387,-1,-2.38575089036574,0.000878448475892135,28,2.38575089036574,-5,2,6,"Alanine, aspartate and glutamate metabolism
 padj:0.00088 N( -6/ +2/ 28)","Alanine, aspartate and glutamate metabolism","mrna","Exp","Mg_mM_Levels","baseMghighMg","kegg"
"52","asnA","eco00250:Alanine, aspartate and glutamate metabolism",0.000415135818594682,-1.98082208252017,-1,-3.38180979336947,0.000878448475892135,28,3.38180979336947,-6,2,6,"Alanine, aspartate and glutamate metabolism
 padj:0.00088 N( -6/ +2/ 28)","Alanine, aspartate and glutamate metabolism","mrna","Exp","Mg_mM_Levels","baseMghighMg","kegg"
"53","serA","eco00260:Glycine, serine and threonine metabolism",0.0432030813099278,-1.08307193093183,-1,-1.36448527753286,0.00172808871905294,30,1.36448527753286,-1,0,8,"Glycine, serine and threonine metabolism
 padj:0.00173 N( -8/ +0/ 30)","Glycine, serine and threonine metabolism","mrna","Exp","Mg_mM_Levels","baseMghighMg","kegg"
"54","serC","eco00260:Glycine, serine and threonine metabolism",0.0169654776881873,-1.14578415769828,-1,-1.77043390764143,0.00172808871905294,30,1.77043390764143,-2,0,8,"Glycine, serine and threonine metabolism
 padj:0.00173 N( -8/ +0/ 30)","Glycine, serine and threonine metabolism","mrna","Exp","Mg_mM_Levels","baseMghighMg","kegg"
"55","asd","eco00260:Glycine, serine and threonine metabolism",0.0037784869529737,-1.04229438391377,-1,-2.42268207305222,0.00172808871905294,30,2.42268207305222,-3,0,8,"Glycine, serine and threonine metabolism
 padj:0.00173 N( -8/ +0/ 30)","Glycine, serine and threonine metabolism","mrna","Exp","Mg_mM_Levels","baseMghighMg","kegg"
"56","trpB","eco00260:Glycine, serine and threonine metabolism",0.000155181403066638,-1.28726826029374,-1,-3.80916032579347,0.00172808871905294,30,3.80916032579347,-4,0,8,"Glycine, serine and threonine metabolism
 padj:0.00173 N( -8/ +0/ 30)","Glycine, serine and threonine metabolism","mrna","Exp","Mg_mM_Levels","baseMghighMg","kegg"
"57","ilvA","eco00260:Glycine, serine and threonine metabolism",0.000153753812457548,-1.71489625192846,-1,-3.81317410671516,0.00172808871905294,30,3.81317410671516,-5,0,8,"Glycine, serine and threonine metabolism
 padj:0.00173 N( -8/ +0/ 30)","Glycine, serine and threonine metabolism","mrna","Exp","Mg_mM_Levels","baseMghighMg","kegg"
"58","thrC","eco00260:Glycine, serine and threonine metabolism",0.000134674920466044,-1.73359550282503,-1,-3.87071327225996,0.00172808871905294,30,3.87071327225996,-6,0,8,"Glycine, serine and threonine metabolism
 padj:0.00173 N( -8/ +0/ 30)","Glycine, serine and threonine metabolism","mrna","Exp","Mg_mM_Levels","baseMghighMg","kegg"
"59","thrA","eco00260:Glycine, serine and threonine metabolism",0.000134587205801738,-1.86552108794883,-1,-3.87099622327551,0.00172808871905294,30,3.87099622327551,-7,0,8,"Glycine, serine and threonine metabolism
 padj:0.00173 N( -8/ +0/ 30)","Glycine, serine and threonine metabolism","mrna","Exp","Mg_mM_Levels","baseMghighMg","kegg"
"60","thrB","eco00260:Glycine, serine and threonine metabolism",1.53154959122774e-05,-1.79659471747753,-1,-4.8148689362731,0.00172808871905294,30,4.8148689362731,-8,0,8,"Glycine, serine and threonine metabolism
 padj:0.00173 N( -8/ +0/ 30)","Glycine, serine and threonine metabolism","mrna","Exp","Mg_mM_Levels","baseMghighMg","kegg"
"61","speD","eco00270:Cysteine and methionine metabolism",0.0330923721392054,-1.162935305426,-1,-1.48027210047259,0.0446455364972238,23,1.48027210047259,-1,0,6,"Cysteine and methionine metabolism
 padj:0.04465 N( -6/ +0/ 23)","Cysteine and methionine metabolism","mrna","Exp","Mg_mM_Levels","baseMghighMg","kegg"
"62","cysK","eco00270:Cysteine and methionine metabolism",0.00855589782404892,-1.05774441027268,-1,-2.06773441048629,0.0446455364972238,23,2.06773441048629,-2,0,6,"Cysteine and methionine metabolism
 padj:0.04465 N( -6/ +0/ 23)","Cysteine and methionine metabolism","mrna","Exp","Mg_mM_Levels","baseMghighMg","kegg"
"63","aspC","eco00270:Cysteine and methionine metabolism",0.00532441911020111,-1.36745687760254,-1,-2.2737277664799,0.0446455364972238,23,2.2737277664799,-3,0,6,"Cysteine and methionine metabolism
 padj:0.04465 N( -6/ +0/ 23)","Cysteine and methionine metabolism","mrna","Exp","Mg_mM_Levels","baseMghighMg","kegg"
"64","asd","eco00270:Cysteine and methionine metabolism",0.0037784869529737,-1.04229438391377,-1,-2.42268207305222,0.0446455364972238,23,2.42268207305222,-4,0,6,"Cysteine and methionine metabolism
 padj:0.04465 N( -6/ +0/ 23)","Cysteine and methionine metabolism","mrna","Exp","Mg_mM_Levels","baseMghighMg","kegg"
"65","thrA","eco00270:Cysteine and methionine metabolism",0.000134587205801738,-1.86552108794883,-1,-3.87099622327551,0.0446455364972238,23,3.87099622327551,-5,0,6,"Cysteine and methionine metabolism
 padj:0.04465 N( -6/ +0/ 23)","Cysteine and methionine metabolism","mrna","Exp","Mg_mM_Levels","baseMghighMg","kegg"
"66","cysM","eco00270:Cysteine and methionine metabolism",0.000117434870074524,-1.84868270457453,-1,-3.93020292836624,0.0446455364972238,23,3.93020292836624,-6,0,6,"Cysteine and methionine metabolism
 padj:0.04465 N( -6/ +0/ 23)","Cysteine and methionine metabolism","mrna","Exp","Mg_mM_Levels","baseMghighMg","kegg"
"67","ileS","eco00290:Valine, leucine and isoleucine biosynthesis",0.0188021105489783,-1.01626699262159,-1,-1.72579339816565,2.66537883875095e-07,19,1.72579339816565,-1,0,10,"Valine, leucine and isoleucine biosynthesis
 padj:0.00000 N( -10/ +0/ 19)","Valine, leucine and isoleucine biosynthesis","mrna","Exp","Mg_mM_Levels","baseMghighMg","kegg"
"68","ilvC","eco00290:Valine, leucine and isoleucine biosynthesis",0.0156334107508641,-1.57425422255693,-1,-1.80594626134851,2.66537883875095e-07,19,1.80594626134851,-2,0,10,"Valine, leucine and isoleucine biosynthesis
 padj:0.00000 N( -10/ +0/ 19)","Valine, leucine and isoleucine biosynthesis","mrna","Exp","Mg_mM_Levels","baseMghighMg","kegg"
"69","leuD","eco00290:Valine, leucine and isoleucine biosynthesis",0.012227932092602,-1.04194827047311,-1,-1.91264698177864,2.66537883875095e-07,19,1.91264698177864,-3,0,10,"Valine, leucine and isoleucine biosynthesis
 padj:0.00000 N( -10/ +0/ 19)","Valine, leucine and isoleucine biosynthesis","mrna","Exp","Mg_mM_Levels","baseMghighMg","kegg"
"70","leuC","eco00290:Valine, leucine and isoleucine biosynthesis",0.00632951200730811,-1.23932339716323,-1,-2.19862977192623,2.66537883875095e-07,19,2.19862977192623,-4,0,10,"Valine, leucine and isoleucine biosynthesis
 padj:0.00000 N( -10/ +0/ 19)","Valine, leucine and isoleucine biosynthesis","mrna","Exp","Mg_mM_Levels","baseMghighMg","kegg"
"71","valS","eco00290:Valine, leucine and isoleucine biosynthesis",0.0052971342771716,-1.14548307476392,-1,-2.27595901798463,2.66537883875095e-07,19,2.27595901798463,-5,0,10,"Valine, leucine and isoleucine biosynthesis
 padj:0.00000 N( -10/ +0/ 19)","Valine, leucine and isoleucine biosynthesis","mrna","Exp","Mg_mM_Levels","baseMghighMg","kegg"
"72","leuB","eco00290:Valine, leucine and isoleucine biosynthesis",0.00387460786482862,-1.53216435052979,-1,-2.41177224432119,2.66537883875095e-07,19,2.41177224432119,-6,0,10,"Valine, leucine and isoleucine biosynthesis
 padj:0.00000 N( -10/ +0/ 19)","Valine, leucine and isoleucine biosynthesis","mrna","Exp","Mg_mM_Levels","baseMghighMg","kegg"
"73","ilvE","eco00290:Valine, leucine and isoleucine biosynthesis",0.00275168688643373,-1.29760002321897,-1,-2.56040098585459,2.66537883875095e-07,19,2.56040098585459,-7,0,10,"Valine, leucine and isoleucine biosynthesis
 padj:0.00000 N( -10/ +0/ 19)","Valine, leucine and isoleucine biosynthesis","mrna","Exp","Mg_mM_Levels","baseMghighMg","kegg"
"74","ilvD","eco00290:Valine, leucine and isoleucine biosynthesis",0.000579923870374436,-1.57484943414347,-1,-3.23662901479284,2.66537883875095e-07,19,3.23662901479284,-8,0,10,"Valine, leucine and isoleucine biosynthesis
 padj:0.00000 N( -10/ +0/ 19)","Valine, leucine and isoleucine biosynthesis","mrna","Exp","Mg_mM_Levels","baseMghighMg","kegg"
"75","ilvA","eco00290:Valine, leucine and isoleucine biosynthesis",0.000153753812457548,-1.71489625192846,-1,-3.81317410671516,2.66537883875095e-07,19,3.81317410671516,-9,0,10,"Valine, leucine and isoleucine biosynthesis
 padj:0.00000 N( -10/ +0/ 19)","Valine, leucine and isoleucine biosynthesis","mrna","Exp","Mg_mM_Levels","baseMghighMg","kegg"
"76","ilvH","eco00290:Valine, leucine and isoleucine biosynthesis",4.72343496833289e-05,-2.20669192218592,-1,-4.3257420595792,2.66537883875095e-07,19,4.3257420595792,-10,0,10,"Valine, leucine and isoleucine biosynthesis
 padj:0.00000 N( -10/ +0/ 19)","Valine, leucine and isoleucine biosynthesis","mrna","Exp","Mg_mM_Levels","baseMghighMg","kegg"
"77","aroF","eco00400:Phenylalanine, tyrosine and tryptophan biosynthesis",0.0404776808304519,-1.23941423987841,-1,-1.39278437836664,2.66537883875095e-07,21,1.39278437836664,-1,0,10,"Phenylalanine, tyrosine and tryptophan biosynthesis
 padj:0.00000 N( -10/ +0/ 21)","Phenylalanine, tyrosine and tryptophan biosynthesis","mrna","Exp","Mg_mM_Levels","baseMghighMg","kegg"
"78","aroA","eco00400:Phenylalanine, tyrosine and tryptophan biosynthesis",0.0229351862746647,-1.389280083957,-1,-1.63949772827102,2.66537883875095e-07,21,1.63949772827102,-2,0,10,"Phenylalanine, tyrosine and tryptophan biosynthesis
 padj:0.00000 N( -10/ +0/ 21)","Phenylalanine, tyrosine and tryptophan biosynthesis","mrna","Exp","Mg_mM_Levels","baseMghighMg","kegg"
"79","aspC","eco00400:Phenylalanine, tyrosine and tryptophan biosynthesis",0.00532441911020111,-1.36745687760254,-1,-2.2737277664799,2.66537883875095e-07,21,2.2737277664799,-3,0,10,"Phenylalanine, tyrosine and tryptophan biosynthesis
 padj:0.00000 N( -10/ +0/ 21)","Phenylalanine, tyrosine and tryptophan biosynthesis","mrna","Exp","Mg_mM_Levels","baseMghighMg","kegg"
"80","aroE","eco00400:Phenylalanine, tyrosine and tryptophan biosynthesis",0.00275168688643373,-1.4208491511325,-1,-2.56040098585459,2.66537883875095e-07,21,2.56040098585459,-4,0,10,"Phenylalanine, tyrosine and tryptophan biosynthesis
 padj:0.00000 N( -10/ +0/ 21)","Phenylalanine, tyrosine and tryptophan biosynthesis","mrna","Exp","Mg_mM_Levels","baseMghighMg","kegg"
"81","aroG","eco00400:Phenylalanine, tyrosine and tryptophan biosynthesis",0.0016467374234775,-1.45766781213873,-1,-2.78337564468328,2.66537883875095e-07,21,2.78337564468328,-5,0,10,"Phenylalanine, tyrosine and tryptophan biosynthesis
 padj:0.00000 N( -10/ +0/ 21)","Phenylalanine, tyrosine and tryptophan biosynthesis","mrna","Exp","Mg_mM_Levels","baseMghighMg","kegg"
