"","ID","MF_Name","padj_gene","signChange","score_gene","FDR_GoMF","numGenesInCat","abs_score","rank","numSigP","numSigN","MF_Name_long","MF_Name_short","pick_data","growthPhase","test_for","vs","df_category"
"31","atoC","GO:0000166~nucleotide binding",0.00314220597947454,1,2.50276534927151,1.81846537827823e-10,586,2.50276534927151,69,90,129,"nucleotide binding
 padj:0.00000 N( -129/ +90/ 586)","nucleotide binding","protein_wo_NA","Exp","carbonSource","glucoseglycerol","MF"
"32","malK","GO:0000166~nucleotide binding",0.00322282490370425,1,2.4917632890954,1.81846537827823e-10,586,2.4917632890954,68,90,129,"nucleotide binding
 padj:0.00000 N( -129/ +90/ 586)","nucleotide binding","protein_wo_NA","Exp","carbonSource","glucoseglycerol","MF"
"33","gspA","GO:0000166~nucleotide binding",0.00348708276138891,1,2.45753774508517,1.81846537827823e-10,586,2.45753774508517,67,90,129,"nucleotide binding
 padj:0.00000 N( -129/ +90/ 586)","nucleotide binding","protein_wo_NA","Exp","carbonSource","glucoseglycerol","MF"
"34","rbsA","GO:0000166~nucleotide binding",0.00363687582533319,1,2.43927152690603,1.81846537827823e-10,586,2.43927152690603,66,90,129,"nucleotide binding
 padj:0.00000 N( -129/ +90/ 586)","nucleotide binding","protein_wo_NA","Exp","carbonSource","glucoseglycerol","MF"
"35","ybjD","GO:0000166~nucleotide binding",0.00381054267900875,1,2.41901316980581,1.81846537827823e-10,586,2.41901316980581,65,90,129,"nucleotide binding
 padj:0.00000 N( -129/ +90/ 586)","nucleotide binding","protein_wo_NA","Exp","carbonSource","glucoseglycerol","MF"
"36","xdhB","GO:0000166~nucleotide binding",0.00388548174863331,1,2.41055512672091,1.81846537827823e-10,586,2.41055512672091,64,90,129,"nucleotide binding
 padj:0.00000 N( -129/ +90/ 586)","nucleotide binding","protein_wo_NA","Exp","carbonSource","glucoseglycerol","MF"
"37","gspE","GO:0000166~nucleotide binding",0.00396815705800595,1,2.40141114698271,1.81846537827823e-10,586,2.40141114698271,63,90,129,"nucleotide binding
 padj:0.00000 N( -129/ +90/ 586)","nucleotide binding","protein_wo_NA","Exp","carbonSource","glucoseglycerol","MF"
"38","glnL","GO:0000166~nucleotide binding",0.00433027668743185,1,2.36348435307255,1.81846537827823e-10,586,2.36348435307255,62,90,129,"nucleotide binding
 padj:0.00000 N( -129/ +90/ 586)","nucleotide binding","protein_wo_NA","Exp","carbonSource","glucoseglycerol","MF"
"39","gapC","GO:0000166~nucleotide binding",0.0043610199945589,1,2.36041192215329,1.81846537827823e-10,586,2.36041192215329,61,90,129,"nucleotide binding
 padj:0.00000 N( -129/ +90/ 586)","nucleotide binding","protein_wo_NA","Exp","carbonSource","glucoseglycerol","MF"
"40","yegI","GO:0000166~nucleotide binding",0.00450290381849845,1,2.34650732941759,1.81846537827823e-10,586,2.34650732941759,60,90,129,"nucleotide binding
 padj:0.00000 N( -129/ +90/ 586)","nucleotide binding","protein_wo_NA","Exp","carbonSource","glucoseglycerol","MF"
"41","narP","GO:0000166~nucleotide binding",0.00486096228093014,1,2.3132777488591,1.81846537827823e-10,586,2.3132777488591,59,90,129,"nucleotide binding
 padj:0.00000 N( -129/ +90/ 586)","nucleotide binding","protein_wo_NA","Exp","carbonSource","glucoseglycerol","MF"
"42","sucC","GO:0000166~nucleotide binding",0.00513716487242607,1,2.28927649578319,1.81846537827823e-10,586,2.28927649578319,58,90,129,"nucleotide binding
 padj:0.00000 N( -129/ +90/ 586)","nucleotide binding","protein_wo_NA","Exp","carbonSource","glucoseglycerol","MF"
"43","hyfR","GO:0000166~nucleotide binding",0.00586777676468884,1,2.23152641693304,1.81846537827823e-10,586,2.23152641693304,57,90,129,"nucleotide binding
 padj:0.00000 N( -129/ +90/ 586)","nucleotide binding","protein_wo_NA","Exp","carbonSource","glucoseglycerol","MF"
"44","kdpD","GO:0000166~nucleotide binding",0.00648759655852572,1,2.18791616524787,1.81846537827823e-10,586,2.18791616524787,56,90,129,"nucleotide binding
 padj:0.00000 N( -129/ +90/ 586)","nucleotide binding","protein_wo_NA","Exp","carbonSource","glucoseglycerol","MF"
"45","ugpC","GO:0000166~nucleotide binding",0.00704875102893526,1,2.15188782900783,1.81846537827823e-10,586,2.15188782900783,55,90,129,"nucleotide binding
 padj:0.00000 N( -129/ +90/ 586)","nucleotide binding","protein_wo_NA","Exp","carbonSource","glucoseglycerol","MF"
"46","cobB","GO:0000166~nucleotide binding",0.00753581144623152,1,2.12286997657474,1.81846537827823e-10,586,2.12286997657474,54,90,129,"nucleotide binding
 padj:0.00000 N( -129/ +90/ 586)","nucleotide binding","protein_wo_NA","Exp","carbonSource","glucoseglycerol","MF"
"47","ygfT","GO:0000166~nucleotide binding",0.0078769408636731,1,2.10364241499493,1.81846537827823e-10,586,2.10364241499493,53,90,129,"nucleotide binding
 padj:0.00000 N( -129/ +90/ 586)","nucleotide binding","protein_wo_NA","Exp","carbonSource","glucoseglycerol","MF"
"48","lon","GO:0000166~nucleotide binding",0.00859589576820803,1,2.06570885930048,1.81846537827823e-10,586,2.06570885930048,52,90,129,"nucleotide binding
 padj:0.00000 N( -129/ +90/ 586)","nucleotide binding","protein_wo_NA","Exp","carbonSource","glucoseglycerol","MF"
"49","ygiY","GO:0000166~nucleotide binding",0.0094229980056464,1,2.02581090079915,1.81846537827823e-10,586,2.02581090079915,51,90,129,"nucleotide binding
 padj:0.00000 N( -129/ +90/ 586)","nucleotide binding","protein_wo_NA","Exp","carbonSource","glucoseglycerol","MF"
"50","recB","GO:0000166~nucleotide binding",0.00967435478763851,1,2.01437798977284,1.81846537827823e-10,586,2.01437798977284,50,90,129,"nucleotide binding
 padj:0.00000 N( -129/ +90/ 586)","nucleotide binding","protein_wo_NA","Exp","carbonSource","glucoseglycerol","MF"
"51","yohI","GO:0000166~nucleotide binding",0.0097156157411071,1,2.01252967015518,1.81846537827823e-10,586,2.01252967015518,49,90,129,"nucleotide binding
 padj:0.00000 N( -129/ +90/ 586)","nucleotide binding","protein_wo_NA","Exp","carbonSource","glucoseglycerol","MF"
"52","envZ","GO:0000166~nucleotide binding",0.00988002424590793,1,2.00524198963797,1.81846537827823e-10,586,2.00524198963797,48,90,129,"nucleotide binding
 padj:0.00000 N( -129/ +90/ 586)","nucleotide binding","protein_wo_NA","Exp","carbonSource","glucoseglycerol","MF"
"53","yieN","GO:0000166~nucleotide binding",0.0102181794463982,1,1.99062647473105,1.81846537827823e-10,586,1.99062647473105,47,90,129,"nucleotide binding
 padj:0.00000 N( -129/ +90/ 586)","nucleotide binding","protein_wo_NA","Exp","carbonSource","glucoseglycerol","MF"
"54","recD","GO:0000166~nucleotide binding",0.0103360205806375,1,1.98564663459973,1.81846537827823e-10,586,1.98564663459973,46,90,129,"nucleotide binding
 padj:0.00000 N( -129/ +90/ 586)","nucleotide binding","protein_wo_NA","Exp","carbonSource","glucoseglycerol","MF"
"55","btuD","GO:0000166~nucleotide binding",0.0105089922149479,1,1.97843892968749,1.81846537827823e-10,586,1.97843892968749,45,90,129,"nucleotide binding
 padj:0.00000 N( -129/ +90/ 586)","nucleotide binding","protein_wo_NA","Exp","carbonSource","glucoseglycerol","MF"
"56","groES","GO:0000166~nucleotide binding",0.0109661160249431,1,1.95994716345655,1.81846537827823e-10,586,1.95994716345655,43,90,129,"nucleotide binding
 padj:0.00000 N( -129/ +90/ 586)","nucleotide binding","protein_wo_NA","Exp","carbonSource","glucoseglycerol","MF"
"57","rimK","GO:0000166~nucleotide binding",0.0109661160249431,1,1.95994716345655,1.81846537827823e-10,586,1.95994716345655,44,90,129,"nucleotide binding
 padj:0.00000 N( -129/ +90/ 586)","nucleotide binding","protein_wo_NA","Exp","carbonSource","glucoseglycerol","MF"
"58","baeS","GO:0000166~nucleotide binding",0.0115781526408223,1,1.93636072920091,1.81846537827823e-10,586,1.93636072920091,42,90,129,"nucleotide binding
 padj:0.00000 N( -129/ +90/ 586)","nucleotide binding","protein_wo_NA","Exp","carbonSource","glucoseglycerol","MF"
"59","yifB","GO:0000166~nucleotide binding",0.0116853117630609,1,1.93235969617969,1.81846537827823e-10,586,1.93235969617969,41,90,129,"nucleotide binding
 padj:0.00000 N( -129/ +90/ 586)","nucleotide binding","protein_wo_NA","Exp","carbonSource","glucoseglycerol","MF"
"60","prpE","GO:0000166~nucleotide binding",0.0117754059977679,1,1.92902411013957,1.81846537827823e-10,586,1.92902411013957,40,90,129,"nucleotide binding
 padj:0.00000 N( -129/ +90/ 586)","nucleotide binding","protein_wo_NA","Exp","carbonSource","glucoseglycerol","MF"
"61","yehL","GO:0000166~nucleotide binding",0.0127128812646445,1,1.89575600920011,1.81846537827823e-10,586,1.89575600920011,39,90,129,"nucleotide binding
 padj:0.00000 N( -129/ +90/ 586)","nucleotide binding","protein_wo_NA","Exp","carbonSource","glucoseglycerol","MF"
"62","fixB","GO:0000166~nucleotide binding",0.0143469525839908,1,1.84324033701401,1.81846537827823e-10,586,1.84324033701401,38,90,129,"nucleotide binding
 padj:0.00000 N( -129/ +90/ 586)","nucleotide binding","protein_wo_NA","Exp","carbonSource","glucoseglycerol","MF"
"63","yejH","GO:0000166~nucleotide binding",0.0167946978185794,1,1.77482780586841,1.81846537827823e-10,586,1.77482780586841,37,90,129,"nucleotide binding
 padj:0.00000 N( -129/ +90/ 586)","nucleotide binding","protein_wo_NA","Exp","carbonSource","glucoseglycerol","MF"
"64","dinG","GO:0000166~nucleotide binding",0.0170526140062623,1,1.76820903828559,1.81846537827823e-10,586,1.76820903828559,36,90,129,"nucleotide binding
 padj:0.00000 N( -129/ +90/ 586)","nucleotide binding","protein_wo_NA","Exp","carbonSource","glucoseglycerol","MF"
"65","phoR","GO:0000166~nucleotide binding",0.017955119445876,1,1.74581170139771,1.81846537827823e-10,586,1.74581170139771,35,90,129,"nucleotide binding
 padj:0.00000 N( -129/ +90/ 586)","nucleotide binding","protein_wo_NA","Exp","carbonSource","glucoseglycerol","MF"
"66","ypdA","GO:0000166~nucleotide binding",0.0192787643404741,1,1.71492080535596,1.81846537827823e-10,586,1.71492080535596,34,90,129,"nucleotide binding
 padj:0.00000 N( -129/ +90/ 586)","nucleotide binding","protein_wo_NA","Exp","carbonSource","glucoseglycerol","MF"
"67","lhr","GO:0000166~nucleotide binding",0.0196025497368465,1,1.70768743555051,1.81846537827823e-10,586,1.70768743555051,33,90,129,"nucleotide binding
 padj:0.00000 N( -129/ +90/ 586)","nucleotide binding","protein_wo_NA","Exp","carbonSource","glucoseglycerol","MF"
"68","yedV","GO:0000166~nucleotide binding",0.020873825571314,1,1.68039794996393,1.81846537827823e-10,586,1.68039794996393,32,90,129,"nucleotide binding
 padj:0.00000 N( -129/ +90/ 586)","nucleotide binding","protein_wo_NA","Exp","carbonSource","glucoseglycerol","MF"
"69","hrpB","GO:0000166~nucleotide binding",0.0213455075544,1,1.67069351406432,1.81846537827823e-10,586,1.67069351406432,31,90,129,"nucleotide binding
 padj:0.00000 N( -129/ +90/ 586)","nucleotide binding","protein_wo_NA","Exp","carbonSource","glucoseglycerol","MF"
"70","yfeC","GO:0000166~nucleotide binding",0.02238419606472,1,1.65005849882021,1.81846537827823e-10,586,1.65005849882021,30,90,129,"nucleotide binding
 padj:0.00000 N( -129/ +90/ 586)","nucleotide binding","protein_wo_NA","Exp","carbonSource","glucoseglycerol","MF"
"71","nikD","GO:0000166~nucleotide binding",0.0225006342794362,1,1.64780523921413,1.81846537827823e-10,586,1.64780523921413,29,90,129,"nucleotide binding
 padj:0.00000 N( -129/ +90/ 586)","nucleotide binding","protein_wo_NA","Exp","carbonSource","glucoseglycerol","MF"
"72","kdpB","GO:0000166~nucleotide binding",0.0228801415790589,1,1.64054129251827,1.81846537827823e-10,586,1.64054129251827,28,90,129,"nucleotide binding
 padj:0.00000 N( -129/ +90/ 586)","nucleotide binding","protein_wo_NA","Exp","carbonSource","glucoseglycerol","MF"
"73","moaB","GO:0000166~nucleotide binding",0.0259242231168204,1,1.58629424944744,1.81846537827823e-10,586,1.58629424944744,27,90,129,"nucleotide binding
 padj:0.00000 N( -129/ +90/ 586)","nucleotide binding","protein_wo_NA","Exp","carbonSource","glucoseglycerol","MF"
"74","insD","GO:0000166~nucleotide binding",0.0266502713636636,1,1.57429836445573,1.81846537827823e-10,586,1.57429836445573,26,90,129,"nucleotide binding
 padj:0.00000 N( -129/ +90/ 586)","nucleotide binding","protein_wo_NA","Exp","carbonSource","glucoseglycerol","MF"
"75","sbmA","GO:0000166~nucleotide binding",0.0268255387694182,1,1.57145154681828,1.81846537827823e-10,586,1.57145154681828,25,90,129,"nucleotide binding
 padj:0.00000 N( -129/ +90/ 586)","nucleotide binding","protein_wo_NA","Exp","carbonSource","glucoseglycerol","MF"
"76","fucK","GO:0000166~nucleotide binding",0.0282140118175538,1,1.5495351560868,1.81846537827823e-10,586,1.5495351560868,24,90,129,"nucleotide binding
 padj:0.00000 N( -129/ +90/ 586)","nucleotide binding","protein_wo_NA","Exp","carbonSource","glucoseglycerol","MF"
"77","pckA","GO:0000166~nucleotide binding",0.0299774833342828,1,1.52320482979031,1.81846537827823e-10,586,1.52320482979031,23,90,129,"nucleotide binding
 padj:0.00000 N( -129/ +90/ 586)","nucleotide binding","protein_wo_NA","Exp","carbonSource","glucoseglycerol","MF"
"78","malT","GO:0000166~nucleotide binding",0.0308317220876592,1,1.5110022173338,1.81846537827823e-10,586,1.5110022173338,22,90,129,"nucleotide binding
 padj:0.00000 N( -129/ +90/ 586)","nucleotide binding","protein_wo_NA","Exp","carbonSource","glucoseglycerol","MF"
"79","cpsB","GO:0000166~nucleotide binding",0.0314913896954739,1,1.50180817379474,1.81846537827823e-10,586,1.50180817379474,21,90,129,"nucleotide binding
 padj:0.00000 N( -129/ +90/ 586)","nucleotide binding","protein_wo_NA","Exp","carbonSource","glucoseglycerol","MF"
"80","yghR","GO:0000166~nucleotide binding",0.032802109442456,1,1.48409822672244,1.81846537827823e-10,586,1.48409822672244,20,90,129,"nucleotide binding
 padj:0.00000 N( -129/ +90/ 586)","nucleotide binding","protein_wo_NA","Exp","carbonSource","glucoseglycerol","MF"
"81","lldD","GO:0000166~nucleotide binding",0.0329852554857081,1,1.4816801477635,1.81846537827823e-10,586,1.4816801477635,19,90,129,"nucleotide binding
 padj:0.00000 N( -129/ +90/ 586)","nucleotide binding","protein_wo_NA","Exp","carbonSource","glucoseglycerol","MF"
"82","yddV","GO:0000166~nucleotide binding",0.0334015762072795,1,1.47623303851861,1.81846537827823e-10,586,1.47623303851861,18,90,129,"nucleotide binding
 padj:0.00000 N( -129/ +90/ 586)","nucleotide binding","protein_wo_NA","Exp","carbonSource","glucoseglycerol","MF"
"83","dhaL","GO:0000166~nucleotide binding",0.0348745705239966,1,1.45749113196801,1.81846537827823e-10,586,1.45749113196801,17,90,129,"nucleotide binding
 padj:0.00000 N( -129/ +90/ 586)","nucleotide binding","protein_wo_NA","Exp","carbonSource","glucoseglycerol","MF"
"84","yddO","GO:0000166~nucleotide binding",0.03514978118237,1,1.45407737424544,1.81846537827823e-10,586,1.45407737424544,16,90,129,"nucleotide binding
 padj:0.00000 N( -129/ +90/ 586)","nucleotide binding","protein_wo_NA","Exp","carbonSource","glucoseglycerol","MF"
"85","feoB","GO:0000166~nucleotide binding",0.035282503057162,1,1.45244061216401,1.81846537827823e-10,586,1.45244061216401,15,90,129,"nucleotide binding
 padj:0.00000 N( -129/ +90/ 586)","nucleotide binding","protein_wo_NA","Exp","carbonSource","glucoseglycerol","MF"
"86","glk","GO:0000166~nucleotide binding",0.0358551383611515,1,1.44544859726298,1.81846537827823e-10,586,1.44544859726298,14,90,129,"nucleotide binding
 padj:0.00000 N( -129/ +90/ 586)","nucleotide binding","protein_wo_NA","Exp","carbonSource","glucoseglycerol","MF"
"87","yddA","GO:0000166~nucleotide binding",0.0371077570214904,1,1.43053529578944,1.81846537827823e-10,586,1.43053529578944,13,90,129,"nucleotide binding
 padj:0.00000 N( -129/ +90/ 586)","nucleotide binding","protein_wo_NA","Exp","carbonSource","glucoseglycerol","MF"
"88","wzc","GO:0000166~nucleotide binding",0.039584528274609,1,1.40247452614311,1.81846537827823e-10,586,1.40247452614311,12,90,129,"nucleotide binding
 padj:0.00000 N( -129/ +90/ 586)","nucleotide binding","protein_wo_NA","Exp","carbonSource","glucoseglycerol","MF"
"89","maeB","GO:0000166~nucleotide binding",0.04008136932053,1,1.39705744986058,1.81846537827823e-10,586,1.39705744986058,11,90,129,"nucleotide binding
 padj:0.00000 N( -129/ +90/ 586)","nucleotide binding","protein_wo_NA","Exp","carbonSource","glucoseglycerol","MF"
"90","prkB","GO:0000166~nucleotide binding",0.0411857807710542,1,1.38525269655303,1.81846537827823e-10,586,1.38525269655303,10,90,129,"nucleotide binding
 padj:0.00000 N( -129/ +90/ 586)","nucleotide binding","protein_wo_NA","Exp","carbonSource","glucoseglycerol","MF"
"91","xylB","GO:0000166~nucleotide binding",0.041877076988396,1,1.37802363960334,1.81846537827823e-10,586,1.37802363960334,9,90,129,"nucleotide binding
 padj:0.00000 N( -129/ +90/ 586)","nucleotide binding","protein_wo_NA","Exp","carbonSource","glucoseglycerol","MF"
"92","eutP","GO:0000166~nucleotide binding",0.0420265373352569,1,1.37647639105905,1.81846537827823e-10,586,1.37647639105905,8,90,129,"nucleotide binding
 padj:0.00000 N( -129/ +90/ 586)","nucleotide binding","protein_wo_NA","Exp","carbonSource","glucoseglycerol","MF"
"93","yojI","GO:0000166~nucleotide binding",0.0430643633505256,1,1.36588196886805,1.81846537827823e-10,586,1.36588196886805,7,90,129,"nucleotide binding
 padj:0.00000 N( -129/ +90/ 586)","nucleotide binding","protein_wo_NA","Exp","carbonSource","glucoseglycerol","MF"
"94","alsA","GO:0000166~nucleotide binding",0.0431391436108062,1,1.36512848067049,1.81846537827823e-10,586,1.36512848067049,6,90,129,"nucleotide binding
 padj:0.00000 N( -129/ +90/ 586)","nucleotide binding","protein_wo_NA","Exp","carbonSource","glucoseglycerol","MF"
"95","hyfG","GO:0000166~nucleotide binding",0.0445046145054604,1,1.35159495642675,1.81846537827823e-10,586,1.35159495642675,5,90,129,"nucleotide binding
 padj:0.00000 N( -129/ +90/ 586)","nucleotide binding","protein_wo_NA","Exp","carbonSource","glucoseglycerol","MF"
"96","hpaB","GO:0000166~nucleotide binding",0.0456405487241088,1,1.34064914281605,1.81846537827823e-10,586,1.34064914281605,4,90,129,"nucleotide binding
 padj:0.00000 N( -129/ +90/ 586)","nucleotide binding","protein_wo_NA","Exp","carbonSource","glucoseglycerol","MF"
"97","pspF","GO:0000166~nucleotide binding",0.0476656650283578,1,1.32179434335028,1.81846537827823e-10,586,1.32179434335028,3,90,129,"nucleotide binding
 padj:0.00000 N( -129/ +90/ 586)","nucleotide binding","protein_wo_NA","Exp","carbonSource","glucoseglycerol","MF"
"98","yfaL","GO:0000166~nucleotide binding",0.0488652427642501,1,1.31099993929802,1.81846537827823e-10,586,1.31099993929802,2,90,129,"nucleotide binding
 padj:0.00000 N( -129/ +90/ 586)","nucleotide binding","protein_wo_NA","Exp","carbonSource","glucoseglycerol","MF"
