"","ID","MF_Name","padj_gene","signChange","score_gene","FDR_GoMF","numGenesInCat","abs_score","rank","numSigP","numSigN","MF_Name_long","MF_Name_short","pick_data","growthPhase","test_for","vs","df_category"
"11","rpsI","GO:0000049~tRNA binding",1.30837310048706e-12,-1,-11.883268393338,1.00200726715904e-07,18,11.883268393338,-11,0,16,"tRNA binding
 padj:0.00000 N( -16/ +0/ 18)","tRNA binding","protein_wo_NA","Exp","Na_mM_Levels","baseNahighNa","MF"
"12","rpmA","GO:0000049~tRNA binding",4.55150273984402e-13,-1,-12.3418451915028,1.00200726715904e-07,18,12.3418451915028,-12,0,16,"tRNA binding
 padj:0.00000 N( -16/ +0/ 18)","tRNA binding","protein_wo_NA","Exp","Na_mM_Levels","baseNahighNa","MF"
"13","rpsJ","GO:0000049~tRNA binding",3.97881119355776e-13,-1,-12.4002466689314,1.00200726715904e-07,18,12.4002466689314,-13,0,16,"tRNA binding
 padj:0.00000 N( -16/ +0/ 18)","tRNA binding","protein_wo_NA","Exp","Na_mM_Levels","baseNahighNa","MF"
"14","rplE","GO:0000049~tRNA binding",8.95870402399669e-14,-1,-13.0477548113128,1.00200726715904e-07,18,13.0477548113128,-14,0,16,"tRNA binding
 padj:0.00000 N( -16/ +0/ 18)","tRNA binding","protein_wo_NA","Exp","Na_mM_Levels","baseNahighNa","MF"
"15","rpsG","GO:0000049~tRNA binding",8.60567301762859e-15,-1,-14.0652151594546,1.00200726715904e-07,18,14.0652151594546,-15,0,16,"tRNA binding
 padj:0.00000 N( -16/ +0/ 18)","tRNA binding","protein_wo_NA","Exp","Na_mM_Levels","baseNahighNa","MF"
"16","rpsS","GO:0000049~tRNA binding",2.38782649839271e-15,-1,-14.6219972326214,1.00200726715904e-07,18,14.6219972326214,-16,0,16,"tRNA binding
 padj:0.00000 N( -16/ +0/ 18)","tRNA binding","protein_wo_NA","Exp","Na_mM_Levels","baseNahighNa","MF"
"17","proV","GO:0000166~nucleotide binding",1.27916649557882e-05,1,4.89307292432107,9.87251842038569e-20,586,4.89307292432107,159,159,276,"nucleotide binding
 padj:0.00000 N( -276/ +159/ 586)","nucleotide binding","protein_wo_NA","Exp","Na_mM_Levels","baseNahighNa","MF"
"18","mdlB","GO:0000166~nucleotide binding",6.0616569365749e-05,1,4.21740864645215,9.87251842038569e-20,586,4.21740864645215,158,159,276,"nucleotide binding
 padj:0.00000 N( -276/ +159/ 586)","nucleotide binding","protein_wo_NA","Exp","Na_mM_Levels","baseNahighNa","MF"
"19","norV","GO:0000166~nucleotide binding",0.00023377403622546,1,3.63120372478308,9.87251842038569e-20,586,3.63120372478308,157,159,276,"nucleotide binding
 padj:0.00000 N( -276/ +159/ 586)","nucleotide binding","protein_wo_NA","Exp","Na_mM_Levels","baseNahighNa","MF"
"20","hycE","GO:0000166~nucleotide binding",0.00039755508887485,1,3.4006026830159,9.87251842038569e-20,586,3.4006026830159,156,159,276,"nucleotide binding
 padj:0.00000 N( -276/ +159/ 586)","nucleotide binding","protein_wo_NA","Exp","Na_mM_Levels","baseNahighNa","MF"
"21","yegI","GO:0000166~nucleotide binding",0.000502149938619617,1,3.29916658605751,9.87251842038569e-20,586,3.29916658605751,155,159,276,"nucleotide binding
 padj:0.00000 N( -276/ +159/ 586)","nucleotide binding","protein_wo_NA","Exp","Na_mM_Levels","baseNahighNa","MF"
"22","topB","GO:0000166~nucleotide binding",0.000566816944593524,1,3.24655717530272,9.87251842038569e-20,586,3.24655717530272,154,159,276,"nucleotide binding
 padj:0.00000 N( -276/ +159/ 586)","nucleotide binding","protein_wo_NA","Exp","Na_mM_Levels","baseNahighNa","MF"
"23","yifB","GO:0000166~nucleotide binding",0.000573278460435549,1,3.24163437549328,9.87251842038569e-20,586,3.24163437549328,153,159,276,"nucleotide binding
 padj:0.00000 N( -276/ +159/ 586)","nucleotide binding","protein_wo_NA","Exp","Na_mM_Levels","baseNahighNa","MF"
"24","lhr","GO:0000166~nucleotide binding",0.000650715290888555,1,3.18660898784045,9.87251842038569e-20,586,3.18660898784045,152,159,276,"nucleotide binding
 padj:0.00000 N( -276/ +159/ 586)","nucleotide binding","protein_wo_NA","Exp","Na_mM_Levels","baseNahighNa","MF"
"25","nrdD","GO:0000166~nucleotide binding",0.000780425923325837,1,3.10766831312378,9.87251842038569e-20,586,3.10766831312378,151,159,276,"nucleotide binding
 padj:0.00000 N( -276/ +159/ 586)","nucleotide binding","protein_wo_NA","Exp","Na_mM_Levels","baseNahighNa","MF"
"26","basS","GO:0000166~nucleotide binding",0.000980966900024765,1,3.00834564642139,9.87251842038569e-20,586,3.00834564642139,150,159,276,"nucleotide binding
 padj:0.00000 N( -276/ +159/ 586)","nucleotide binding","protein_wo_NA","Exp","Na_mM_Levels","baseNahighNa","MF"
"27","hcaD","GO:0000166~nucleotide binding",0.0011539739817161,1,2.93780398296929,9.87251842038569e-20,586,2.93780398296929,149,159,276,"nucleotide binding
 padj:0.00000 N( -276/ +159/ 586)","nucleotide binding","protein_wo_NA","Exp","Na_mM_Levels","baseNahighNa","MF"
"28","aceK","GO:0000166~nucleotide binding",0.00130508652411653,1,2.88436069468532,9.87251842038569e-20,586,2.88436069468532,148,159,276,"nucleotide binding
 padj:0.00000 N( -276/ +159/ 586)","nucleotide binding","protein_wo_NA","Exp","Na_mM_Levels","baseNahighNa","MF"
"29","evgS","GO:0000166~nucleotide binding",0.00147288808507904,1,2.83183025103864,9.87251842038569e-20,586,2.83183025103864,147,159,276,"nucleotide binding
 padj:0.00000 N( -276/ +159/ 586)","nucleotide binding","protein_wo_NA","Exp","Na_mM_Levels","baseNahighNa","MF"
"30","nikE","GO:0000166~nucleotide binding",0.00180222891433646,1,2.74419004692017,9.87251842038569e-20,586,2.74419004692017,146,159,276,"nucleotide binding
 padj:0.00000 N( -276/ +159/ 586)","nucleotide binding","protein_wo_NA","Exp","Na_mM_Levels","baseNahighNa","MF"
"31","phoR","GO:0000166~nucleotide binding",0.00180746269591589,1,2.74293065731148,9.87251842038569e-20,586,2.74293065731148,145,159,276,"nucleotide binding
 padj:0.00000 N( -276/ +159/ 586)","nucleotide binding","protein_wo_NA","Exp","Na_mM_Levels","baseNahighNa","MF"
"32","atoS","GO:0000166~nucleotide binding",0.00190406250647977,1,2.72031879871748,9.87251842038569e-20,586,2.72031879871748,144,159,276,"nucleotide binding
 padj:0.00000 N( -276/ +159/ 586)","nucleotide binding","protein_wo_NA","Exp","Na_mM_Levels","baseNahighNa","MF"
"33","atoC","GO:0000166~nucleotide binding",0.00216690833015524,1,2.66415946087669,9.87251842038569e-20,586,2.66415946087669,143,159,276,"nucleotide binding
 padj:0.00000 N( -276/ +159/ 586)","nucleotide binding","protein_wo_NA","Exp","Na_mM_Levels","baseNahighNa","MF"
"34","rimK","GO:0000166~nucleotide binding",0.00232683375231712,1,2.63323464508909,9.87251842038569e-20,586,2.63323464508909,142,159,276,"nucleotide binding
 padj:0.00000 N( -276/ +159/ 586)","nucleotide binding","protein_wo_NA","Exp","Na_mM_Levels","baseNahighNa","MF"
"35","ygiY","GO:0000166~nucleotide binding",0.00269388576366706,1,2.56962082481977,9.87251842038569e-20,586,2.56962082481977,141,159,276,"nucleotide binding
 padj:0.00000 N( -276/ +159/ 586)","nucleotide binding","protein_wo_NA","Exp","Na_mM_Levels","baseNahighNa","MF"
"36","ybhF","GO:0000166~nucleotide binding",0.00284292158649531,1,2.5462351188611,9.87251842038569e-20,586,2.5462351188611,140,159,276,"nucleotide binding
 padj:0.00000 N( -276/ +159/ 586)","nucleotide binding","protein_wo_NA","Exp","Na_mM_Levels","baseNahighNa","MF"
"37","kdpB","GO:0000166~nucleotide binding",0.00288886740651734,1,2.53927239098355,9.87251842038569e-20,586,2.53927239098355,139,159,276,"nucleotide binding
 padj:0.00000 N( -276/ +159/ 586)","nucleotide binding","protein_wo_NA","Exp","Na_mM_Levels","baseNahighNa","MF"
"38","ygfT","GO:0000166~nucleotide binding",0.00311555639504858,1,2.50646438312315,9.87251842038569e-20,586,2.50646438312315,138,159,276,"nucleotide binding
 padj:0.00000 N( -276/ +159/ 586)","nucleotide binding","protein_wo_NA","Exp","Na_mM_Levels","baseNahighNa","MF"
"39","hpaB","GO:0000166~nucleotide binding",0.00319392654753182,1,2.4956750757894,9.87251842038569e-20,586,2.4956750757894,137,159,276,"nucleotide binding
 padj:0.00000 N( -276/ +159/ 586)","nucleotide binding","protein_wo_NA","Exp","Na_mM_Levels","baseNahighNa","MF"
"40","recB","GO:0000166~nucleotide binding",0.00323337772124589,1,2.49034355840399,9.87251842038569e-20,586,2.49034355840399,136,159,276,"nucleotide binding
 padj:0.00000 N( -276/ +159/ 586)","nucleotide binding","protein_wo_NA","Exp","Na_mM_Levels","baseNahighNa","MF"
"41","nanK","GO:0000166~nucleotide binding",0.00334505127907382,1,2.47559722018372,9.87251842038569e-20,586,2.47559722018372,135,159,276,"nucleotide binding
 padj:0.00000 N( -276/ +159/ 586)","nucleotide binding","protein_wo_NA","Exp","Na_mM_Levels","baseNahighNa","MF"
"42","yhiH","GO:0000166~nucleotide binding",0.0034800142683592,1,2.45841897540487,9.87251842038569e-20,586,2.45841897540487,134,159,276,"nucleotide binding
 padj:0.00000 N( -276/ +159/ 586)","nucleotide binding","protein_wo_NA","Exp","Na_mM_Levels","baseNahighNa","MF"
"43","lon","GO:0000166~nucleotide binding",0.00348861420385156,1,2.45734705531614,9.87251842038569e-20,586,2.45734705531614,133,159,276,"nucleotide binding
 padj:0.00000 N( -276/ +159/ 586)","nucleotide binding","protein_wo_NA","Exp","Na_mM_Levels","baseNahighNa","MF"
"44","fixB","GO:0000166~nucleotide binding",0.0034912268359025,1,2.45702193280131,9.87251842038569e-20,586,2.45702193280131,132,159,276,"nucleotide binding
 padj:0.00000 N( -276/ +159/ 586)","nucleotide binding","protein_wo_NA","Exp","Na_mM_Levels","baseNahighNa","MF"
"45","yejO","GO:0000166~nucleotide binding",0.00390256532099398,1,2.40864981899974,9.87251842038569e-20,586,2.40864981899974,131,159,276,"nucleotide binding
 padj:0.00000 N( -276/ +159/ 586)","nucleotide binding","protein_wo_NA","Exp","Na_mM_Levels","baseNahighNa","MF"
"46","ytfR","GO:0000166~nucleotide binding",0.00415743682805285,1,2.38117434113105,9.87251842038569e-20,586,2.38117434113105,130,159,276,"nucleotide binding
 padj:0.00000 N( -276/ +159/ 586)","nucleotide binding","protein_wo_NA","Exp","Na_mM_Levels","baseNahighNa","MF"
"47","caiA","GO:0000166~nucleotide binding",0.00444010252211316,1,2.35260700189575,9.87251842038569e-20,586,2.35260700189575,129,159,276,"nucleotide binding
 padj:0.00000 N( -276/ +159/ 586)","nucleotide binding","protein_wo_NA","Exp","Na_mM_Levels","baseNahighNa","MF"
"48","zraS","GO:0000166~nucleotide binding",0.00498923743921631,1,2.30196582737217,9.87251842038569e-20,586,2.30196582737217,128,159,276,"nucleotide binding
 padj:0.00000 N( -276/ +159/ 586)","nucleotide binding","protein_wo_NA","Exp","Na_mM_Levels","baseNahighNa","MF"
"49","yddO","GO:0000166~nucleotide binding",0.0053805711548563,1,2.26917162094392,9.87251842038569e-20,586,2.26917162094392,127,159,276,"nucleotide binding
 padj:0.00000 N( -276/ +159/ 586)","nucleotide binding","protein_wo_NA","Exp","Na_mM_Levels","baseNahighNa","MF"
"50","phnN","GO:0000166~nucleotide binding",0.00541981016126769,1,2.26601592515124,9.87251842038569e-20,586,2.26601592515124,126,159,276,"nucleotide binding
 padj:0.00000 N( -276/ +159/ 586)","nucleotide binding","protein_wo_NA","Exp","Na_mM_Levels","baseNahighNa","MF"
"51","fhlA","GO:0000166~nucleotide binding",0.00546493517416741,1,2.26241498534618,9.87251842038569e-20,586,2.26241498534618,125,159,276,"nucleotide binding
 padj:0.00000 N( -276/ +159/ 586)","nucleotide binding","protein_wo_NA","Exp","Na_mM_Levels","baseNahighNa","MF"
"52","yraR","GO:0000166~nucleotide binding",0.00581794813758113,1,2.23523015446447,9.87251842038569e-20,586,2.23523015446447,124,159,276,"nucleotide binding
 padj:0.00000 N( -276/ +159/ 586)","nucleotide binding","protein_wo_NA","Exp","Na_mM_Levels","baseNahighNa","MF"
"53","garK","GO:0000166~nucleotide binding",0.00582047735537694,1,2.23504139605377,9.87251842038569e-20,586,2.23504139605377,123,159,276,"nucleotide binding
 padj:0.00000 N( -276/ +159/ 586)","nucleotide binding","protein_wo_NA","Exp","Na_mM_Levels","baseNahighNa","MF"
"54","uhpB","GO:0000166~nucleotide binding",0.0058248113486602,1,2.23471813580626,9.87251842038569e-20,586,2.23471813580626,122,159,276,"nucleotide binding
 padj:0.00000 N( -276/ +159/ 586)","nucleotide binding","protein_wo_NA","Exp","Na_mM_Levels","baseNahighNa","MF"
"55","pspF","GO:0000166~nucleotide binding",0.00588793728778672,1,2.2300368243012,9.87251842038569e-20,586,2.2300368243012,121,159,276,"nucleotide binding
 padj:0.00000 N( -276/ +159/ 586)","nucleotide binding","protein_wo_NA","Exp","Na_mM_Levels","baseNahighNa","MF"
"56","cpxA","GO:0000166~nucleotide binding",0.00590644825749865,1,2.22867359625162,9.87251842038569e-20,586,2.22867359625162,120,159,276,"nucleotide binding
 padj:0.00000 N( -276/ +159/ 586)","nucleotide binding","protein_wo_NA","Exp","Na_mM_Levels","baseNahighNa","MF"
"57","gspE","GO:0000166~nucleotide binding",0.00591479103375845,1,2.22806059414488,9.87251842038569e-20,586,2.22806059414488,119,159,276,"nucleotide binding
 padj:0.00000 N( -276/ +159/ 586)","nucleotide binding","protein_wo_NA","Exp","Na_mM_Levels","baseNahighNa","MF"
"58","lyxK","GO:0000166~nucleotide binding",0.00593969177484634,1,2.22623609103842,9.87251842038569e-20,586,2.22623609103842,118,159,276,"nucleotide binding
 padj:0.00000 N( -276/ +159/ 586)","nucleotide binding","protein_wo_NA","Exp","Na_mM_Levels","baseNahighNa","MF"
"59","hrpB","GO:0000166~nucleotide binding",0.0059601593589389,1,2.22474212821571,9.87251842038569e-20,586,2.22474212821571,117,159,276,"nucleotide binding
 padj:0.00000 N( -276/ +159/ 586)","nucleotide binding","protein_wo_NA","Exp","Na_mM_Levels","baseNahighNa","MF"
"60","ydcT","GO:0000166~nucleotide binding",0.00600887101590667,1,2.22120711828352,9.87251842038569e-20,586,2.22120711828352,116,159,276,"nucleotide binding
 padj:0.00000 N( -276/ +159/ 586)","nucleotide binding","protein_wo_NA","Exp","Na_mM_Levels","baseNahighNa","MF"
"61","mobB","GO:0000166~nucleotide binding",0.00612502608389803,1,2.2128920574828,9.87251842038569e-20,586,2.2128920574828,115,159,276,"nucleotide binding
 padj:0.00000 N( -276/ +159/ 586)","nucleotide binding","protein_wo_NA","Exp","Na_mM_Levels","baseNahighNa","MF"
"62","rtcR","GO:0000166~nucleotide binding",0.00622868201010703,1,2.20560384038625,9.87251842038569e-20,586,2.20560384038625,114,159,276,"nucleotide binding
 padj:0.00000 N( -276/ +159/ 586)","nucleotide binding","protein_wo_NA","Exp","Na_mM_Levels","baseNahighNa","MF"
"63","citA","GO:0000166~nucleotide binding",0.00623817965347398,1,2.20494212214237,9.87251842038569e-20,586,2.20494212214237,113,159,276,"nucleotide binding
 padj:0.00000 N( -276/ +159/ 586)","nucleotide binding","protein_wo_NA","Exp","Na_mM_Levels","baseNahighNa","MF"
"64","hyfR","GO:0000166~nucleotide binding",0.00638653951287983,1,2.19473439654358,9.87251842038569e-20,586,2.19473439654358,112,159,276,"nucleotide binding
 padj:0.00000 N( -276/ +159/ 586)","nucleotide binding","protein_wo_NA","Exp","Na_mM_Levels","baseNahighNa","MF"
"65","yagS","GO:0000166~nucleotide binding",0.00651991831022293,1,2.18575784562416,9.87251842038569e-20,586,2.18575784562416,111,159,276,"nucleotide binding
 padj:0.00000 N( -276/ +159/ 586)","nucleotide binding","protein_wo_NA","Exp","Na_mM_Levels","baseNahighNa","MF"
"66","yadB","GO:0000166~nucleotide binding",0.00659906384977713,1,2.18051766956609,9.87251842038569e-20,586,2.18051766956609,110,159,276,"nucleotide binding
 padj:0.00000 N( -276/ +159/ 586)","nucleotide binding","protein_wo_NA","Exp","Na_mM_Levels","baseNahighNa","MF"
"67","dinG","GO:0000166~nucleotide binding",0.00665156385872575,1,2.1770762350927,9.87251842038569e-20,586,2.1770762350927,109,159,276,"nucleotide binding
 padj:0.00000 N( -276/ +159/ 586)","nucleotide binding","protein_wo_NA","Exp","Na_mM_Levels","baseNahighNa","MF"
"68","alsK","GO:0000166~nucleotide binding",0.00704661481785841,1,2.15201946726398,9.87251842038569e-20,586,2.15201946726398,108,159,276,"nucleotide binding
 padj:0.00000 N( -276/ +159/ 586)","nucleotide binding","protein_wo_NA","Exp","Na_mM_Levels","baseNahighNa","MF"
"69","yoaA","GO:0000166~nucleotide binding",0.00710629714882323,1,2.14835663650387,9.87251842038569e-20,586,2.14835663650387,107,159,276,"nucleotide binding
 padj:0.00000 N( -276/ +159/ 586)","nucleotide binding","protein_wo_NA","Exp","Na_mM_Levels","baseNahighNa","MF"
"70","yghA","GO:0000166~nucleotide binding",0.00714308500299246,1,2.14611418172329,9.87251842038569e-20,586,2.14611418172329,106,159,276,"nucleotide binding
 padj:0.00000 N( -276/ +159/ 586)","nucleotide binding","protein_wo_NA","Exp","Na_mM_Levels","baseNahighNa","MF"
"71","menE","GO:0000166~nucleotide binding",0.007317385530351,1,2.13564406273438,9.87251842038569e-20,586,2.13564406273438,105,159,276,"nucleotide binding
 padj:0.00000 N( -276/ +159/ 586)","nucleotide binding","protein_wo_NA","Exp","Na_mM_Levels","baseNahighNa","MF"
"72","ycjV","GO:0000166~nucleotide binding",0.00753503885394856,1,2.1229145039317,9.87251842038569e-20,586,2.1229145039317,104,159,276,"nucleotide binding
 padj:0.00000 N( -276/ +159/ 586)","nucleotide binding","protein_wo_NA","Exp","Na_mM_Levels","baseNahighNa","MF"
"73","betA","GO:0000166~nucleotide binding",0.00773686105549975,1,2.11143520246663,9.87251842038569e-20,586,2.11143520246663,103,159,276,"nucleotide binding
 padj:0.00000 N( -276/ +159/ 586)","nucleotide binding","protein_wo_NA","Exp","Na_mM_Levels","baseNahighNa","MF"
"74","ygfK","GO:0000166~nucleotide binding",0.00776894336269146,1,2.10963804464278,9.87251842038569e-20,586,2.10963804464278,102,159,276,"nucleotide binding
 padj:0.00000 N( -276/ +159/ 586)","nucleotide binding","protein_wo_NA","Exp","Na_mM_Levels","baseNahighNa","MF"
"75","hofB","GO:0000166~nucleotide binding",0.00783887002714624,1,2.10574653633897,9.87251842038569e-20,586,2.10574653633897,101,159,276,"nucleotide binding
 padj:0.00000 N( -276/ +159/ 586)","nucleotide binding","protein_wo_NA","Exp","Na_mM_Levels","baseNahighNa","MF"
"76","dhaR","GO:0000166~nucleotide binding",0.00812756957560337,1,2.09003930406238,9.87251842038569e-20,586,2.09003930406238,100,159,276,"nucleotide binding
 padj:0.00000 N( -276/ +159/ 586)","nucleotide binding","protein_wo_NA","Exp","Na_mM_Levels","baseNahighNa","MF"
"77","yfiQ","GO:0000166~nucleotide binding",0.00816021845855306,1,2.08829821452137,9.87251842038569e-20,586,2.08829821452137,99,159,276,"nucleotide binding
 padj:0.00000 N( -276/ +159/ 586)","nucleotide binding","protein_wo_NA","Exp","Na_mM_Levels","baseNahighNa","MF"
"78","nirB","GO:0000166~nucleotide binding",0.00829949338863656,1,2.08094841668833,9.87251842038569e-20,586,2.08094841668833,98,159,276,"nucleotide binding
 padj:0.00000 N( -276/ +159/ 586)","nucleotide binding","protein_wo_NA","Exp","Na_mM_Levels","baseNahighNa","MF"
"79","recQ","GO:0000166~nucleotide binding",0.00835866432811963,1,2.07786311505755,9.87251842038569e-20,586,2.07786311505755,97,159,276,"nucleotide binding
 padj:0.00000 N( -276/ +159/ 586)","nucleotide binding","protein_wo_NA","Exp","Na_mM_Levels","baseNahighNa","MF"
"80","prpR","GO:0000166~nucleotide binding",0.0089348413713759,1,2.04891315352741,9.87251842038569e-20,586,2.04891315352741,96,159,276,"nucleotide binding
 padj:0.00000 N( -276/ +159/ 586)","nucleotide binding","protein_wo_NA","Exp","Na_mM_Levels","baseNahighNa","MF"
"81","thiQ","GO:0000166~nucleotide binding",0.00899150999972479,1,2.04616736839134,9.87251842038569e-20,586,2.04616736839134,95,159,276,"nucleotide binding
 padj:0.00000 N( -276/ +159/ 586)","nucleotide binding","protein_wo_NA","Exp","Na_mM_Levels","baseNahighNa","MF"
"82","yehX","GO:0000166~nucleotide binding",0.00908376444198296,1,2.0417341363274,9.87251842038569e-20,586,2.0417341363274,94,159,276,"nucleotide binding
 padj:0.00000 N( -276/ +159/ 586)","nucleotide binding","protein_wo_NA","Exp","Na_mM_Levels","baseNahighNa","MF"
"83","prpE","GO:0000166~nucleotide binding",0.00921875598395668,1,2.03532768043817,9.87251842038569e-20,586,2.03532768043817,93,159,276,"nucleotide binding
 padj:0.00000 N( -276/ +159/ 586)","nucleotide binding","protein_wo_NA","Exp","Na_mM_Levels","baseNahighNa","MF"
"84","yehL","GO:0000166~nucleotide binding",0.00930755531616064,1,2.03116437402636,9.87251842038569e-20,586,2.03116437402636,92,159,276,"nucleotide binding
 padj:0.00000 N( -276/ +159/ 586)","nucleotide binding","protein_wo_NA","Exp","Na_mM_Levels","baseNahighNa","MF"
"85","priA","GO:0000166~nucleotide binding",0.0094815079964567,1,2.02312258434376,9.87251842038569e-20,586,2.02312258434376,91,159,276,"nucleotide binding
 padj:0.00000 N( -276/ +159/ 586)","nucleotide binding","protein_wo_NA","Exp","Na_mM_Levels","baseNahighNa","MF"
"86","argK","GO:0000166~nucleotide binding",0.00972053562489239,1,2.01230980374388,9.87251842038569e-20,586,2.01230980374388,90,159,276,"nucleotide binding
 padj:0.00000 N( -276/ +159/ 586)","nucleotide binding","protein_wo_NA","Exp","Na_mM_Levels","baseNahighNa","MF"
"87","torS","GO:0000166~nucleotide binding",0.00980788880711956,1,2.00842446643171,9.87251842038569e-20,586,2.00842446643171,89,159,276,"nucleotide binding
 padj:0.00000 N( -276/ +159/ 586)","nucleotide binding","protein_wo_NA","Exp","Na_mM_Levels","baseNahighNa","MF"
"88","citC","GO:0000166~nucleotide binding",0.00982837761012025,1,2.00751816610718,9.87251842038569e-20,586,2.00751816610718,88,159,276,"nucleotide binding
 padj:0.00000 N( -276/ +159/ 586)","nucleotide binding","protein_wo_NA","Exp","Na_mM_Levels","baseNahighNa","MF"
"89","ybjD","GO:0000166~nucleotide binding",0.0102472710148075,1,1.98939177763372,9.87251842038569e-20,586,1.98939177763372,87,159,276,"nucleotide binding
 padj:0.00000 N( -276/ +159/ 586)","nucleotide binding","protein_wo_NA","Exp","Na_mM_Levels","baseNahighNa","MF"
"90","ybdK","GO:0000166~nucleotide binding",0.0104010945533893,1,1.98292095555851,9.87251842038569e-20,586,1.98292095555851,86,159,276,"nucleotide binding
 padj:0.00000 N( -276/ +159/ 586)","nucleotide binding","protein_wo_NA","Exp","Na_mM_Levels","baseNahighNa","MF"
"91","yphE","GO:0000166~nucleotide binding",0.0104458101564558,1,1.98105787135302,9.87251842038569e-20,586,1.98105787135302,85,159,276,"nucleotide binding
 padj:0.00000 N( -276/ +159/ 586)","nucleotide binding","protein_wo_NA","Exp","Na_mM_Levels","baseNahighNa","MF"
"92","eutT","GO:0000166~nucleotide binding",0.0105629566796022,1,1.97621450131858,9.87251842038569e-20,586,1.97621450131858,83,159,276,"nucleotide binding
 padj:0.00000 N( -276/ +159/ 586)","nucleotide binding","protein_wo_NA","Exp","Na_mM_Levels","baseNahighNa","MF"
"93","yedV","GO:0000166~nucleotide binding",0.0105629566796022,1,1.97621450131858,9.87251842038569e-20,586,1.97621450131858,84,159,276,"nucleotide binding
 padj:0.00000 N( -276/ +159/ 586)","nucleotide binding","protein_wo_NA","Exp","Na_mM_Levels","baseNahighNa","MF"
"94","bax","GO:0000166~nucleotide binding",0.0107140551371579,1,1.97004612297139,9.87251842038569e-20,586,1.97004612297139,82,159,276,"nucleotide binding
 padj:0.00000 N( -276/ +159/ 586)","nucleotide binding","protein_wo_NA","Exp","Na_mM_Levels","baseNahighNa","MF"
"95","hyfG","GO:0000166~nucleotide binding",0.0107743175479067,1,1.96761022878344,9.87251842038569e-20,586,1.96761022878344,81,159,276,"nucleotide binding
 padj:0.00000 N( -276/ +159/ 586)","nucleotide binding","protein_wo_NA","Exp","Na_mM_Levels","baseNahighNa","MF"
"96","macB","GO:0000166~nucleotide binding",0.0109128236798274,1,1.96206286170303,9.87251842038569e-20,586,1.96206286170303,80,159,276,"nucleotide binding
 padj:0.00000 N( -276/ +159/ 586)","nucleotide binding","protein_wo_NA","Exp","Na_mM_Levels","baseNahighNa","MF"
