"","ID","MF_Name","padj_gene","log2","signChange","score_gene","FDR_GoMF","numGenesInCat","abs_score","rank","numSigP","numSigN","MF_Name_long","MF_Name_short","pick_data","growthPhase","test_for","vs","df_category"
"21","pspF","GO:0000166~nucleotide binding",0.00081258278224633,2.24987334841344,1,3.09013238414427,5.82867087928207e-13,586,3.09013238414427,84,89,205,"nucleotide binding
 padj:0.00000 N( -205/ +89/ 586)","nucleotide binding","protein","Sta","Na_mM_Levels","baseNahighNa","MF"
"22","hpaB","GO:0000166~nucleotide binding",0.00212070688009737,2.28632840394918,1,2.67351935465809,5.82867087928207e-13,586,2.67351935465809,83,89,205,"nucleotide binding
 padj:0.00000 N( -205/ +89/ 586)","nucleotide binding","protein","Sta","Na_mM_Levels","baseNahighNa","MF"
"23","nirB","GO:0000166~nucleotide binding",0.00387854560480423,2.54675259995152,1,2.4113310976584,5.82867087928207e-13,586,2.4113310976584,82,89,205,"nucleotide binding
 padj:0.00000 N( -205/ +89/ 586)","nucleotide binding","protein","Sta","Na_mM_Levels","baseNahighNa","MF"
"24","rhaB","GO:0000166~nucleotide binding",0.00403167534263451,2.31969258693376,1,2.39451444744031,5.82867087928207e-13,586,2.39451444744031,81,89,205,"nucleotide binding
 padj:0.00000 N( -205/ +89/ 586)","nucleotide binding","protein","Sta","Na_mM_Levels","baseNahighNa","MF"
"25","ybbA","GO:0000166~nucleotide binding",0.00498738459415016,2.17501180800877,1,2.30212714056908,5.82867087928207e-13,586,2.30212714056908,80,89,205,"nucleotide binding
 padj:0.00000 N( -205/ +89/ 586)","nucleotide binding","protein","Sta","Na_mM_Levels","baseNahighNa","MF"
"26","dinG","GO:0000166~nucleotide binding",0.00505925260527412,1.61552708313334,1,2.29591363600202,5.82867087928207e-13,586,2.29591363600202,79,89,205,"nucleotide binding
 padj:0.00000 N( -205/ +89/ 586)","nucleotide binding","protein","Sta","Na_mM_Levels","baseNahighNa","MF"
"27","ycjV","GO:0000166~nucleotide binding",0.00554019571816905,2.02115412333281,1,2.25647489270489,5.82867087928207e-13,586,2.25647489270489,78,89,205,"nucleotide binding
 padj:0.00000 N( -205/ +89/ 586)","nucleotide binding","protein","Sta","Na_mM_Levels","baseNahighNa","MF"
"28","zraS","GO:0000166~nucleotide binding",0.00598648560424595,2.18754033246962,1,2.22282805751076,5.82867087928207e-13,586,2.22282805751076,77,89,205,"nucleotide binding
 padj:0.00000 N( -205/ +89/ 586)","nucleotide binding","protein","Sta","Na_mM_Levels","baseNahighNa","MF"
"29","fhlA","GO:0000166~nucleotide binding",0.00614232355011238,2.07282588710359,1,2.21166731060095,5.82867087928207e-13,586,2.21166731060095,76,89,205,"nucleotide binding
 padj:0.00000 N( -205/ +89/ 586)","nucleotide binding","protein","Sta","Na_mM_Levels","baseNahighNa","MF"
"30","baeS","GO:0000166~nucleotide binding",0.00615854752350993,1.75423756629789,1,2.21052170291762,5.82867087928207e-13,586,2.21052170291762,75,89,205,"nucleotide binding
 padj:0.00000 N( -205/ +89/ 586)","nucleotide binding","protein","Sta","Na_mM_Levels","baseNahighNa","MF"
"31","atoC","GO:0000166~nucleotide binding",0.00798658585180312,1.690860737214,1,2.09763883552996,5.82867087928207e-13,586,2.09763883552996,74,89,205,"nucleotide binding
 padj:0.00000 N( -205/ +89/ 586)","nucleotide binding","protein","Sta","Na_mM_Levels","baseNahighNa","MF"
"32","glxK","GO:0000166~nucleotide binding",0.00836670440731345,2.06724725081042,1,2.07744557421261,5.82867087928207e-13,586,2.07744557421261,73,89,205,"nucleotide binding
 padj:0.00000 N( -205/ +89/ 586)","nucleotide binding","protein","Sta","Na_mM_Levels","baseNahighNa","MF"
"33","hrpB","GO:0000166~nucleotide binding",0.00875240408823174,1.76588062015045,1,2.05787263968089,5.82867087928207e-13,586,2.05787263968089,72,89,205,"nucleotide binding
 padj:0.00000 N( -205/ +89/ 586)","nucleotide binding","protein","Sta","Na_mM_Levels","baseNahighNa","MF"
"34","yddO","GO:0000166~nucleotide binding",0.00924538628884477,2.14826423869855,1,2.03407493852223,5.82867087928207e-13,586,2.03407493852223,71,89,205,"nucleotide binding
 padj:0.00000 N( -205/ +89/ 586)","nucleotide binding","protein","Sta","Na_mM_Levels","baseNahighNa","MF"
"35","phnN","GO:0000166~nucleotide binding",0.00992038978751269,2.25225408971205,1,2.00347126340629,5.82867087928207e-13,586,2.00347126340629,70,89,205,"nucleotide binding
 padj:0.00000 N( -205/ +89/ 586)","nucleotide binding","protein","Sta","Na_mM_Levels","baseNahighNa","MF"
"36","inaA","GO:0000166~nucleotide binding",0.0109868763762328,2.11559804084829,1,1.95912576211587,5.82867087928207e-13,586,1.95912576211587,69,89,205,"nucleotide binding
 padj:0.00000 N( -205/ +89/ 586)","nucleotide binding","protein","Sta","Na_mM_Levels","baseNahighNa","MF"
"37","ydiO","GO:0000166~nucleotide binding",0.011531239040438,2.18689170763031,1,1.93812402492438,5.82867087928207e-13,586,1.93812402492438,68,89,205,"nucleotide binding
 padj:0.00000 N( -205/ +89/ 586)","nucleotide binding","protein","Sta","Na_mM_Levels","baseNahighNa","MF"
"38","prpR","GO:0000166~nucleotide binding",0.012535716433828,1.90417391319556,1,1.90185084045592,5.82867087928207e-13,586,1.90185084045592,67,89,205,"nucleotide binding
 padj:0.00000 N( -205/ +89/ 586)","nucleotide binding","protein","Sta","Na_mM_Levels","baseNahighNa","MF"
"39","bax","GO:0000166~nucleotide binding",0.0132734295860044,1.99131029043559,1,1.87701684971745,5.82867087928207e-13,586,1.87701684971745,66,89,205,"nucleotide binding
 padj:0.00000 N( -205/ +89/ 586)","nucleotide binding","protein","Sta","Na_mM_Levels","baseNahighNa","MF"
"40","nikD","GO:0000166~nucleotide binding",0.0134465306473444,1.65840950786735,1,1.87138975395694,5.82867087928207e-13,586,1.87138975395694,65,89,205,"nucleotide binding
 padj:0.00000 N( -205/ +89/ 586)","nucleotide binding","protein","Sta","Na_mM_Levels","baseNahighNa","MF"
"41","lldD","GO:0000166~nucleotide binding",0.0144108123753103,1.99539205060949,1,1.8413115361763,5.82867087928207e-13,586,1.8413115361763,64,89,205,"nucleotide binding
 padj:0.00000 N( -205/ +89/ 586)","nucleotide binding","protein","Sta","Na_mM_Levels","baseNahighNa","MF"
"42","betA","GO:0000166~nucleotide binding",0.0151295985036333,1.53241813697559,1,1.82017259676004,5.82867087928207e-13,586,1.82017259676004,63,89,205,"nucleotide binding
 padj:0.00000 N( -205/ +89/ 586)","nucleotide binding","protein","Sta","Na_mM_Levels","baseNahighNa","MF"
"43","cpxA","GO:0000166~nucleotide binding",0.0167551420003965,1.43748712368691,1,1.77585188715265,5.82867087928207e-13,586,1.77585188715265,62,89,205,"nucleotide binding
 padj:0.00000 N( -205/ +89/ 586)","nucleotide binding","protein","Sta","Na_mM_Levels","baseNahighNa","MF"
"44","yeaP","GO:0000166~nucleotide binding",0.0177198300834781,2.07765156269007,1,1.75154044690504,5.82867087928207e-13,586,1.75154044690504,61,89,205,"nucleotide binding
 padj:0.00000 N( -205/ +89/ 586)","nucleotide binding","protein","Sta","Na_mM_Levels","baseNahighNa","MF"
"45","nikE","GO:0000166~nucleotide binding",0.018210436885541,1.87534521568489,1,1.73967963494623,5.82867087928207e-13,586,1.73967963494623,60,89,205,"nucleotide binding
 padj:0.00000 N( -205/ +89/ 586)","nucleotide binding","protein","Sta","Na_mM_Levels","baseNahighNa","MF"
"46","lyxK","GO:0000166~nucleotide binding",0.0182897391542778,1.82816281143499,1,1.73779248832706,5.82867087928207e-13,586,1.73779248832706,59,89,205,"nucleotide binding
 padj:0.00000 N( -205/ +89/ 586)","nucleotide binding","protein","Sta","Na_mM_Levels","baseNahighNa","MF"
"47","ygiY","GO:0000166~nucleotide binding",0.0188708140188399,1.6424101816701,1,1.72420936553378,5.82867087928207e-13,586,1.72420936553378,58,89,205,"nucleotide binding
 padj:0.00000 N( -205/ +89/ 586)","nucleotide binding","protein","Sta","Na_mM_Levels","baseNahighNa","MF"
"48","recN","GO:0000166~nucleotide binding",0.0189678177162226,1.89484337289912,1,1.7219826326496,5.82867087928207e-13,586,1.7219826326496,57,89,205,"nucleotide binding
 padj:0.00000 N( -205/ +89/ 586)","nucleotide binding","protein","Sta","Na_mM_Levels","baseNahighNa","MF"
"49","yhiH","GO:0000166~nucleotide binding",0.0190559402516472,1.6877093198664,1,1.71996961755423,5.82867087928207e-13,586,1.71996961755423,56,89,205,"nucleotide binding
 padj:0.00000 N( -205/ +89/ 586)","nucleotide binding","protein","Sta","Na_mM_Levels","baseNahighNa","MF"
"50","aas","GO:0000166~nucleotide binding",0.0197847619747403,1.4751818432492,1,1.70366917024904,5.82867087928207e-13,586,1.70366917024904,55,89,205,"nucleotide binding
 padj:0.00000 N( -205/ +89/ 586)","nucleotide binding","protein","Sta","Na_mM_Levels","baseNahighNa","MF"
"51","hyfR","GO:0000166~nucleotide binding",0.0204646814758486,1.89683935187455,1,1.68899501057688,5.82867087928207e-13,586,1.68899501057688,54,89,205,"nucleotide binding
 padj:0.00000 N( -205/ +89/ 586)","nucleotide binding","protein","Sta","Na_mM_Levels","baseNahighNa","MF"
"52","recQ","GO:0000166~nucleotide binding",0.020517250992562,1.80823963602178,1,1.68788082868393,5.82867087928207e-13,586,1.68788082868393,53,89,205,"nucleotide binding
 padj:0.00000 N( -205/ +89/ 586)","nucleotide binding","protein","Sta","Na_mM_Levels","baseNahighNa","MF"
"53","ybhF","GO:0000166~nucleotide binding",0.0210728531871082,1.80454894113928,1,1.67627665852922,5.82867087928207e-13,586,1.67627665852922,52,89,205,"nucleotide binding
 padj:0.00000 N( -205/ +89/ 586)","nucleotide binding","protein","Sta","Na_mM_Levels","baseNahighNa","MF"
"54","yghT","GO:0000166~nucleotide binding",0.0213748373047366,1.83380498103716,1,1.67009718223366,5.82867087928207e-13,586,1.67009718223366,51,89,205,"nucleotide binding
 padj:0.00000 N( -205/ +89/ 586)","nucleotide binding","protein","Sta","Na_mM_Levels","baseNahighNa","MF"
"55","citC","GO:0000166~nucleotide binding",0.0219906347737337,1.61491467046137,1,1.65776223427036,5.82867087928207e-13,586,1.65776223427036,49,89,205,"nucleotide binding
 padj:0.00000 N( -205/ +89/ 586)","nucleotide binding","protein","Sta","Na_mM_Levels","baseNahighNa","MF"
"56","zntR","GO:0000166~nucleotide binding",0.0219906347737337,1.91048503340772,1,1.65776223427036,5.82867087928207e-13,586,1.65776223427036,50,89,205,"nucleotide binding
 padj:0.00000 N( -205/ +89/ 586)","nucleotide binding","protein","Sta","Na_mM_Levels","baseNahighNa","MF"
"57","phnL","GO:0000166~nucleotide binding",0.0226531668926177,1.99598990743528,1,1.64487107542392,5.82867087928207e-13,586,1.64487107542392,48,89,205,"nucleotide binding
 padj:0.00000 N( -205/ +89/ 586)","nucleotide binding","protein","Sta","Na_mM_Levels","baseNahighNa","MF"
"58","phnK","GO:0000166~nucleotide binding",0.0230303690099616,1.9206992627776,1,1.63769910338591,5.82867087928207e-13,586,1.63769910338591,47,89,205,"nucleotide binding
 padj:0.00000 N( -205/ +89/ 586)","nucleotide binding","protein","Sta","Na_mM_Levels","baseNahighNa","MF"
"59","phnC","GO:0000166~nucleotide binding",0.0241444780823695,1.95500525718568,1,1.61718217806222,5.82867087928207e-13,586,1.61718217806222,46,89,205,"nucleotide binding
 padj:0.00000 N( -205/ +89/ 586)","nucleotide binding","protein","Sta","Na_mM_Levels","baseNahighNa","MF"
"60","lon","GO:0000166~nucleotide binding",0.0242180969868312,1.78766292770058,1,1.6158599859076,5.82867087928207e-13,586,1.6158599859076,44,89,205,"nucleotide binding
 padj:0.00000 N( -205/ +89/ 586)","nucleotide binding","protein","Sta","Na_mM_Levels","baseNahighNa","MF"
"61","wzc","GO:0000166~nucleotide binding",0.0242180969868312,1.67105735138118,1,1.6158599859076,5.82867087928207e-13,586,1.6158599859076,45,89,205,"nucleotide binding
 padj:0.00000 N( -205/ +89/ 586)","nucleotide binding","protein","Sta","Na_mM_Levels","baseNahighNa","MF"
"62","lpxK","GO:0000166~nucleotide binding",0.0252025051374672,1.5647667996589,1,1.59855628805558,5.82867087928207e-13,586,1.59855628805558,43,89,205,"nucleotide binding
 padj:0.00000 N( -205/ +89/ 586)","nucleotide binding","protein","Sta","Na_mM_Levels","baseNahighNa","MF"
"63","cpsB","GO:0000166~nucleotide binding",0.0253905548032719,1.81401630098793,1,1.59532780935207,5.82867087928207e-13,586,1.59532780935207,42,89,205,"nucleotide binding
 padj:0.00000 N( -205/ +89/ 586)","nucleotide binding","protein","Sta","Na_mM_Levels","baseNahighNa","MF"
"64","recF","GO:0000166~nucleotide binding",0.0260570964008827,1.42375929902764,1,1.58407398030918,5.82867087928207e-13,586,1.58407398030918,41,89,205,"nucleotide binding
 padj:0.00000 N( -205/ +89/ 586)","nucleotide binding","protein","Sta","Na_mM_Levels","baseNahighNa","MF"
"65","ygbD","GO:0000166~nucleotide binding",0.0261241827105136,1.95283188430483,1,1.58295728747864,5.82867087928207e-13,586,1.58295728747864,40,89,205,"nucleotide binding
 padj:0.00000 N( -205/ +89/ 586)","nucleotide binding","protein","Sta","Na_mM_Levels","baseNahighNa","MF"
"66","envZ","GO:0000166~nucleotide binding",0.0263021836876817,1.96503679771221,1,1.5800081935581,5.82867087928207e-13,586,1.5800081935581,39,89,205,"nucleotide binding
 padj:0.00000 N( -205/ +89/ 586)","nucleotide binding","protein","Sta","Na_mM_Levels","baseNahighNa","MF"
"67","narQ","GO:0000166~nucleotide binding",0.0265191163347286,1.38114345436956,1,1.57644095150954,5.82867087928207e-13,586,1.57644095150954,38,89,205,"nucleotide binding
 padj:0.00000 N( -205/ +89/ 586)","nucleotide binding","protein","Sta","Na_mM_Levels","baseNahighNa","MF"
"68","menE","GO:0000166~nucleotide binding",0.026776518100377,1.86723592130905,1,1.57224589738026,5.82867087928207e-13,586,1.57224589738026,37,89,205,"nucleotide binding
 padj:0.00000 N( -205/ +89/ 586)","nucleotide binding","protein","Sta","Na_mM_Levels","baseNahighNa","MF"
"69","evgS","GO:0000166~nucleotide binding",0.0269980855551518,1.67097872469768,1,1.56866703074143,5.82867087928207e-13,586,1.56866703074143,36,89,205,"nucleotide binding
 padj:0.00000 N( -205/ +89/ 586)","nucleotide binding","protein","Sta","Na_mM_Levels","baseNahighNa","MF"
"70","yedV","GO:0000166~nucleotide binding",0.0275219832706852,1.77353557341941,1,1.56032027347141,5.82867087928207e-13,586,1.56032027347141,35,89,205,"nucleotide binding
 padj:0.00000 N( -205/ +89/ 586)","nucleotide binding","protein","Sta","Na_mM_Levels","baseNahighNa","MF"
"71","yegD","GO:0000166~nucleotide binding",0.0279874417033593,1.55134838651244,1,1.55303679802875,5.82867087928207e-13,586,1.55303679802875,34,89,205,"nucleotide binding
 padj:0.00000 N( -205/ +89/ 586)","nucleotide binding","protein","Sta","Na_mM_Levels","baseNahighNa","MF"
"72","torS","GO:0000166~nucleotide binding",0.0280253621117091,1.66751771688602,1,1.55244876723964,5.82867087928207e-13,586,1.55244876723964,32,89,205,"nucleotide binding
 padj:0.00000 N( -205/ +89/ 586)","nucleotide binding","protein","Sta","Na_mM_Levels","baseNahighNa","MF"
"73","xdhB","GO:0000166~nucleotide binding",0.0280253621117091,1.9975892139711,1,1.55244876723964,5.82867087928207e-13,586,1.55244876723964,33,89,205,"nucleotide binding
 padj:0.00000 N( -205/ +89/ 586)","nucleotide binding","protein","Sta","Na_mM_Levels","baseNahighNa","MF"
"74","atoS","GO:0000166~nucleotide binding",0.0300028399941515,1.8995980786095,1,1.52283763409994,5.82867087928207e-13,586,1.52283763409994,31,89,205,"nucleotide binding
 padj:0.00000 N( -205/ +89/ 586)","nucleotide binding","protein","Sta","Na_mM_Levels","baseNahighNa","MF"
"75","thiK","GO:0000166~nucleotide binding",0.0304857670268267,1.84518592540919,1,1.51590287358522,5.82867087928207e-13,586,1.51590287358522,30,89,205,"nucleotide binding
 padj:0.00000 N( -205/ +89/ 586)","nucleotide binding","protein","Sta","Na_mM_Levels","baseNahighNa","MF"
"76","aceK","GO:0000166~nucleotide binding",0.0309171730586212,1.60629536089345,1,1.50980022307095,5.82867087928207e-13,586,1.50980022307095,29,89,205,"nucleotide binding
 padj:0.00000 N( -205/ +89/ 586)","nucleotide binding","protein","Sta","Na_mM_Levels","baseNahighNa","MF"
"77","ugpC","GO:0000166~nucleotide binding",0.0309210924816298,1.50594567798598,1,1.50974517030476,5.82867087928207e-13,586,1.50974517030476,28,89,205,"nucleotide binding
 padj:0.00000 N( -205/ +89/ 586)","nucleotide binding","protein","Sta","Na_mM_Levels","baseNahighNa","MF"
"78","yejO","GO:0000166~nucleotide binding",0.0312456511929978,1.69674110152196,1,1.50521041973786,5.82867087928207e-13,586,1.50521041973786,27,89,205,"nucleotide binding
 padj:0.00000 N( -205/ +89/ 586)","nucleotide binding","protein","Sta","Na_mM_Levels","baseNahighNa","MF"
"79","yifB","GO:0000166~nucleotide binding",0.0316000443080954,1.80629791273077,1,1.50031230843388,5.82867087928207e-13,586,1.50031230843388,26,89,205,"nucleotide binding
 padj:0.00000 N( -205/ +89/ 586)","nucleotide binding","protein","Sta","Na_mM_Levels","baseNahighNa","MF"
"80","caiA","GO:0000166~nucleotide binding",0.0322607821445101,1.82735383970654,1,1.49132510759408,5.82867087928207e-13,586,1.49132510759408,25,89,205,"nucleotide binding
 padj:0.00000 N( -205/ +89/ 586)","nucleotide binding","protein","Sta","Na_mM_Levels","baseNahighNa","MF"
"81","yhdG","GO:0000166~nucleotide binding",0.0323747172028408,1.58745423511687,1,1.48979401651014,5.82867087928207e-13,586,1.48979401651014,24,89,205,"nucleotide binding
 padj:0.00000 N( -205/ +89/ 586)","nucleotide binding","protein","Sta","Na_mM_Levels","baseNahighNa","MF"
"82","yigZ","GO:0000166~nucleotide binding",0.0325817347014494,1.92761262521243,1,1.48702579690868,5.82867087928207e-13,586,1.48702579690868,23,89,205,"nucleotide binding
 padj:0.00000 N( -205/ +89/ 586)","nucleotide binding","protein","Sta","Na_mM_Levels","baseNahighNa","MF"
"83","ydcT","GO:0000166~nucleotide binding",0.0340347652509901,1.65079728215497,1,1.46807724052144,5.82867087928207e-13,586,1.46807724052144,22,89,205,"nucleotide binding
 padj:0.00000 N( -205/ +89/ 586)","nucleotide binding","protein","Sta","Na_mM_Levels","baseNahighNa","MF"
"84","prpE","GO:0000166~nucleotide binding",0.0362652783674705,1.72909400701504,1,1.44050898460255,5.82867087928207e-13,586,1.44050898460255,21,89,205,"nucleotide binding
 padj:0.00000 N( -205/ +89/ 586)","nucleotide binding","protein","Sta","Na_mM_Levels","baseNahighNa","MF"
"85","hcaD","GO:0000166~nucleotide binding",0.0364149621653399,1.93251779913966,1,1.43872013693565,5.82867087928207e-13,586,1.43872013693565,20,89,205,"nucleotide binding
 padj:0.00000 N( -205/ +89/ 586)","nucleotide binding","protein","Sta","Na_mM_Levels","baseNahighNa","MF"
"86","hycE","GO:0000166~nucleotide binding",0.037833810349445,1.79232110289366,1,1.42211991748588,5.82867087928207e-13,586,1.42211991748588,18,89,205,"nucleotide binding
 padj:0.00000 N( -205/ +89/ 586)","nucleotide binding","protein","Sta","Na_mM_Levels","baseNahighNa","MF"
"87","yghR","GO:0000166~nucleotide binding",0.037833810349445,1.76884613971626,1,1.42211991748588,5.82867087928207e-13,586,1.42211991748588,19,89,205,"nucleotide binding
 padj:0.00000 N( -205/ +89/ 586)","nucleotide binding","protein","Sta","Na_mM_Levels","baseNahighNa","MF"
"88","yegI","GO:0000166~nucleotide binding",0.0391602629614159,1.72627098328836,1,1.40715440056889,5.82867087928207e-13,586,1.40715440056889,17,89,205,"nucleotide binding
 padj:0.00000 N( -205/ +89/ 586)","nucleotide binding","protein","Sta","Na_mM_Levels","baseNahighNa","MF"
"89","alsK","GO:0000166~nucleotide binding",0.0396015447416921,1.677030684486,1,1.40228787317276,5.82867087928207e-13,586,1.40228787317276,16,89,205,"nucleotide binding
 padj:0.00000 N( -205/ +89/ 586)","nucleotide binding","protein","Sta","Na_mM_Levels","baseNahighNa","MF"
"90","norV","GO:0000166~nucleotide binding",0.0396401123059394,1.70074402430964,1,1.40186512376848,5.82867087928207e-13,586,1.40186512376848,15,89,205,"nucleotide binding
 padj:0.00000 N( -205/ +89/ 586)","nucleotide binding","protein","Sta","Na_mM_Levels","baseNahighNa","MF"
"91","yejF","GO:0000166~nucleotide binding",0.0404369338495558,1.47118811329106,1,1.3932217824258,5.82867087928207e-13,586,1.3932217824258,14,89,205,"nucleotide binding
 padj:0.00000 N( -205/ +89/ 586)","nucleotide binding","protein","Sta","Na_mM_Levels","baseNahighNa","MF"
"92","mnmC","GO:0000166~nucleotide binding",0.0419630254451419,1.45160324583804,1,1.37713320763855,5.82867087928207e-13,586,1.37713320763855,13,89,205,"nucleotide binding
 padj:0.00000 N( -205/ +89/ 586)","nucleotide binding","protein","Sta","Na_mM_Levels","baseNahighNa","MF"
"93","waaP","GO:0000166~nucleotide binding",0.0427889670373554,1.29275554558292,1,1.36866819763365,5.82867087928207e-13,586,1.36866819763365,12,89,205,"nucleotide binding
 padj:0.00000 N( -205/ +89/ 586)","nucleotide binding","protein","Sta","Na_mM_Levels","baseNahighNa","MF"
"94","tdcD","GO:0000166~nucleotide binding",0.0429698439928769,1.64827451266625,1,1.36683622307094,5.82867087928207e-13,586,1.36683622307094,11,89,205,"nucleotide binding
 padj:0.00000 N( -205/ +89/ 586)","nucleotide binding","protein","Sta","Na_mM_Levels","baseNahighNa","MF"
