"","X","Category","KEGG_Path","Count","PValue","List.Total","Pop.Hits","Pop.Total","Fold.Enrichment","Bonferroni","Benjamini","FDR_KEGG_Path","KEGG_Path_Short","gene_number","gene_name_ez","gene_name","padj_gene","log2","signChange","score_gene","rank","KEGG_Path_long","KEGG_Path_short","pick_data","growthPhase","test_for","base","contrast","df_category","fullFileName","MF","FDR_MF","MF_Short","MF_Long","thresholds_for_input_genes","dataType","carbonSource","Mg","Na","investigatedEffect","testVSbase"
"11",2,"KEGG_PATHWAY","eco01130:Biosynthesis of antibiotics",44,0.00190348412706044,231,195,1571,1.53455433455433,0.143010097188422,0.0742625086928919,0.0201006172217721,"Biosynthesis of antibiotics","gene_09",948503,"purH",0.0378461561405191,-1.21011188243057,-1,-1.42197822321104,-1,"Biosynthesis of antibiotics
 padj:0.02010 N( -39/ +5/ 195)","Biosynthesis of antibiotics","mrna","Exp","carbonSource","glucose","glycerol","kegg","ez_P0.05Fold2_mrna_trT_set00_StcAllEx_SYAN_baseMgAllMg_baseNaAllNa_Exp_noFilter_p1Sf_noNorm__batchNumberPLUScarbonSource__glycerolVSglucose_kegg.csv",NA,NA,NA,NA,"P0.05Fold2","mrna","SYAN","baseMgAllMg","baseNaAllNa","batchNumberPLUScarbonSource","glycerolVSglucose"
"12",2,"KEGG_PATHWAY","eco01130:Biosynthesis of antibiotics",44,0.00190348412706044,231,195,1571,1.53455433455433,0.143010097188422,0.0742625086928919,0.0201006172217721,"Biosynthesis of antibiotics","gene_22",947219,"cysN",0.028890353167942,-1.14627867201957,-1,-1.53924714912323,-2,"Biosynthesis of antibiotics
 padj:0.02010 N( -39/ +5/ 195)","Biosynthesis of antibiotics","mrna","Exp","carbonSource","glucose","glycerol","kegg","ez_P0.05Fold2_mrna_trT_set00_StcAllEx_SYAN_baseMgAllMg_baseNaAllNa_Exp_noFilter_p1Sf_noNorm__batchNumberPLUScarbonSource__glycerolVSglucose_kegg.csv",NA,NA,NA,NA,"P0.05Fold2","mrna","SYAN","baseMgAllMg","baseNaAllNa","batchNumberPLUScarbonSource","glycerolVSglucose"
"13",1,"KEGG_PATHWAY","eco03010:Ribosome",47,7.82158273364031e-21,231,78,1571,4.0979575979576,6.33548201424865e-19,6.33548201424865e-19,8.33571599907465e-20,"Ribosome","gene_19",948721,"rpsR",0.0216930957534365,-1.16761067017277,-1,-1.66367846676415,-1,"Ribosome
 padj:0.00000 N( -47/ +0/ 78)","Ribosome","mrna","Exp","carbonSource","glucose","glycerol","kegg","ez_P0.05Fold2_mrna_trT_set00_StcAllEx_SYAN_baseMgAllMg_baseNaAllNa_Exp_noFilter_p1Sf_noNorm__batchNumberPLUScarbonSource__glycerolVSglucose_kegg.csv",NA,NA,NA,NA,"P0.05Fold2","mrna","SYAN","baseMgAllMg","baseNaAllNa","batchNumberPLUScarbonSource","glycerolVSglucose"
"14",2,"KEGG_PATHWAY","eco01130:Biosynthesis of antibiotics",44,0.00190348412706044,231,195,1571,1.53455433455433,0.143010097188422,0.0742625086928919,0.0201006172217721,"Biosynthesis of antibiotics","gene_35",945695,"purB",0.0169017654456572,-1.14327859502194,-1,-1.77206792951282,-3,"Biosynthesis of antibiotics
 padj:0.02010 N( -39/ +5/ 195)","Biosynthesis of antibiotics","mrna","Exp","carbonSource","glucose","glycerol","kegg","ez_P0.05Fold2_mrna_trT_set00_StcAllEx_SYAN_baseMgAllMg_baseNaAllNa_Exp_noFilter_p1Sf_noNorm__batchNumberPLUScarbonSource__glycerolVSglucose_kegg.csv",NA,NA,NA,NA,"P0.05Fold2","mrna","SYAN","baseMgAllMg","baseNaAllNa","batchNumberPLUScarbonSource","glycerolVSglucose"
"15",2,"KEGG_PATHWAY","eco01130:Biosynthesis of antibiotics",44,0.00190348412706044,231,195,1571,1.53455433455433,0.143010097188422,0.0742625086928919,0.0201006172217721,"Biosynthesis of antibiotics","gene_31",945803,"thrA",0.0165041528388035,-1.01622998071004,-1,-1.78240676317707,-4,"Biosynthesis of antibiotics
 padj:0.02010 N( -39/ +5/ 195)","Biosynthesis of antibiotics","mrna","Exp","carbonSource","glucose","glycerol","kegg","ez_P0.05Fold2_mrna_trT_set00_StcAllEx_SYAN_baseMgAllMg_baseNaAllNa_Exp_noFilter_p1Sf_noNorm__batchNumberPLUScarbonSource__glycerolVSglucose_kegg.csv",NA,NA,NA,NA,"P0.05Fold2","mrna","SYAN","baseMgAllMg","baseNaAllNa","batchNumberPLUScarbonSource","glycerolVSglucose"
"16",2,"KEGG_PATHWAY","eco01130:Biosynthesis of antibiotics",44,0.00190348412706044,231,195,1571,1.53455433455433,0.143010097188422,0.0742625086928919,0.0201006172217721,"Biosynthesis of antibiotics","gene_01",946957,"purC",0.0152854387696162,-1.16616783372559,-1,-1.81572209030471,-5,"Biosynthesis of antibiotics
 padj:0.02010 N( -39/ +5/ 195)","Biosynthesis of antibiotics","mrna","Exp","carbonSource","glucose","glycerol","kegg","ez_P0.05Fold2_mrna_trT_set00_StcAllEx_SYAN_baseMgAllMg_baseNaAllNa_Exp_noFilter_p1Sf_noNorm__batchNumberPLUScarbonSource__glycerolVSglucose_kegg.csv",NA,NA,NA,NA,"P0.05Fold2","mrna","SYAN","baseMgAllMg","baseNaAllNa","batchNumberPLUScarbonSource","glycerolVSglucose"
"17",2,"KEGG_PATHWAY","eco01130:Biosynthesis of antibiotics",44,0.00190348412706044,231,195,1571,1.53455433455433,0.143010097188422,0.0742625086928919,0.0201006172217721,"Biosynthesis of antibiotics","gene_10",948504,"purD",0.0148173187672351,-1.30254474694257,-1,-1.82923037597496,-6,"Biosynthesis of antibiotics
 padj:0.02010 N( -39/ +5/ 195)","Biosynthesis of antibiotics","mrna","Exp","carbonSource","glucose","glycerol","kegg","ez_P0.05Fold2_mrna_trT_set00_StcAllEx_SYAN_baseMgAllMg_baseNaAllNa_Exp_noFilter_p1Sf_noNorm__batchNumberPLUScarbonSource__glycerolVSglucose_kegg.csv",NA,NA,NA,NA,"P0.05Fold2","mrna","SYAN","baseMgAllMg","baseNaAllNa","batchNumberPLUScarbonSource","glycerolVSglucose"
"18",1,"KEGG_PATHWAY","eco03010:Ribosome",47,7.82158273364031e-21,231,78,1571,4.0979575979576,6.33548201424865e-19,6.33548201424865e-19,8.33571599907465e-20,"Ribosome","gene_33",947808,"rpsQ",0.0121726526497593,-1.03944656207558,-1,-1.91461477052761,-2,"Ribosome
 padj:0.00000 N( -47/ +0/ 78)","Ribosome","mrna","Exp","carbonSource","glucose","glycerol","kegg","ez_P0.05Fold2_mrna_trT_set00_StcAllEx_SYAN_baseMgAllMg_baseNaAllNa_Exp_noFilter_p1Sf_noNorm__batchNumberPLUScarbonSource__glycerolVSglucose_kegg.csv",NA,NA,NA,NA,"P0.05Fold2","mrna","SYAN","baseMgAllMg","baseNaAllNa","batchNumberPLUScarbonSource","glycerolVSglucose"
"19",2,"KEGG_PATHWAY","eco01130:Biosynthesis of antibiotics",44,0.00190348412706044,231,195,1571,1.53455433455433,0.143010097188422,0.0742625086928919,0.0201006172217721,"Biosynthesis of antibiotics","gene_19",947217,"cysD",0.0120569356062146,-1.35164614633479,-1,-1.91876305856581,-7,"Biosynthesis of antibiotics
 padj:0.02010 N( -39/ +5/ 195)","Biosynthesis of antibiotics","mrna","Exp","carbonSource","glucose","glycerol","kegg","ez_P0.05Fold2_mrna_trT_set00_StcAllEx_SYAN_baseMgAllMg_baseNaAllNa_Exp_noFilter_p1Sf_noNorm__batchNumberPLUScarbonSource__glycerolVSglucose_kegg.csv",NA,NA,NA,NA,"P0.05Fold2","mrna","SYAN","baseMgAllMg","baseNaAllNa","batchNumberPLUScarbonSource","glycerolVSglucose"
"20",2,"KEGG_PATHWAY","eco01130:Biosynthesis of antibiotics",44,0.00190348412706044,231,195,1571,1.53455433455433,0.143010097188422,0.0742625086928919,0.0201006172217721,"Biosynthesis of antibiotics","gene_16",945064,"ispA",0.0115712143538408,-1.11949166396178,-1,-1.93662106114354,-8,"Biosynthesis of antibiotics
 padj:0.02010 N( -39/ +5/ 195)","Biosynthesis of antibiotics","mrna","Exp","carbonSource","glucose","glycerol","kegg","ez_P0.05Fold2_mrna_trT_set00_StcAllEx_SYAN_baseMgAllMg_baseNaAllNa_Exp_noFilter_p1Sf_noNorm__batchNumberPLUScarbonSource__glycerolVSglucose_kegg.csv",NA,NA,NA,NA,"P0.05Fold2","mrna","SYAN","baseMgAllMg","baseNaAllNa","batchNumberPLUScarbonSource","glycerolVSglucose"
"21",2,"KEGG_PATHWAY","eco01130:Biosynthesis of antibiotics",44,0.00190348412706044,231,195,1571,1.53455433455433,0.143010097188422,0.0742625086928919,0.0201006172217721,"Biosynthesis of antibiotics","gene_15",947313,"lysA",0.0114355777807239,-1.75817865845386,-1,-1.9417418878442,-9,"Biosynthesis of antibiotics
 padj:0.02010 N( -39/ +5/ 195)","Biosynthesis of antibiotics","mrna","Exp","carbonSource","glucose","glycerol","kegg","ez_P0.05Fold2_mrna_trT_set00_StcAllEx_SYAN_baseMgAllMg_baseNaAllNa_Exp_noFilter_p1Sf_noNorm__batchNumberPLUScarbonSource__glycerolVSglucose_kegg.csv",NA,NA,NA,NA,"P0.05Fold2","mrna","SYAN","baseMgAllMg","baseNaAllNa","batchNumberPLUScarbonSource","glycerolVSglucose"
"22",2,"KEGG_PATHWAY","eco01130:Biosynthesis of antibiotics",44,0.00190348412706044,231,195,1571,1.53455433455433,0.143010097188422,0.0742625086928919,0.0201006172217721,"Biosynthesis of antibiotics","gene_12",945153,"purK",0.0110651442547356,-1.40499230532483,-1,-1.95604291986349,-10,"Biosynthesis of antibiotics
 padj:0.02010 N( -39/ +5/ 195)","Biosynthesis of antibiotics","mrna","Exp","carbonSource","glucose","glycerol","kegg","ez_P0.05Fold2_mrna_trT_set00_StcAllEx_SYAN_baseMgAllMg_baseNaAllNa_Exp_noFilter_p1Sf_noNorm__batchNumberPLUScarbonSource__glycerolVSglucose_kegg.csv",NA,NA,NA,NA,"P0.05Fold2","mrna","SYAN","baseMgAllMg","baseNaAllNa","batchNumberPLUScarbonSource","glycerolVSglucose"
"23",2,"KEGG_PATHWAY","eco01130:Biosynthesis of antibiotics",44,0.00190348412706044,231,195,1571,1.53455433455433,0.143010097188422,0.0742625086928919,0.0201006172217721,"Biosynthesis of antibiotics","gene_28",945528,"aroA",0.00782223159477347,-1.31369008576637,-1,-2.10666932992784,-11,"Biosynthesis of antibiotics
 padj:0.02010 N( -39/ +5/ 195)","Biosynthesis of antibiotics","mrna","Exp","carbonSource","glucose","glycerol","kegg","ez_P0.05Fold2_mrna_trT_set00_StcAllEx_SYAN_baseMgAllMg_baseNaAllNa_Exp_noFilter_p1Sf_noNorm__batchNumberPLUScarbonSource__glycerolVSglucose_kegg.csv",NA,NA,NA,NA,"P0.05Fold2","mrna","SYAN","baseMgAllMg","baseNaAllNa","batchNumberPLUScarbonSource","glycerolVSglucose"
"24",2,"KEGG_PATHWAY","eco01130:Biosynthesis of antibiotics",44,0.00190348412706044,231,195,1571,1.53455433455433,0.143010097188422,0.0742625086928919,0.0201006172217721,"Biosynthesis of antibiotics","gene_32",946794,"purF",0.00760853743737489,-1.018701567822,-1,-2.11869881812077,-12,"Biosynthesis of antibiotics
 padj:0.02010 N( -39/ +5/ 195)","Biosynthesis of antibiotics","mrna","Exp","carbonSource","glucose","glycerol","kegg","ez_P0.05Fold2_mrna_trT_set00_StcAllEx_SYAN_baseMgAllMg_baseNaAllNa_Exp_noFilter_p1Sf_noNorm__batchNumberPLUScarbonSource__glycerolVSglucose_kegg.csv",NA,NA,NA,NA,"P0.05Fold2","mrna","SYAN","baseMgAllMg","baseNaAllNa","batchNumberPLUScarbonSource","glycerolVSglucose"
"25",2,"KEGG_PATHWAY","eco01130:Biosynthesis of antibiotics",44,0.00190348412706044,231,195,1571,1.53455433455433,0.143010097188422,0.0742625086928919,0.0201006172217721,"Biosynthesis of antibiotics","gene_05",948602,"rpiB",0.00685419855492807,-1.18650039651456,-1,-2.16404331892269,-13,"Biosynthesis of antibiotics
 padj:0.02010 N( -39/ +5/ 195)","Biosynthesis of antibiotics","mrna","Exp","carbonSource","glucose","glycerol","kegg","ez_P0.05Fold2_mrna_trT_set00_StcAllEx_SYAN_baseMgAllMg_baseNaAllNa_Exp_noFilter_p1Sf_noNorm__batchNumberPLUScarbonSource__glycerolVSglucose_kegg.csv",NA,NA,NA,NA,"P0.05Fold2","mrna","SYAN","baseMgAllMg","baseNaAllNa","batchNumberPLUScarbonSource","glycerolVSglucose"
"26",1,"KEGG_PATHWAY","eco03010:Ribosome",47,7.82158273364031e-21,231,78,1571,4.0979575979576,6.33548201424865e-19,6.33548201424865e-19,8.33571599907465e-20,"Ribosome","gene_25",947874,"rpsB",0.0067918644653035,-1.28195144418111,-1,-2.16801098921848,-3,"Ribosome
 padj:0.00000 N( -47/ +0/ 78)","Ribosome","mrna","Exp","carbonSource","glucose","glycerol","kegg","ez_P0.05Fold2_mrna_trT_set00_StcAllEx_SYAN_baseMgAllMg_baseNaAllNa_Exp_noFilter_p1Sf_noNorm__batchNumberPLUScarbonSource__glycerolVSglucose_kegg.csv",NA,NA,NA,NA,"P0.05Fold2","mrna","SYAN","baseMgAllMg","baseNaAllNa","batchNumberPLUScarbonSource","glycerolVSglucose"
"27",2,"KEGG_PATHWAY","eco01130:Biosynthesis of antibiotics",44,0.00190348412706044,231,195,1571,1.53455433455433,0.143010097188422,0.0742625086928919,0.0201006172217721,"Biosynthesis of antibiotics","gene_29",946425,"proB",0.00590110332631954,-1.0319344814312,-1,-2.22906678094522,-14,"Biosynthesis of antibiotics
 padj:0.02010 N( -39/ +5/ 195)","Biosynthesis of antibiotics","mrna","Exp","carbonSource","glucose","glycerol","kegg","ez_P0.05Fold2_mrna_trT_set00_StcAllEx_SYAN_baseMgAllMg_baseNaAllNa_Exp_noFilter_p1Sf_noNorm__batchNumberPLUScarbonSource__glycerolVSglucose_kegg.csv",NA,NA,NA,NA,"P0.05Fold2","mrna","SYAN","baseMgAllMg","baseNaAllNa","batchNumberPLUScarbonSource","glycerolVSglucose"
"28",2,"KEGG_PATHWAY","eco01130:Biosynthesis of antibiotics",44,0.00190348412706044,231,195,1571,1.53455433455433,0.143010097188422,0.0742625086928919,0.0201006172217721,"Biosynthesis of antibiotics","gene_11",946888,"cysM",0.00563098784597357,-1.14930006266141,-1,-2.24941541004708,-15,"Biosynthesis of antibiotics
 padj:0.02010 N( -39/ +5/ 195)","Biosynthesis of antibiotics","mrna","Exp","carbonSource","glucose","glycerol","kegg","ez_P0.05Fold2_mrna_trT_set00_StcAllEx_SYAN_baseMgAllMg_baseNaAllNa_Exp_noFilter_p1Sf_noNorm__batchNumberPLUScarbonSource__glycerolVSglucose_kegg.csv",NA,NA,NA,NA,"P0.05Fold2","mrna","SYAN","baseMgAllMg","baseNaAllNa","batchNumberPLUScarbonSource","glycerolVSglucose"
"29",1,"KEGG_PATHWAY","eco03010:Ribosome",47,7.82158273364031e-21,231,78,1571,4.0979575979576,6.33548201424865e-19,6.33548201424865e-19,8.33571599907465e-20,"Ribosome","gene_39",947814,"rpsC",0.00538953698265773,-1.40623671425897,-1,-2.26844854362851,-4,"Ribosome
 padj:0.00000 N( -47/ +0/ 78)","Ribosome","mrna","Exp","carbonSource","glucose","glycerol","kegg","ez_P0.05Fold2_mrna_trT_set00_StcAllEx_SYAN_baseMgAllMg_baseNaAllNa_Exp_noFilter_p1Sf_noNorm__batchNumberPLUScarbonSource__glycerolVSglucose_kegg.csv",NA,NA,NA,NA,"P0.05Fold2","mrna","SYAN","baseMgAllMg","baseNaAllNa","batchNumberPLUScarbonSource","glycerolVSglucose"
"30",1,"KEGG_PATHWAY","eco03010:Ribosome",47,7.82158273364031e-21,231,78,1571,4.0979575979576,6.33548201424865e-19,6.33548201424865e-19,8.33571599907465e-20,"Ribosome","gene_29",947804,"rplR",0.0051732776484087,-1.40357312904597,-1,-2.28623421249833,-5,"Ribosome
 padj:0.00000 N( -47/ +0/ 78)","Ribosome","mrna","Exp","carbonSource","glucose","glycerol","kegg","ez_P0.05Fold2_mrna_trT_set00_StcAllEx_SYAN_baseMgAllMg_baseNaAllNa_Exp_noFilter_p1Sf_noNorm__batchNumberPLUScarbonSource__glycerolVSglucose_kegg.csv",NA,NA,NA,NA,"P0.05Fold2","mrna","SYAN","baseMgAllMg","baseNaAllNa","batchNumberPLUScarbonSource","glycerolVSglucose"
"31",2,"KEGG_PATHWAY","eco01130:Biosynthesis of antibiotics",44,0.00190348412706044,231,195,1571,1.53455433455433,0.143010097188422,0.0742625086928919,0.0201006172217721,"Biosynthesis of antibiotics","gene_21",947032,"purL",0.00514466194401466,-1.47257245689169,-1,-2.28864315747541,-16,"Biosynthesis of antibiotics
 padj:0.02010 N( -39/ +5/ 195)","Biosynthesis of antibiotics","mrna","Exp","carbonSource","glucose","glycerol","kegg","ez_P0.05Fold2_mrna_trT_set00_StcAllEx_SYAN_baseMgAllMg_baseNaAllNa_Exp_noFilter_p1Sf_noNorm__batchNumberPLUScarbonSource__glycerolVSglucose_kegg.csv",NA,NA,NA,NA,"P0.05Fold2","mrna","SYAN","baseMgAllMg","baseNaAllNa","batchNumberPLUScarbonSource","glycerolVSglucose"
"32",1,"KEGG_PATHWAY","eco03010:Ribosome",47,7.82158273364031e-21,231,78,1571,4.0979575979576,6.33548201424865e-19,6.33548201424865e-19,8.33571599907465e-20,"Ribosome","gene_06",947817,"rplC",0.00484706970304762,-1.6180827449358,-1,-2.31452073488188,-6,"Ribosome
 padj:0.00000 N( -47/ +0/ 78)","Ribosome","mrna","Exp","carbonSource","glucose","glycerol","kegg","ez_P0.05Fold2_mrna_trT_set00_StcAllEx_SYAN_baseMgAllMg_baseNaAllNa_Exp_noFilter_p1Sf_noNorm__batchNumberPLUScarbonSource__glycerolVSglucose_kegg.csv",NA,NA,NA,NA,"P0.05Fold2","mrna","SYAN","baseMgAllMg","baseNaAllNa","batchNumberPLUScarbonSource","glycerolVSglucose"
"33",1,"KEGG_PATHWAY","eco03010:Ribosome",47,7.82158273364031e-21,231,78,1571,4.0979575979576,6.33548201424865e-19,6.33548201424865e-19,8.33571599907465e-20,"Ribosome","gene_47",947791,"rpsM",0.00451629539125647,-1.24706169599287,-1,-2.34521766050321,-7,"Ribosome
 padj:0.00000 N( -47/ +0/ 78)","Ribosome","mrna","Exp","carbonSource","glucose","glycerol","kegg","ez_P0.05Fold2_mrna_trT_set00_StcAllEx_SYAN_baseMgAllMg_baseNaAllNa_Exp_noFilter_p1Sf_noNorm__batchNumberPLUScarbonSource__glycerolVSglucose_kegg.csv",NA,NA,NA,NA,"P0.05Fold2","mrna","SYAN","baseMgAllMg","baseNaAllNa","batchNumberPLUScarbonSource","glycerolVSglucose"
