"","X","Category","KEGG_Path","Count","X.","PValue","List.Total","Pop.Hits","Pop.Total","Fold.Enrichment","Bonferroni","Benjamini","FDR_KEGG_Path","KEGG_Path_Short","gene_number","gene_name_ez","gene_name","padj_gene","log2","signChange","score_gene","abs_score","rank","numSigP","numSigN","KEGG_Path_long","KEGG_Path_short","pick_data","growthPhase","test_for","base","contrast","df_category"
"11",2,"KEGG_PATHWAY","eco02020:Two-component system",21,9.33333333333333,0.00164024734029778,110,146,1571,2.05423412204234,0.10415403894906,0.0535086048722156,0.0166957457045203,"Two-component system","gene_20","945999","narZ",0.0354416702659322,-2.94781842801217,-1,-1.45048581922899,1.45048581922899,-5,0,21,"Two-component system
 padj:0.01670 N( -21/ +0/ 146)","Two-component system","protein","Exp","Mg_mM_Levels","baseMg","highMg","kegg"
"12",2,"KEGG_PATHWAY","eco02020:Two-component system",21,9.33333333333333,0.00164024734029778,110,146,1571,2.05423412204234,0.10415403894906,0.0535086048722156,0.0166957457045203,"Two-component system","gene_18","945443","gltJ",0.034409470879408,-3.06824470782042,-1,-1.4633220055517,1.4633220055517,-6,0,21,"Two-component system
 padj:0.01670 N( -21/ +0/ 146)","Two-component system","protein","Exp","Mg_mM_Levels","baseMg","highMg","kegg"
"13",2,"KEGG_PATHWAY","eco02020:Two-component system",21,9.33333333333333,0.00164024734029778,110,146,1571,2.05423412204234,0.10415403894906,0.0535086048722156,0.0166957457045203,"Two-component system","gene_03","947450","kdpB",0.0302993199078948,-3.1856723900025,-1,-1.51856711947008,1.51856711947008,-7,0,21,"Two-component system
 padj:0.01670 N( -21/ +0/ 146)","Two-component system","protein","Exp","Mg_mM_Levels","baseMg","highMg","kegg"
"14",2,"KEGG_PATHWAY","eco02020:Two-component system",21,9.33333333333333,0.00164024734029778,110,146,1571,2.05423412204234,0.10415403894906,0.0535086048722156,0.0166957457045203,"Two-component system","gene_02","947255","barA",0.0271031032854721,-2.44293973586787,-1,-1.56698097987852,1.56698097987852,-8,0,21,"Two-component system
 padj:0.01670 N( -21/ +0/ 146)","Two-component system","protein","Exp","Mg_mM_Levels","baseMg","highMg","kegg"
"15",3,"KEGG_PATHWAY","eco00620:Pyruvate metabolism",11,4.88888888888889,0.00194711241451043,110,51,1571,3.08039215686275,0.12241696702335,0.0425941590675597,0.019791179813417,"Pyruvate metabolism","gene_03","948857","glcB",0.0270627607537205,-1.68844322714555,-1,-1.56762790179055,1.56762790179055,-1,0,11,"Pyruvate metabolism
 padj:0.01979 N( -11/ +0/ 51)","Pyruvate metabolism","protein","Exp","Mg_mM_Levels","baseMg","highMg","kegg"
"16",3,"KEGG_PATHWAY","eco00620:Pyruvate metabolism",11,4.88888888888889,0.00194711241451043,110,51,1571,3.08039215686275,0.12241696702335,0.0425941590675597,0.019791179813417,"Pyruvate metabolism","gene_02","948642","fumB",0.023013741186652,-1.78351403780244,-1,-1.63801277530584,1.63801277530584,-2,0,11,"Pyruvate metabolism
 padj:0.01979 N( -11/ +0/ 51)","Pyruvate metabolism","protein","Exp","Mg_mM_Levels","baseMg","highMg","kegg"
"17",2,"KEGG_PATHWAY","eco02020:Two-component system",21,9.33333333333333,0.00164024734029778,110,146,1571,2.05423412204234,0.10415403894906,0.0535086048722156,0.0166957457045203,"Two-component system","gene_14","949081","narP",0.023013741186652,-2.52696757967684,-1,-1.63801277530584,1.63801277530584,-9,0,21,"Two-component system
 padj:0.01670 N( -21/ +0/ 146)","Two-component system","protein","Exp","Mg_mM_Levels","baseMg","highMg","kegg"
"18",3,"KEGG_PATHWAY","eco00620:Pyruvate metabolism",11,4.88888888888889,0.00194711241451043,110,51,1571,3.08039215686275,0.12241696702335,0.0425941590675597,0.019791179813417,"Pyruvate metabolism","gene_01","948104","aldB",0.0225018096729984,-3.40570211425146,-1,-1.64778255302674,1.64778255302674,-3,0,11,"Pyruvate metabolism
 padj:0.01979 N( -11/ +0/ 51)","Pyruvate metabolism","protein","Exp","Mg_mM_Levels","baseMg","highMg","kegg"
"19",2,"KEGG_PATHWAY","eco02020:Two-component system",21,9.33333333333333,0.00164024734029778,110,146,1571,2.05423412204234,0.10415403894906,0.0535086048722156,0.0166957457045203,"Two-component system","gene_04","946844","evgS",0.0203692937351178,-3.08586493005334,-1,-1.69102402903904,1.69102402903904,-10,0,21,"Two-component system
 padj:0.01670 N( -21/ +0/ 146)","Two-component system","protein","Exp","Mg_mM_Levels","baseMg","highMg","kegg"
"20",2,"KEGG_PATHWAY","eco02020:Two-component system",21,9.33333333333333,0.00164024734029778,110,146,1571,2.05423412204234,0.10415403894906,0.0535086048722156,0.0166957457045203,"Two-component system","gene_16","946035","fdnG",0.0186455449739337,-2.85181251062641,-1,-1.72942491851274,1.72942491851274,-11,0,21,"Two-component system
 padj:0.01670 N( -21/ +0/ 146)","Two-component system","protein","Exp","Mg_mM_Levels","baseMg","highMg","kegg"
"21",2,"KEGG_PATHWAY","eco02020:Two-component system",21,9.33333333333333,0.00164024734029778,110,146,1571,2.05423412204234,0.10415403894906,0.0535086048722156,0.0166957457045203,"Two-component system","gene_01","946399","tar",0.0186340062711613,-3.53146076589167,-1,-1.7296937626879,1.7296937626879,-12,0,21,"Two-component system
 padj:0.01670 N( -21/ +0/ 146)","Two-component system","protein","Exp","Mg_mM_Levels","baseMg","highMg","kegg"
"22",2,"KEGG_PATHWAY","eco02020:Two-component system",21,9.33333333333333,0.00164024734029778,110,146,1571,2.05423412204234,0.10415403894906,0.0535086048722156,0.0166957457045203,"Two-component system","gene_13","946182","torR",0.0149573717725092,-3.26356909660642,-1,-1.82514471161681,1.82514471161681,-13,0,21,"Two-component system
 padj:0.01670 N( -21/ +0/ 146)","Two-component system","protein","Exp","Mg_mM_Levels","baseMg","highMg","kegg"
"23",2,"KEGG_PATHWAY","eco02020:Two-component system",21,9.33333333333333,0.00164024734029778,110,146,1571,2.05423412204234,0.10415403894906,0.0535086048722156,0.0166957457045203,"Two-component system","gene_10","947444","atoC",0.0148130967740611,-3.16071232538817,-1,-1.82935413990584,1.82935413990584,-14,0,21,"Two-component system
 padj:0.01670 N( -21/ +0/ 146)","Two-component system","protein","Exp","Mg_mM_Levels","baseMg","highMg","kegg"
"24",3,"KEGG_PATHWAY","eco00620:Pyruvate metabolism",11,4.88888888888889,0.00194711241451043,110,51,1571,3.08039215686275,0.12241696702335,0.0425941590675597,0.019791179813417,"Pyruvate metabolism","gene_04","945672","aldA",0.0136577695401062,-1.87873968053322,-1,-1.86462021979924,1.86462021979924,-4,0,11,"Pyruvate metabolism
 padj:0.01979 N( -11/ +0/ 51)","Pyruvate metabolism","protein","Exp","Mg_mM_Levels","baseMg","highMg","kegg"
"25",2,"KEGG_PATHWAY","eco02020:Two-component system",21,9.33333333333333,0.00164024734029778,110,146,1571,2.05423412204234,0.10415403894906,0.0535086048722156,0.0166957457045203,"Two-component system","gene_07","945046","phoB",0.0136577695401062,-2.65457845488768,-1,-1.86462021979924,1.86462021979924,-15,0,21,"Two-component system
 padj:0.01670 N( -21/ +0/ 146)","Two-component system","protein","Exp","Mg_mM_Levels","baseMg","highMg","kegg"
"26",2,"KEGG_PATHWAY","eco02020:Two-component system",21,9.33333333333333,0.00164024734029778,110,146,1571,2.05423412204234,0.10415403894906,0.0535086048722156,0.0166957457045203,"Two-component system","gene_21","948870","rstB",0.0111966563353595,-3.2296978631544,-1,-1.95091165160724,1.95091165160724,-16,0,21,"Two-component system
 padj:0.01670 N( -21/ +0/ 146)","Two-component system","protein","Exp","Mg_mM_Levels","baseMg","highMg","kegg"
"27",2,"KEGG_PATHWAY","eco02020:Two-component system",21,9.33333333333333,0.00164024734029778,110,146,1571,2.05423412204234,0.10415403894906,0.0535086048722156,0.0166957457045203,"Two-component system","gene_11","948884","tsr",0.00793873702865883,-3.87690975706537,-1,-2.1002485838591,2.1002485838591,-17,0,21,"Two-component system
 padj:0.01670 N( -21/ +0/ 146)","Two-component system","protein","Exp","Mg_mM_Levels","baseMg","highMg","kegg"
"28",3,"KEGG_PATHWAY","eco00620:Pyruvate metabolism",11,4.88888888888889,0.00194711241451043,110,51,1571,3.08039215686275,0.12241696702335,0.0425941590675597,0.019791179813417,"Pyruvate metabolism","gene_11","946132","poxB",0.00728414347908484,-3.36346000785569,-1,-2.13762150829706,2.13762150829706,-5,0,11,"Pyruvate metabolism
 padj:0.01979 N( -11/ +0/ 51)","Pyruvate metabolism","protein","Exp","Mg_mM_Levels","baseMg","highMg","kegg"
"29",3,"KEGG_PATHWAY","eco00620:Pyruvate metabolism",11,4.88888888888889,0.00194711241451043,110,51,1571,3.08039215686275,0.12241696702335,0.0425941590675597,0.019791179813417,"Pyruvate metabolism","gene_06","947324","yqeF",0.00505290784629286,-3.03382429320177,-1,-2.29645862224692,2.29645862224692,-6,0,11,"Pyruvate metabolism
 padj:0.01979 N( -11/ +0/ 51)","Pyruvate metabolism","protein","Exp","Mg_mM_Levels","baseMg","highMg","kegg"
"30",2,"KEGG_PATHWAY","eco02020:Two-component system",21,9.33333333333333,0.00164024734029778,110,146,1571,2.05423412204234,0.10415403894906,0.0535086048722156,0.0166957457045203,"Two-component system","gene_17","947324","yqeF",0.00505290784629286,-3.03382429320177,-1,-2.29645862224692,2.29645862224692,-18,0,21,"Two-component system
 padj:0.01670 N( -21/ +0/ 146)","Two-component system","protein","Exp","Mg_mM_Levels","baseMg","highMg","kegg"
"31",2,"KEGG_PATHWAY","eco02020:Two-component system",21,9.33333333333333,0.00164024734029778,110,146,1571,2.05423412204234,0.10415403894906,0.0535086048722156,0.0166957457045203,"Two-component system","gene_06","948666","frdB",0.00351828269087927,-3.67929170451788,-1,-2.45366926830194,2.45366926830194,-19,0,21,"Two-component system
 padj:0.01670 N( -21/ +0/ 146)","Two-component system","protein","Exp","Mg_mM_Levels","baseMg","highMg","kegg"
"32",3,"KEGG_PATHWAY","eco00620:Pyruvate metabolism",11,4.88888888888889,0.00194711241451043,110,51,1571,3.08039215686275,0.12241696702335,0.0425941590675597,0.019791179813417,"Pyruvate metabolism","gene_08","948666","frdB",0.00351828269087927,-3.67929170451788,-1,-2.45366926830194,2.45366926830194,-7,0,11,"Pyruvate metabolism
 padj:0.01979 N( -11/ +0/ 51)","Pyruvate metabolism","protein","Exp","Mg_mM_Levels","baseMg","highMg","kegg"
"33",2,"KEGG_PATHWAY","eco02020:Two-component system",21,9.33333333333333,0.00164024734029778,110,146,1571,2.05423412204234,0.10415403894906,0.0535086048722156,0.0166957457045203,"Two-component system","gene_15","946199","rstA",0.00138501284978318,-2.4923766033527,-1,-2.85854619731142,2.85854619731142,-20,0,21,"Two-component system
 padj:0.01670 N( -21/ +0/ 146)","Two-component system","protein","Exp","Mg_mM_Levels","baseMg","highMg","kegg"
"34",3,"KEGG_PATHWAY","eco00620:Pyruvate metabolism",11,4.88888888888889,0.00194711241451043,110,51,1571,3.08039215686275,0.12241696702335,0.0425941590675597,0.019791179813417,"Pyruvate metabolism","gene_10","948572","acs",0.00020254007588995,-3.10548975914635,-1,-3.69348903163034,3.69348903163034,-8,0,11,"Pyruvate metabolism
 padj:0.01979 N( -11/ +0/ 51)","Pyruvate metabolism","protein","Exp","Mg_mM_Levels","baseMg","highMg","kegg"
"35",3,"KEGG_PATHWAY","eco00620:Pyruvate metabolism",11,4.88888888888889,0.00194711241451043,110,51,1571,3.08039215686275,0.12241696702335,0.0425941590675597,0.019791179813417,"Pyruvate metabolism","gene_05","948454","pflD",0.0001102651444552,-5.16719552322007,-1,-3.95756174923761,3.95756174923761,-9,0,11,"Pyruvate metabolism
 padj:0.01979 N( -11/ +0/ 51)","Pyruvate metabolism","protein","Exp","Mg_mM_Levels","baseMg","highMg","kegg"
"36",2,"KEGG_PATHWAY","eco02020:Two-component system",21,9.33333333333333,0.00164024734029778,110,146,1571,2.05423412204234,0.10415403894906,0.0535086048722156,0.0166957457045203,"Two-component system","gene_09","948667","frdA",0.0001102651444552,-3.74559695233626,-1,-3.95756174923761,3.95756174923761,-21,0,21,"Two-component system
 padj:0.01670 N( -21/ +0/ 146)","Two-component system","protein","Exp","Mg_mM_Levels","baseMg","highMg","kegg"
"37",3,"KEGG_PATHWAY","eco00620:Pyruvate metabolism",11,4.88888888888889,0.00194711241451043,110,51,1571,3.08039215686275,0.12241696702335,0.0425941590675597,0.019791179813417,"Pyruvate metabolism","gene_09","948667","frdA",0.0001102651444552,-3.74559695233626,-1,-3.95756174923761,3.95756174923761,-10,0,11,"Pyruvate metabolism
 padj:0.01979 N( -11/ +0/ 51)","Pyruvate metabolism","protein","Exp","Mg_mM_Levels","baseMg","highMg","kegg"
"38",3,"KEGG_PATHWAY","eco00620:Pyruvate metabolism",11,4.88888888888889,0.00194711241451043,110,51,1571,3.08039215686275,0.12241696702335,0.0425941590675597,0.019791179813417,"Pyruvate metabolism","gene_07","948121","lldD",1.68507677509509e-05,-4.42989121190818,-1,-4.77338030711279,4.77338030711279,-11,0,11,"Pyruvate metabolism
 padj:0.01979 N( -11/ +0/ 51)","Pyruvate metabolism","protein","Exp","Mg_mM_Levels","baseMg","highMg","kegg"
